"Object ID"	"Gene Name"	"Names"	"Left-End-Position"	"Right-End-Position"
"EG11093"	EG11093	"yaiA" // "b0389" // "ECK0384"	406979	407170
"EG11130"	EG11130	"hokD" // "relF" // "b1562" // "ECK1556"	1645119	1645274
"G6643"	G6643	"puuP" // "ycjJ" // "b1296" // "ECK1291"	1357802	1359187
"EG10518"	EG10518	"kdsA" // "b1215" // "ECK1203"	1268165	1269019
"EG11140"	EG11140	"uvrY" // "yecB" // "b1914" // "ECK1913"	1994703	1995359
"G0-10241"	G0-10241	"sgcB" // "b4565" // "ECK4294"	4530255	4530533
"G7598"	G7598	"ygjJ" // "b3079" // "ECK3069"	3227801	3228871
"EG11424"	EG11424	"waaL" // "rfaL" // "b3622" // "ECK3612"	3796948	3798207
"EG10954"	EG10954	"sodB" // "b1656" // "ECK1652"	1735378	1735959
"EG10974"	EG10974	"srlR" // "gutR" // "b2707" // "ECK2702"	2829047	2829820
"G7494"	G7494	"yqeB" // "b2875" // "ECK2871"	3012614	3014239
"EG10737"	EG10737	"pinE" // "pin" // "b1158" // "ECK1144"	1209685	1210239
"G6206"	G6206	"mhpT" // "yaiK" // "b0353" // "ECK0350"	375459	376670
"EG11350"	EG11350	"waaS" // "rfaS" // "b3629" // "ECK3619"	3804181	3805116
"EG10836"	EG10836	"relB" // "RC" // "b1564" // "ECK1558"	1645633	1645872
"EG11908"	EG11908	"frwC" // "yijJ" // "b3949" // "ECK3940"	4142530	4143609
"G7444"	G7444	"ygcG" // "b2778" // "ECK2772"	2905711	2906583
"EG11339"	EG11339	"waaG" // "rfaG" // "b3631" // "ECK3621"	3805943	3807067
"G7139"	G7139	"rcnB" // "yohN" // "b2107" // "ECK2100"	2186960	2187298
"EG10643"	EG10643	"narL" // "frdR" // "narR" // "b1221" // "ECK1215"	1275179	1275829
"G7315"	G7315	"yfgG" // "b2504" // "ECK2500"	2629290	2629481
"G7232"	G7232	"yfdT" // "b2363" // "ECK2357"	2475873	2476178
"EG12738"	EG12738	"exuT" // "b3093" // "ECK3084"	3245224	3246522
"G7590"	G7590	"rfaE" // "yqiF" // "hldE" // "gmhC" // "waaE" // "b3052" // "ECK3042"	3195320	3196753
"EG10482"	EG10482	"zraR" // "hydG" // "b4004" // "ECK3996"	4203320	4204645
"EG10563"	EG10563	"malX" // "b1621" // "ECK1616"	1699355	1700947
"G7153"	G7153	"yfaQ" // "b2226" // "ECK2219"	2328148	2329797
"EG12210"	EG12210	"waaF" // "rfaF" // "b3620" // "ECK3610"	3794929	3795975
"G6157"	G6157	"paoA" // "yagT" // "b0286" // "ECK0285"	301884	302573
"EG10353"	EG10353	"fucR" // "b2805" // "ECK2800"	2939368	2940099
"G7036"	G7036	"yecH" // "b1906" // "ECK1905"	1989251	1989490
"G7086"	G7086	"yeeW" // "b2006" // "ECK1999"	2077940	2078134
"EG12400"	EG12400	"mdtK" // "norE" // "norM" // "ydhE" // "b1663" // "ECK1659"	1743457	1744830
"EG10519"	EG10519	"kdsB" // "b0918" // "ECK0909"	970852	971598
"EG10184"	EG10184	"cysB" // "b1275" // "ECK1269"	1333855	1334829
"EG12769"	EG12769	"agaB" // "yraD" // "b3138" // "ECK3126"	3284170	3284646
"G7847"	G7847	"yjfJ" // "b4182" // "ECK4178"	4410553	4411251
"EG11425"	EG11425	"waaY" // "rfaY" // "b3625" // "ECK3615"	3800267	3800965
"EG11852"	EG11852	"dtd" // "yihZ" // "b3887" // "ECK3880"	4077015	4077452
"EG10020"	EG10020	"cpxR" // "yiiA" // "b3912" // "ECK3905"	4104972	4105670
"G6946"	G6946	"ydjY" // "b1751" // "ECK1749"	1834116	1834793
"G6829"	G6829	"essQ" // "ydfS" // "b1556" // "ECK1550"	1640370	1640585
"EG12168"	EG12168	"brnQ" // "hrbA" // "b0401" // "ECK0395"	419591	420910
"G6493"	G6493	"ycbZ" // "b0955" // "ECK0946"	1016539	1018299
"G7688"	G7688	"aaeR" // "yhcS" // "qseA" // "b3243" // "ECK3232"	3389520	3390449
"EG11863"	EG11863	"frvB" // "yiiJ" // "b3899" // "ECK3892"	4090915	4092366
"G6785"	G6785	"yddW" // "b1491" // "ECK1485"	1567504	1568823
"EG11112"	EG11112	"aat" // "ycaA" // "b0885" // "ECK0876"	926728	927432
"G6932"	G6932	"hxpB" // "yniC" // "b1727" // "ECK1725"	1809380	1810048
"G7331"	G7331	"hcaR" // "phdR" // "yfhT" // "b2537" // "ECK2534"	2668006	2668896
"G6729"	G6729	"ynbC" // "b1410" // "ECK1403"	1479138	1480895
"G6694"	G6694	"lomR_2" // "b1371" // "ECK1366"	1428814	1428984
"EG11942"	EG11942	"actP" // "yjcG" // "b4067" // "ECK4060"	4283253	4284902
"EG12436"	EG12436	"rseP" // "ecfE" // "yaeL" // "b0176" // "ECK0175"	196546	197898
"G6957"	G6957	"ydjF" // "b1770" // "ECK1768"	1854096	1854854
"EG10142"	EG10142	"chbA" // "celC" // "b1736" // "ECK1734"	1819455	1819805
"G6613"	G6613	"ycgI" // "b1173" // "ECK1161"	1223695	1223907
"EG11920"	EG11920	"pepE" // "b4021" // "ECK4013"	4229453	4230142
"EG12600"	EG12600	"yjjX" // "b4394" // "ECK4386"	4633233	4633745
"G6671"	G6671	"abgR" // "b1339" // "ECK1335"	1404741	1405649
"G6450"	G6450	"ybjP" // "b0865" // "ECK0856"	903952	904467
"G6599"	G6599	"stfE" // "ycfE" // "b1157" // "ECK1143"	1209119	1209655
"EG11706"	EG11706	"yidK" // "b3679" // "ECK3670"	3858401	3860116
"EG10698"	EG10698	"pepQ" // "b3847" // "ECK3839"	4031161	4032492
"G6276"	G6276	"allR" // "glxA3" // "ybbU" // "b0506" // "ECK0499"	533011	533826
"G8210"	G8210	"srlA" // "gutA" // "sbl" // "srlA-1" // "b2702" // "ECK2697"	2825832	2826395
"G6225"	G6225	"yaiU" // "b0374" // "ECK0369"	393015	394418
"EG10695"	EG10695	"pepD" // "pepH" // "b0237" // "ECK0238"	254259	255716
"EG11723"	EG11723	"yieF" // "chrR" // "b3713" // "ECK3706"	3894652	3895218
"EG12860"	EG12860	"yebK" // "hexR(P.a.)" // "b1853" // "ECK1854"	1936652	1937521
"G6103"	G6103	"yafV" // "b0219" // "ECK0220"	239419	240189
"G6316"	G6316	"ybcY" // "b0562" // "ECK0554"	582152	582736
"EG11541"	EG11541	"kup" // "trkD" // "b3747" // "ECK3741"	3931316	3933184
"G7682"	G7682	"degQ" // "hhoA" // "b3234" // "ECK3223"	3380743	3382110
"EG12247"	EG12247	"yhjC" // "b3521" // "ECK3506"	3672414	3673313
"EG12554"	EG12554	"sgcA" // "yjhL" // "b4302" // "ECK4291"	4527549	4527980
"G0-10653"	G0-10653	"azuC" // "b4663" // "ECK4478"	1987873	1987959
"EG10463"	EG10463	"degP" // "htrA" // "ptd" // "b0161" // "ECK0160"	180884	182308
"G6878"	G6878	"gstA" // "gst" // "b1635" // "ECK1631"	1714377	1714982
"EG12031"	EG12031	"yeiL" // "b2163" // "ECK2156"	2255355	2256014
"G0-10588"	G0-10588	"appX" // "yccB" // "cbdX" // "b4592" // "ECK4402"	1040445	1040537
"G6300"	G6300	"ybcK" // "b0544" // "ECK0535"	568902	570428
"EG11258"	EG11258	"focA" // "ycaE" // "b0904" // "ECK0895"	953609	954466
"EG11113"	EG11113	"yccA" // "b0970" // "ECK0961"	1030759	1031418
"EG11738"	EG11738	"rsd" // "yjaE" // "b3995" // "ECK3987"	4196332	4196808
"EG11710"	EG11710	"glvC" // "ptiC" // "b3683" // "ECK3675"	3862497	3863603
"EG12703"	EG12703	"yccJ" // "b1003" // "ECK0994"	1066864	1067091
"EG10158"	EG10158	"clpP" // "lopP" // "b0437" // "ECK0431"	456677	457300
"EG12237"	EG12237	"arsC" // "arsG" // "b3503" // "ECK3488"	3650237	3650662
"EG11435"	EG11435	"marR" // "cfxB" // "inaR" // "soxQ" // "b1530" // "ECK1523"	1619120	1619554
"EG12288"	EG12288	"yiaT" // "b3584" // "ECK3573"	3751128	3751868
"G6133"	G6133	"ykfC" // "b0258" // "ECK0260"	272847	273992
"EG10708"	EG10708	"pheP" // "b0576" // "ECK0568"	601959	603335
"EG10968"	EG10968	"sppA" // "b1766" // "ECK1764"	1848837	1850693
"EG11092"	EG11092	"crl" // "ECK0241"	257829	259006
"G7635"	G7635	"agaD" // "yraF" // "b3140" // "ECK3128"	3285478	3286269
"EG12051"	EG12051	"yejO" // "b2190" // "ECK2184"	2286390	2288900
"EG12121"	EG12121	"rssB" // "ychL" // "sprE" // "hnr" // "b1235" // "ECK1230"	1290242	1291255
"EG10108"	EG10108	"bcp" // "b2480" // "ECK2476"	2600478	2600948
"EG10957"	EG10957	"soxR" // "marC" // "b4063" // "ECK4055"	4277469	4277933
"EG11820"	EG11820	"yceI" // "b1056" // "ECK1041"	1117901	1118476
"G0-10449"	G0-10449	"rzoR" // "b4528" // "ECK1361"	1423400	1423585
"EG10132"	EG10132	"cadB" // "b4132" // "ECK4126"	4358697	4360031
"EG11782"	EG11782	"smpB" // "smqB" // "b2620" // "ECK2616"	2754896	2755378
"EG10819"	EG10819	"rbsR" // "b3753" // "ECK3747"	3938227	3939219
"EG12416"	EG12416	"gatC" // "b2092" // "ECK2085"	2172921	2174278
"EG11580"	EG11580	"ybiB" // "b0800" // "ECK0789"	835248	836210
"EG10696"	EG10696	"pepN" // "b0932" // "ECK0923"	990622	993234
"G6660"	G6660	"tpx" // "yzzJ" // "b1324" // "ECK1320"	1388305	1388811
"EG10591"	EG10591	"metR" // "b3828" // "ECK3822"	4011863	4012816
"EG11219"	EG11219	"ydcA" // "b1419" // "ECK1411"	1491677	1491850
"EG10659"	EG10659	"nmpC" // "phmA" // "b0553" // "ECK0544"	575758	576825
"G7399"	G7399	"alaE" // "ygaW" // "b2670" // "ECK2664"	2799164	2799613
"G7925"	G7925	"iadA" // "yjiF" // "b4328" // "ECK4319"	4558354	4559526
"EG10457"	EG10457	"hns" // "B1" // "H1" // "virR" // "topX" // "topS" // "pilG" // "osmZ" // "msyA" // "irk" // "hnsA" // "bglY" // "cur" // "drc" // "drdX" // "drs" // "fimG" // "b1237" // "ECK1232"	1292509	1292922
"EG10969"	EG10969	"srlE" // "sbl" // "gutA" // "gutE" // "srlA" // "srlA-2" // "b2703" // "ECK2698"	2826392	2827351
"EG10848"	EG10848	"rhsC" // "b0700" // "ECK0689"	729583	733776
"EG11549"	EG11549	"pepT" // "b1127" // "ECK1113"	1185844	1187070
"EG11384"	EG11384	"ahpC" // "tpx" // "ssi8" // "b0605" // "ECK0599"	638945	639508
"EG10320"	EG10320	"flhD" // "flbB" // "b1892" // "ECK1893"	1977847	1978197
"G7566"	G7566	"yqhG" // "yqhF" // "b3013" // "ECK3005"	3157650	3158576
"G7379"	G7379	"yfjY" // "b2644" // "ECK2640"	2776386	2776868
"G6934"	G6934	"tcyP" // "ydjN" // "b1729" // "ECK1727"	1810934	1812325
"EG10542"	EG10542	"lon" // "capR" // "deg" // "dir" // "lopA" // "muc" // "b0439" // "ECK0433"	458888	461242
"EG10143"	EG10143	"chbR" // "celD" // "b1735" // "ECK1733"	1818605	1819447
"G7264"	G7264	"murP" // "yfeV" // "b2429" // "ECK2424"	2546673	2548097
"G7483"	G7483	"ygeQ" // "b2863" // "ECK2859"	2998034	2998828
"EG11441"	EG11441	"prlC" // "opdA" // "b3498" // "ECK3483"	3643140	3645182
"G7587"	G7587	"yqiI" // "b3048" // "ECK3037"	3190632	3191696
"G7936"	G7936	"yjiR" // "b4340" // "ECK4331"	4570162	4571574
"G7439"	G7439	"ygcU" // "ygcT" // "b2772 (obsolete)" // "ygcV" // "b2773 (obsolete)" // "b4463" // "ECK2767"	2897964	2899418
"G7362"	G7362	"abpB" // "yfjK" // "b2627" // "ECK2623"	2761351	2763540
"G6517"	G6517	"rutG" // "ycdG" // "b1006" // "ECK0997"	1068511	1069839
"G6463"	G6463	"clpS" // "yljA" // "b0881" // "ECK0872"	922913	923233
"G7619"	G7619	"yhaJ" // "b3105" // "ECK3096"	3253318	3254214
"EG12322"	EG12322	"yadI" // "agaX" // "b0129" // "ECK0128"	144577	145017
"G7268"	G7268	"yfeZ" // "b2433" // "ECK2428"	2551277	2551726
"EG11004"	EG11004	"ptrB" // "tlp" // "b1845" // "ECK1846"	1926779	1928839
"G6382"	G6382	"pxpA" // "ybgL" // "b0713" // "ECK0702"	745165	745899
"G7262"	G7262	"murR" // "yfeT" // "b2427" // "ECK2422"	2544752	2545609
"G7132"	G7132	"yegV" // "b2100" // "ECK2093"	2181096	2182061
"G7229"	G7229	"yfdQ" // "b2360" // "ECK2354"	2474032	2474856
"EG12713"	EG12713	"yddG" // "b1473" // "ECK1467"	1546288	1547169
"EG12310"	EG12310	"pepB" // "yfhI" // "b2523" // "ECK2520"	2655075	2656358
"G6867"	G6867	"uidR" // "gusR" // "b1618" // "ECK1613"	1696462	1697052
"EG10615"	EG10615	"mtlA" // "mtlC" // "b3599" // "ECK3588"	3772281	3774194
"G7952"	G7952	"yjjV" // "b4378" // "ECK4370"	4613481	4614260
"EG10786"	EG10786	"ptrA" // "ptr" // "b2821" // "ECK2817"	2955996	2958884
"G6208"	G6208	"frmB" // "yaiM" // "b0355" // "ECK0352"	377535	378368
"G6639"	G6639	"pdeR" // "yciR" // "gmr" // "b1285" // "ECK1280"	1344757	1346742
"G7010"	G7010	"yebW" // "b1837" // "ECK1836"	1922121	1922312
"G7083"	G7083	"yeeT" // "b2003" // "ECK1996"	2076817	2077038
"EG12369"	EG12369	"ydjE" // "b1769" // "ECK1767"	1852621	1853979
"EG10697"	EG10697	"pepP" // "b2908" // "ECK2903"	3053515	3054840
"G6259"	G6259	"ybaQ" // "b0483" // "ECK0477"	508218	508559
"G7246"	G7246	"fryA" // "ypdD" // "b2383" // "ECK2379"	2501990	2504485
"G7802"	G7802	"yzcX" // "b3808" // "ECK3802"	3993850	3994335
"EG11652"	EG11652	"degS" // "hhoB" // "htrH" // "b3235" // "ECK3224"	3382200	3383267
"EG11870"	EG11870	"yiiM" // "b3910" // "ECK3903"	4102822	4103496
"EG12630"	EG12630	"gntR" // "b3438" // "ECK3423"	3577731	3578726
"G6930"	G6930	"yniA" // "b1725" // "ECK1723"	1807796	1808656
"G6826"	G6826	"rzpQ" // "ydfP" // "b1553" // "ECK1547"	1639030	1639527
"EG12142"	EG12142	"sdaC" // "dcrA" // "b2796" // "ECK2791"	2928229	2929518
"G7176"	G7176	"elaD" // "b2269" // "ECK2263"	2382713	2383924
"EG12242"	EG12242	"gadW" // "yhiW" // "b3515" // "ECK3499"	3663890	3664618
"EG11909"	EG11909	"frwB" // "yijK" // "b3950" // "ECK3941"	4143624	4143944
"G6771"	G6771	"yddJ" // "b1470" // "ECK1464"	1544384	1544719
"EG10212"	EG10212	"dcp" // "b1538" // "ECK1531"	1625335	1627380
"G6155"	G6155	"paoC" // "yagR" // "b0284" // "ECK0283"	298736	300934
"EG11966"	EG11966	"adiY" // "b4116" // "ECK4109"	4337168	4337929
"G6702"	G6702	"hslJ" // "ydbI" // "b1379" // "ECK1376"	1441321	1441743
"G6691"	G6691	"ynaA" // "b1368" // "ECK1365"	1426454	1427482
"EG11919"	EG11919	"yjbB" // "b4020" // "ECK4012"	4227731	4229362
"EG10546"	EG10546	"lpxB" // "pgsB" // "b0182" // "ECK0181"	203348	204496
"EG11707"	EG11707	"yidL" // "b3680" // "ECK3671"	3860283	3861176
"EG10567"	EG10567	"manX" // "gptB" // "mpt" // "ptsL" // "ptsM" // "ptsX" // "b1817" // "ECK1815"	1902048	1903019
"G6605"	G6605	"ymgA" // "b1165" // "ECK1152"	1216068	1216340
"EG10464"	EG10464	"lpxL" // "htrB" // "waaM" // "b1054" // "ECK1039"	1115662	1116582
"EG11758"	EG11758	"yjeF" // "nnr" // "b4167" // "ECK4163"	4394066	4395613
"EG11394"	EG11394	"fabR" // "yijC" // "b3963" // "ECK3955"	4161067	4161771
"G6441"	G6441	"ybjH" // "b0843" // "ECK0833"	884946	885230
"G6596"	G6596	"jayE" // "ymfP" // "b1152" // "ECK1138"	1206131	1206922
"EG11693"	EG11693	"emrD" // "yicQ" // "b3673" // "ECK3664"	3853922	3855106
"G7168"	G7168	"arnA" // "SAF" // "yfbG" // "pmrI" // "b2255" // "ECK2248"	2368039	2370021
"EG11078"	EG11078	"nhaR" // "antO" // "yaaB" // "b0020" // "ECK0021"	18715	19620
"EG12770"	EG12770	"agaC" // "yraE" // "b3139" // "ECK3127"	3284685	3285488
"G6211"	G6211	"yaiX_2" // "yaiX" // "b0359" // "ECK0356"	380844	381059
"EG12666"	EG12666	"lpxH" // "ybbF" // "b0524" // "ECK0517"	553218	553940
"EG10509"	EG10509	"katE" // "b1732" // "ECK1730"	1813867	1816128
"EG10731"	EG10731	"phoP" // "b1130" // "ECK1116"	1189776	1190447
"G6100"	G6100	"yafS" // "b0213" // "ECK0213"	234816	235538
"G6593"	G6593	"ymfN" // "oweE" // "aaaE" // "b4693" // "b1149" // "ECK1135"	1204170	1205537
"EG11469"	EG11469	"rhtB" // "yigK" // "b3824" // "ECK3818"	4008439	4009059
"EG10614"	EG10614	"lpxM" // "mlt" // "waaN" // "msbB" // "b1855" // "ECK1856"	1939222	1940193
"EG10557"	EG10557	"malI" // "b1620" // "ECK1615"	1698152	1699180
"EG11864"	EG11864	"frvA" // "yiiK" // "b3900" // "ECK3893"	4092377	4092823
"G0-10644"	G0-10644	"yobI" // "b4677" // "ECK4492"	1946115	1946180
"EG10265"	EG10265	"lpxC" // "asmB" // "envA" // "b0096" // "ECK0097"	106557	107474
"G6886"	G6886	"sodC" // "b1646" // "ECK1642"	1724134	1724655
"EG10301"	EG10301	"fhlA" // "fhl" // "b2731" // "ECK2726"	2854338	2856416
"G0-10550"	G0-10550	"yahH" // "b0322" // "ECK0320"	339793	340089
"G6313"	G6313	"ybcV" // "b0558" // "ECK0550"	579184	579594
"EG11194"	EG11194	"xanP" // "yicE" // "b3654" // "ECK3644"	3828945	3830336
"G7170"	G7170	"arnT" // "yfbI" // "pmrK" // "b2257" // "ECK2250"	2370908	2372560
"EG10123"	EG10123	"birA" // "bioR" // "dhbB" // "b3973" // "ECK3965"	4173082	4174047
"EG10165"	EG10165	"crr" // "treD" // "gsr" // "iex" // "tgs" // "b2417" // "ECK2412"	2535834	2536343
"EG12611"	EG12611	"yabQ" // "b4659" // "b0057" // "ECK0058"	59121	59279
"G7166"	G7166	"arnB" // "pmrH" // "yfbE" // "b2253" // "ECK2246"	2365910	2367067
"EG11385"	EG11385	"ahpF" // "b0606" // "ECK0600"	639753	641318
"G7912"	G7912	"yjhI" // "b4299" // "ECK4288"	4525015	4525803
"EG12270"	EG12270	"yiaC" // "b3550" // "ECK3537"	3713652	3714092
"G6152"	G6152	"intF" // "yagO" // "b0281" // "ECK0280"	295696	297096
"EG10060"	EG10060	"araJ" // "araT" // "b0396" // "ECK0390"	411297	412481
"EG10545"	EG10545	"lpxA" // "b0181" // "ECK0180"	202560	203348
"G7573"	G7573	"ygiV" // "b3023" // "ECK3014"	3168749	3169231
"EG12556"	EG12556	"sgcC" // "yjhN" // "b4304" // "ECK4293"	4528930	4530243
"EG12035"	EG12035	"yeiP" // "b2171" // "ECK2165"	2265450	2266022
"EG10316"	EG10316	"lpxD" // "omsA" // "firA" // "hlpA" // "ssc" // "b0179" // "ECK0178"	200971	201996
"G7622"	G7622	"yhaM" // "b3109 (obsolete)" // "yhaN" // "b3108 (obsolete)" // "b4470" // "ECK3099"	3255341	3256651
"G7244"	G7244	"ypdB" // "b2381" // "ECK2377"	2500383	2501117
"EG11770"	EG11770	"ybbD" // "b0500" // "ECK0494"	528640	528900
"G6130"	G6130	"insN-1" // "yi91a" // "b0255" // "ECK0257"	270242	270646
"G7254"	G7254	"mntH" // "mntA" // "yfeP" // "b2392" // "ECK2387"	2511468	2512706
"G7241"	G7241	"lpxP" // "ddg" // "b2378" // "ECK2374"	2495645	2496565
"G6814"	G6814	"ydfH" // "b1540" // "ECK1533"	1628352	1629038
"EG11791"	EG11791	"cmtB" // "tolM" // "b2934" // "ECK2929"	3078887	3079330
"EG11521"	EG11521	"ybfA" // "b0699" // "ECK0688"	729134	729340
"G7167"	G7167	"arnC" // "pmrF" // "yfbF" // "b2254" // "ECK2247"	2367071	2368039
"G6438"	G6438	"gstB" // "yliJ" // "b0838" // "ECK0828"	879854	880480
"G6602"	G6602	"bluR" // "ycgE" // "b1162" // "ECK1149"	1213328	1214059
"EG11207"	EG11207	"yjaB" // "b4012" // "ECK4004"	4213680	4214123
"EG11783"	EG11783	"intA" // "intX" // "slpA" // "b2622" // "ECK2618"	2756159	2757400
"G6893"	G6893	"ydhP" // "b1657" // "ECK1653"	1736121	1737290
"EG12180"	EG12180	"pagP" // "ybeG" // "crcA" // "b0622" // "ECK0615"	656557	657117
"G6226"	G6226	"iprA" // "yaiV" // "b0375" // "ECK0370"	394506	395129
"EG10140"	EG10140	"chbB" // "celA" // "b1738" // "ECK1736"	1821299	1821619
"EG10216"	EG10216	"dedA" // "b2317" // "ECK2311"	2434082	2434741
"G7663"	G7663	"kdsC" // "yrbJ" // "yrbI" // "b3198" // "ECK3187"	3342273	3342839
"G7312"	G7312	"yfgD" // "b2495" // "ECK2491"	2617578	2617937
"G6181"	G6181	"yahB" // "b0316" // "ECK0314"	333501	334433
"G7541"	G7541	"yghJ" // "b2974 (obsolete)" // "b2973 (obsolete)" // "sslE" // "b4466" // "ECK2968"	3114550	3119112
"G7376"	G7376	"ypjM_1" // "ypjM" // "yfjV_2" // "b2641" // "ECK2637"	2772976	2773158
"G6400"	G6400	"ybhI" // "b0770" // "ECK0759"	801887	803320
"G6637"	G6637	"lapA" // "yciS" // "b1279" // "ECK1274"	1340243	1340551
"EG12406"	EG12406	"cecR" // "ybiH" // "b0796" // "ECK0785"	829972	830643
"G7856"	G7856	"ulaA" // "yjfS" // "sgaT" // "b4193" // "ECK4189"	4419980	4421377
"G7477"	G7477	"ygeM" // "b2857" // "ECK2855"	2995314	2995745
"EG12691"	EG12691	"lapB" // "yciM" // "b1280" // "ECK1275"	1340558	1341727
"G6380"	G6380	"pxpB" // "ybgJ" // "b0711" // "ECK0700"	743593	744249
"EG11929"	EG11929	"zur" // "yjbK" // "znuR" // "b4046" // "ECK4038"	4259488	4260003
"G7407"	G7407	"yqaA" // "b2689" // "ECK2684"	2816512	2816940
"G7359"	G7359	"yfjH" // "b2623" // "ECK2619"	2757644	2758600
"EG12587"	EG12587	"lgoT" // "yjiZ" // "yjjL" // "b4356" // "ECK4346"	4593361	4594722
"EG11569"	EG11569	"lptD" // "yabG" // "ostA" // "imp" // "b0054" // "ECK0055"	54755	57109
"EG11618"	EG11618	"baeR" // "b2079" // "ECK2075"	2164276	2164998
"EG12494"	EG12494	"ulaB" // "yjfT" // "sgaB" // "b4194" // "ECK4190"	4421393	4421698
"G7240"	G7240	"yfdY" // "b2377" // "ECK2373"	2495050	2495292
"EG11361"	EG11361	"asmA" // "yegA" // "b2064" // "ECK2058"	2139759	2141612
"EG10953"	EG10953	"sodA" // "b3908" // "ECK3901"	4100810	4101430
"EG11335"	EG11335	"nadR" // "nadI" // "b4390" // "ECK4382"	4627315	4628547
"G7118"	G7118	"yegQ" // "b2081" // "ECK2077"	2165668	2167029
"G7226"	G7226	"yfdN" // "yzyA" // "b2357" // "ECK2351"	2472387	2472881
"EG12282"	EG12282	"yiaN" // "b3578" // "ECK3567"	3744804	3746081
"EG10855"	EG10855	"lptE" // "rlpB" // "b0641" // "ECK0634"	671605	672186
"EG11042"	EG11042	"tyrR" // "b1323" // "ECK1319"	1386720	1388261
"EG10970"	EG10970	"srlB" // "gutB" // "b2704" // "ECK2699"	2827362	2827733
"G7931"	G7931	"yjiL" // "b4334" // "ECK4325"	4563922	4564689
"G6156"	G6156	"paoB" // "yagS" // "b0285" // "ECK0284"	300931	301887
"EG10895"	EG10895	"rpoC" // "tabB" // "b3988" // "ECK3979"	4185350	4189573
"G6989"	G6989	"yeaX" // "b1803" // "ECK1801"	1885845	1886810
"G7080"	G7080	"flu" // "agn43" // "yzzX" // "yeeQ" // "agn" // "b2000" // "ECK1993"	2071539	2074658
"EG12134"	EG12134	"rhtA" // "ybiF" // "b0813" // "ECK0802"	849210	850097
"EG10281"	EG10281	"fadR" // "dec" // "ole" // "oleR" // "thdB" // "b1187" // "ECK1175"	1234938	1235657
"G7632"	G7632	"agaV" // "yhaY" // "b3133" // "ECK3121"	3280217	3280690
"G7752"	G7752	"yzgL" // "b3427" // "ECK3413"	3563724	3564005
"EG11847"	EG11847	"yihU" // "squU" // "b3882" // "ECK3875"	4072675	4073571
"EG10093"	EG10093	"asnC" // "b3743" // "ECK3737"	3926545	3927003
"G6902"	G6902	"ydhY" // "b1674" // "ECK1670"	1753851	1754477
"G6686"	G6686	"rzpR" // "ydaX" // "b1362" // "ECK1360"	1423345	1423644
"EG11873"	EG11873	"fieF" // "yiiP" // "b3915" // "ECK3907"	4106469	4107371
"EG10530"	EG10530	"lepB" // "lep" // "b2568" // "ECK2566"	2704335	2705309
"G7863"	G7863	"ytfA" // "b4205" // "ECK4201"	4427769	4428095
"EG12414"	EG12414	"gatA" // "b2094" // "ECK2087"	2174597	2175049
"G6766"	G6766	"yncH" // "b1455" // "ECK1449"	1526940	1527152
"EG10548"	EG10548	"lspA" // "lsp" // "b0027" // "ECK0028"	25207	25701
"EG10511"	EG10511	"katG" // "b3942" // "ECK3934"	4133835	4136015
"G7546"	G7546	"glcC" // "yghN" // "b2980" // "ECK2975"	3128272	3129036
"G6654"	G6654	"ycjT" // "b1316" // "ECK1311"	1377884	1380151
"G6590"	G6590	"ymfT" // "croE" // "b1146" // "ECK1132"	1203024	1203224
"EG11687"	EG11687	"setC" // "yicK" // "b3659" // "ECK3649"	3836953	3838137
"EG10300"	EG10300	"ffh" // "b2610" // "ECK2607"	2746434	2747795
"G7088"	G7088	"yeeY" // "b2015" // "ECK2009"	2087329	2088258
"G7249"	G7249	"fryC" // "ypdG" // "b2386" // "ECK2382"	2506647	2507894
"G6578"	G6578	"ycfZ" // "b1121" // "ECK1107"	1180479	1181267
"G7539"	G7539	"pppA" // "yghH" // "b2972" // "ECK2967"	3113543	3114352
"G6811"	G6811	"sad" // "yneI" // "b1525" // "ECK1518"	1613315	1614703
"G6789"	G6789	"ydeO" // "b1499" // "ECK1493"	1582926	1583687
"G6401"	G6401	"ybhJ" // "b0771" // "ECK0760"	803503	805764
"G6310"	G6310	"rrrD" // "lycV" // "ybcS" // "b0555" // "ECK0546"	577613	578110
"EG11439"	EG11439	"emrB" // "b2686" // "ECK2680"	2812616	2814154
"EG10346"	EG10346	"ftsY" // "b3464" // "ECK3448"	3602750	3604243
"G6420"	G6420	"mntR" // "ybiQ" // "b0817" // "ECK0807"	853183	853650
"EG11912"	EG11912	"frwD" // "yijN" // "b3953" // "ECK3944"	4147138	4147479
"G6185"	G6185	"yahF" // "b0320" // "ECK0318"	336778	338325
"EG11454"	EG11454	"rffH" // "yifG" // "b3789" // "ECK3781"	3973608	3974489
"G7758"	G7758	"yhhY" // "b3441" // "ECK3427"	3581138	3581626
"G6144"	G6144	"xynR" // "yagI" // "b0272" // "ECK0273"	288404	289162
"G372"	G372	"yaeP" // "b4406" // "ECK0189"	213925	214125
"G6149"	G6149	"yagL" // "b0278" // "ECK0277"	293220	293918
"EG11076"	EG11076	"xylE" // "b4031" // "ECK4023"	4240779	4242254
"EG11451"	EG11451	"wecB" // "yifF" // "nfrC" // "rffE" // "mnaA" // "b3786" // "ECK3778"	3970133	3971263
"EG12344"	EG12344	"pspF" // "ycjB" // "b1303" // "ECK1298"	1366935	1367912
