"Object ID"	"Compounds"	"Synonyms"	"Molecular-Weight"
"CPD-3733"	CPD-3733		303.188
"CPD-3727"	CPD-3727		305.16
"C-DI-GMP"	C-DI-GMP	"cyclic di-3',5'-GMP" // "c-di-guanylate" // "cyclic bis(3' -> 5') dimeric GMP"	688.4
"PRECURSOR-Z"	PRECURSOR-Z	"precursor Z" // "cPMP" // "precursor-Z" // "8-amino-2,12,12-trihydroxy-4a,5a,6,9,11,11a,12,12a-octahydro[1,3,2]dioxaphosphinino[4',5':5,6]pyrano[3,2-g]pteridin-10(4H)-one 2-oxide" // "8-amino-2,12,12-trihydroxy-4,4a,5a,6,9,10,11,11a,12,12a-decahydro-[1,3,2]dioxaphosphinino[4',5':5,6]pyrano[3,2-g]pteridine 2-oxide" // "cyclic pyranopterin monophosphate"	344.2
"CPD-13910"	CPD-13910	"3,4-cyclic oxalyl theronolactone"	189.101
"CPD-13914"	CPD-13914	"2,3-cyclic oxalyl theronolactone"	189.101
"CAMP"	CAMP	"cyclic 3',5'-AMP" // "3',5'-cyclic AMP" // "adenosine cyclic-3',5'-monophosphate" // "adenosine cyclic-monophosphate" // "adenosine-cyclic-phosphoric-acid" // "cAMP" // "adenosine-cyclic-phosphate" // "adenosine-3',5'-monophosphate" // "adenosine 3',5'-cyclic phosphate" // "adenosine-3',5'-cyclic monophosphate" // "cyclic-3',5'-adenosine monophosphate"	328.201
"CGMP"	CGMP	"3',5'-cyclic GMP" // "guanosine-cyclic-phosphoric-acid" // "cGMP" // "guanosine cyclic-monophosphate" // "guanosine 3',5'-cyclic-monophosphate" // "guanosine 3',5'-cyclic phosphate" // "cyclic 3',5'-guanosine monophosphate"	344.2
"CPD0-2435"	CPD0-2435		
"CPD-19461"	CPD-19461	"cyclobis-(1&rarr;3)-&alpha;-isomaltosyl"	648.568
"CPD0-1276"	CPD0-1276	"1-amino-1,3-cyclohexanedicarboxylic acid"	186.187
"CPD0-1681"	CPD0-1681		222.197
"CPD0-1349"	CPD0-1349	"1,2-cyclohexanedione" // "1,2-dioxocyclohexane"	112.128
"CPD0-2216"	CPD0-2216		715.989
"CPD0-2218"	CPD0-2218		772.096
"CPD0-2202"	CPD0-2202		745.992
"CPD0-2217"	CPD0-2217		802.1
"CPD-239"	CPD-239	"2-aminoethanethiol" // "&beta;-aminoethanethiol" // "&beta;-mercaptoethylamine" // "mercaptamine" // "thioethanolamine"	78.152
"CPD-3721"	CPD-3721	"ethanethiol, 2-amino-, S-ester with phosphorothioic acid" // "phosphocysteamine" // "2-aminoethanethiol dihydrogen phosphate (ester)" // "s-(2-aminoethyl) phosphorothioate" // "phosphorothioic acid, s-(2-aminoethyl) ester" // "ethanethiol, 2-amino-, dihydrogen phosphate (ester)"	156.116
"CYTIDINE"	CYTIDINE		243.219
"CPD-3713"	CPD-3713	"2',3'-cyclic CMP" // "cyclic cytidine 2',3'-monophosphate"	304.176
"CPD-3710"	CPD-3710	"2'-cytidylic acid" // "cytidine 2'-phosphate" // "2'-CMP"	321.183
"CPD-3711"	CPD-3711	"3'-CMP" // "cytidine 3'-phosphate" // "3'-cytidylic acid"	321.183
"CPD0-1882"	CPD0-1882	"MCD" // "MoO<sub>2</sub>(OH)Dtpp-mCDP" // "MoO<sub>2</sub>-molybdopterin cytosine dinucleotide" // "Mo-molybdopterin cytosine dinucleotide"	824.435
"CYTOSINE"	CYTOSINE	"4-amino-2-oxo-1,2-dihydropyrimidine" // C	111.103
"CPD0-1245"	CPD0-1245	"GHPPT"	196.119
"DL-5-FLUOROTRYPTOPHAN"	DL-5-FLUOROTRYPTOPHAN		222.218
"CPD0-1248"	CPD0-1248	"AMPPT"	194.147
"CPD0-1246"	CPD0-1246	"CHPPT"	220.185
"CPD-13407"	CPD-13407		89.094
"CPD0-2582"	CPD0-2582		
"D-ALANINE"	D-ALANINE		89.094
"D-ALA-D-ALA"	D-ALA-D-ALA		160.172
"CPD-10303"	CPD-10303		119.12
"D-ALLULOSE-6-PHOSPHATE"	D-ALLULOSE-6-PHOSPHATE	"D-allulose-6-P"	258.121
"D-ALTRONATE"	D-ALTRONATE	"altronate"	195.149
"CPD-355"	CPD-355	"D-arabitol" // "D-arabinol" // "D-lyxitol" // "(2R,4R)-pentane-1,2,3,4,5-pentol"	152.147
"CPD-18118"	CPD-18118	"D-arabinofuranose 5P"	228.095
"CPD-1114"	CPD-1114	"D-arabinonic acid"	165.122
"CPD-3633"	CPD-3633		132.119
"CPD-302"	CPD-302	"D-aspartic acid"	132.096
"CPD-722"	CPD-722	"biotin sulfoxide" // "1H-thieno(3,4-d)imidazole-4-pentanoic acid, hexahydro-2-oxo-, 5-oxide, (3aS,4S,5S,6aR)-" // "1H-thieno(3,4-d)imidazole-4-pentanoic acid, hexahydro-2-oxo-, 5-oxide, (3aS-(3a&alpha;,4&beta;,5&alpha;,6a&alpha;))-"	259.299
"D-CARNITINE"	D-CARNITINE	"S-(+)-3-hydroxy-4-trimethylaminobutyrate" // "<i>(S)</i>-carnitine"	161.2
"CPD-2482"	CPD-2482	"D-4-amino-3-isoxazolidinone" // "D-4-amino-3-isoxazolidone" // "orientomycin" // "Seromycin"	103.1
"CPD0-1563"	CPD0-1563	"D-allocystathionine"	222.259
"D-CYSTEINE"	D-CYSTEINE		121.154
"CPD0-1564"	CPD0-1564		240.292
"D-ERYTHRO-IMIDAZOLE-GLYCEROL-P"	D-ERYTHRO-IMIDAZOLE-GLYCEROL-P	"D-erythro-1-(imidazol-4-yl)-glycerol 3-phosphate" // "D-erythro-imidazole-glycerol-P" // "erythro-imidazole-glycerol-P" // "erythro-imidazole-glycerol-phosphate" // "imidazole glycerol phosphate" // "IGP"	236.121
"ERYTHROSE"	ERYTHROSE	"D-erythro-tetrose"	120.105
"ERYTHROSE-4P"	ERYTHROSE-4P	"erythrose-4P" // "threose 4-phosphate" // "erythrose-4-phosphate" // "erythrose-4-P" // "D-erythrose-4-P"	198.069
"CPD0-1300"	CPD0-1300	"1,5-anhydro-2-deoxy-D-lyxo-hex-1-enitol" // "arabino-hex-5-enitol, 2,6-anhydro-5-deoxy-"	146.143
"D-GALACTARATE"	D-GALACTARATE	"galactarate" // "galactaric acid" // "mucic acid" // "<i>meso</i>-galactarate" // "mucate"	208.124
"D-GALACTONATE"	D-GALACTONATE	"galactonate"	195.149
"D-GALACTONO-1-4-LACTONE"	D-GALACTONO-1-4-LACTONE	"D-galactonate-&gamma;-lactone" // "galactono-&gamma;-lactone" // "D-galactonolactone" // "D-galactono-&gamma;-lactone" // "D-galactonic acid &gamma;-lactone" // "&gamma;-D-galactonolactone" // "D-(-)-galactonic acid &gamma;-lactone" // "D-galactonic acid g-lactone"	178.141
"D-GALACTOSYLAMINE"	D-GALACTOSYLAMINE		180.18
"D-GLUCARATE"	D-GLUCARATE	"glucarate" // "D-glucaric acid" // "L-gularic acid" // "D-saccharic acid" // "D-glucosaccharic acid" // "saccharate" // "(<i>D</i>)-glucarate" // "D-saccharate"	208.124
"GLUCONATE"	GLUCONATE	"D-gluconic acid" // "dextronic acid" // "maltonic acid"	195.149
"CPD-2961"	CPD-2961	"6-p gluconate" // "6-phospho gluconate" // "6-phosphogluconic acid" // "6-phospho D-gluconate"	273.113
"GLC-D-LACTONE"	GLC-D-LACTONE	"3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydropyran-2-one" // "gluconolactone" // "glucono-1,5-lactone" // "1,5-gluconolactone" // "D-gluconolactone" // "glucono-&delta;-lactone" // "&delta;-gluconolactone" // "D-glucono-&delta;-lactone" // "gluconic lactone" // "gluconic acid lactone"	178.141
"GLUCOSAMINE-1P"	GLUCOSAMINE-1P	"glucosamine-1P" // "&alpha;-D-glucosamine 1P" // "&alpha;-D-glucosamine 1-phosphate"	258.144
"D-GLT"	D-GLT	"D-glutamic acid" // "D-glu"	146.122
"GLUTAMIDE"	GLUTAMIDE	"glutamide"	146.146
"GLYCERALD"	GLYCERALD	"glyceraldehyde" // "&alpha;,&beta;-dihydroxypropionaldehyde" // "D-(+)-glyceraldehyde" // "D-2,3-dihydroxypropanal" // "D-2,3-dihydroxypropionaldehyde" // "D-aldotriose" // "D-glycerose"	90.079
"GAP"	GAP	"3-phosphoglyceraldehyde" // "D-glyceraldehyde-3-P" // "glyceraldehyde 3-phosphate" // GAP // "glyceraldehyde-phosphate" // "glyceraldehyde-P" // "glyceraldehyde-3-P" // "(2<i>R</i>)-2-hydroxy-3-(phosphooxy)-propanal" // "triose phosphate"	168.043
"GLYCERATE"	GLYCERATE	"(R)-glycerate" // "glycerate" // "D-glyceric acid"	105.07
"D-BETA-D-HEPTOSE-17-DIPHOSPHATE"	D-BETA-D-HEPTOSE-17-DIPHOSPHATE	"D-&beta;-D-heptose-1,7-bisphosphate" // "D-<i>glycero</i>-&beta;-D-<i>manno</i>-heptose 1,7-PP"	366.112
"D-BETA-D-HEPTOSE-1-P"	D-BETA-D-HEPTOSE-1-P	"D-&beta;-D-heptose-1-phosphate"	288.147
"CPD-12151"	CPD-12151		155.156
"CPD-12255"	CPD-12255		119.12
"CPD0-1092"	CPD0-1092	"D-idaric acid"	208.124
"CPD-12150"	CPD-12150		131.174
"CPD-219"	CPD-219	"D-2,6-diaminohexanoic acid"	147.197
"CPD-8902"	CPD-8902	"D-lyxonic acid"	165.122
"MANNITOL"	MANNITOL	"D-mitobronitol" // "(2R,3R,4R,5R)-hexane-1,2,3,4,5,6-hexol"	182.173
"MANNITOL-1P"	MANNITOL-1P	"mannitol-1-P"	260.137
"D-MANNONATE"	D-MANNONATE	"mannonate"	195.149
"CPD-218"	CPD-218	"D-2-amino-4-(methylthio)butyric acid"	149.207
"MI-PENTAKISPHOSPHATE"	MI-PENTAKISPHOSPHATE	"1-<i>myo</i>-inositol (1,2,3,4,5)-penta<i>kis</i>phosphate" // "inositol (1,2,3,4,5)-penta<i>kis</i>phosphate" // "<i>myo</i>-inositol (1,2,3,4,5)-penta<i>kis</i>phosphate" // "1L-<i>myo</i>-inositol (1,2,3,4,5)-penta<i>kis</i>phosphate" // "1D-<i>myo</i>-inositol (1,2,3,4,5)-penta<i>kis</i>phosphate" // "I(1,2,3,4,5)P<sub>5</sub>" // "Ins(1,2,3,4,5)P<sub>5</sub>"	569.977
"CPD-534"	CPD-534	"1D-<i>myo</i>-inositol 1,2,4,5,6-penta<i>kis</i>phosphate" // "<i>myo</i>-inositol 1,2,4,5,6-penta<i>kis</i>phosphate" // "inositol 1,2,4,5,6-penta<i>kis</i>phosphate" // "Ins(1,2,4,5,6)P<sub>5</sub>"	569.977
"CPD-18901"	CPD-18901	"1D-<i>myo</i>-inositol (2,3,4,5) tetra<i>kis</i>phosphate" // "<i>myo</i>-inositol (2,3,4,5) tetrakisphosphate" // "Ins(2,3,4,5)P<sub>4</sub>" // "I(2,3,4,5)P<sub>4</sub>"	492.013
"CPD-18902"	CPD-18902	"1D-<i>myo</i>-inositol (2,4,5) trisphosphate" // "Ins(2,4,5)P<sub>3</sub>" // "I(2,4,5)P<sub>3</sub>"	414.049
"CPD-18903"	CPD-18903	"Ins(2,5)P<sub>2</sub>" // "I(2,5)P<sub>2</sub>" // "1D-<i>myo</i>-inositol (2,5) bisphosphate" // "inositol (2,5) bisphosphate"	336.085
"CPD-1107"	CPD-1107	"Ins(1,3,4,5,6)P<sub>5</sub>" // "1D-<i>myo</i>-inositol 1,3,4,5,6-penta<i>kis</i>phosphate" // "inositol 1,3,4,5,6-penta<i>kis</i>phosphate" // "I(1,3,4,5,6)P<sub>5</sub>"	569.977
"CPD-7702"	CPD-7702	"(-)-penicillamine" // "(S)-3,3-dimethylcysteine" // "3-mercapto-D-valine" // "D-(-)-penicillamine" // "D-&beta;,&beta;-dimethylcysteine"	149.207
"CPD-216"	CPD-216	"D-&alpha;-amino-&beta;-phenylpropionic acid"	165.191
"RIBITOL"	RIBITOL	"<i>meso</i>-ribitol" // "adonitol" // "(2R,3s,4S)-pentane-1,2,3,4,5-pentol" // "ribitol"	152.147
"CPD-13413"	CPD-13413	"ribonolactone" // "D-ribopentono-1,4-lactone" // "ribono-&gamma;-lactone" // "D-(+)-ribono-1,4-lactone"	148.115
"D-RIBULOSE"	D-RIBULOSE	"D-erythro-pentulose" // "D-erythropentulose" // "erythropentulose"	150.131
"D-RIBULOSE-1-P"	D-RIBULOSE-1-P	"D-ribulose-1-P"	228.095
"RIBULOSE-5P"	RIBULOSE-5P	"ribulose-5P" // "D-ribulose-5-P" // "ribulose-5-P"	228.095
"D-SEDOHEPTULOSE-1-7-P2"	D-SEDOHEPTULOSE-1-7-P2	"sedoheptulose 1,7-bisphosphate" // "D-sedoheptulose-1,7-diphosphate" // "D-sedoheptulose-1,7-P<SUB>2</SUB>" // "SBP"	366.112
"D-SERINE"	D-SERINE		105.093
"SORBITOL"	SORBITOL	"L-gulitol" // "D-glucitol" // "meglumine" // "iso-sorbide" // "(2S,3R,4R,5R)-hexane-1,2,3,4,5,6-hexol"	182.173
"D-SORBITOL-6-P"	D-SORBITOL-6-P	"D-glucitol 6-phosphate"	260.137
"TAGATOSE-1-6-DIPHOSPHATE"	TAGATOSE-1-6-DIPHOSPHATE	"D-tagatofuranose 1,6-diphosphate"	336.085
"TAGATOSE-6-PHOSPHATE"	TAGATOSE-6-PHOSPHATE		258.121
"D-TAGATURONATE"	D-TAGATURONATE	"tagaturonate" // "D-arabino-hex-5-ulosonate"	193.133
"D-TARTRATE"	D-TARTRATE	"(-)-tartrate" // "(-)-tartaric acid" // "D-tartarate" // "(S,S)-tartrate" // "D-tartaric acid" // "(2S,3S)-tartaric acid" // "(2S,3S)-tartrate" // "(S,S)-tartaric acid"	148.072
"THREO-DS-ISO-CITRATE"	THREO-DS-ISO-CITRATE	"D-<i>threo</i>-isocitrate" // "(1<i>R</i>, 2<i>S</i>)-1-hydroxypropane-1,2,3-tricarboxylate" // "D-<i>threo</i>-isocitric acid" // "isocitric acid" // "isocitrate" // "threo-D<SUB>s</SUB>-isocitrate" // "I-CIT" // "D-isocitrate"	189.101
"D-THREONINE"	D-THREONINE	"D-thr" // "2-amino-3-hydroxybutyric acid" // "(2<i>R</i>,3<i>S</i>)-2-amino-3-hydroxybutanoic acid" // "(2<i>R</i>,3<i>S</i>)-2-amino-3-hydroxybutanoate"	119.12
"D-TRYPTOPHAN"	D-TRYPTOPHAN		204.228
"D-TYROSINE"	D-TYROSINE	"2-amino-3-(4-hydroxyphenyl)-propanoic acid"	181.191
"CPD-3642"	CPD-3642	"2-amino-3-methylbutanoic acid(D)" // "D-2-amino-3-methylbutyric acid" // "D-2-amino-3-methylbutanoic acid" // "(R)-valine"	117.147
"D-XYLONATE"	D-XYLONATE		165.122
"D-XYLULOSE"	D-XYLULOSE	"xylulose" // "D-threo-pentulose"	150.131
"XYLULOSE-5-PHOSPHATE"	XYLULOSE-5-PHOSPHATE	"xylulose 5-phosphate" // "xylulose-phosphate" // "D-xylulose-5-P" // "xylulose-P"	228.095
"DADP"	DADP	"2'-deoxyadenosine-5'-diphosphate" // "deoxyadenosine-diphosphate"	408.18
"CPD0-1374"	CPD0-1374		
"DAMP"	DAMP	"2'-deoxyadenosine 5'-phosphate" // "deoxyadenosine-phosphate" // "2'-deoxyadenosine 5''-monophosphate" // "2'-dAMP"	329.208
"CPD-19319"	CPD-19319	"Cubicin"	1617.664
"DATP"	DATP	"2'-deoxyATP" // "2'-deoxyadenosine triphosphate" // "deoxy-ATP" // "deoxyadenosine-triphosphate" // "2'-deoxyadenosine-5'-triphosphate"	487.152
"CPD-13962"	CPD-13962	"daunomycin" // "rubidomycin"	528.535
"CPD0-2607"	CPD0-2607	"N(4)-alkylated 3,4-dichlorobenzyloxybenzyl derivative of glycopeptide putrescinyl vancomycin"	
"DCDP"	DCDP	"2'-deoxycytidine diphosphate" // "2'-deoxycytidine-5'-diphosphate" // "deoxycytidine-diphosphate"	384.155
"DCMP"	DCMP	"2'-deoxycytidine 5'-monophosphate" // "deoxycytidylate" // "deoxycytidylic acid" // "deoxycytidine monophosphate" // "2'-deoxycytidine 5'-phosphate" // "deoxycytidine-phosphate"	305.183
"DCTP"	DCTP	"2'-deoxycytidine-5'-triphosphate" // "deoxycytidine-triphosphate" // "deoxy-CTP"	463.127
"CPD0-1331"	CPD0-1331		877.599
"CPD0-1333"	CPD0-1333		
"CPD-8490"	CPD-8490	"n-decanal" // "1-decanal" // "n-decyl aldehyde" // "capraldehyde" // "Capric aldehyde"	156.267
"CPD-3617"	CPD-3617	"caprate" // "decanoic acid" // "n-decanoate" // "n-capric acid" // "caprinic acid" // "caprinate"	171.259
"CPD-10267"	CPD-10267		917.754
"CPD0-1466"	CPD0-1466		
"DECOYININE"	DECOYININE		279.255
"CPD-13907"	CPD-13907	"dehydroascorbate monohydrate"	192.125
"CPD0-1700"	CPD0-1700	"4,5-<i>trans</i>-dehydrolysine"	144.173
"CPD-12115"	CPD-12115	"2-demethylmenaquinol-8" // "DMKH2-8"	705.118
"DEOXYCHOLATE"	DEOXYCHOLATE	"deoxycholic acid" // "3&alpha;,12&alpha;-dihydroxy-5&beta;-cholanate"	391.57
"CPD-20133"	CPD-20133	"DNM"	282.298
"CPD-20894"	CPD-20894	"DEQ"	456.673
"CPD-3764"	CPD-3764	"deferoxamine" // "deferrioxamine B"	561.697
"CPD0-1889"	CPD0-1889		660.364
"DETHIOBIOTIN"	DETHIOBIOTIN	"desthiobiotin" // "DTB"	213.256
"DGDP"	DGDP	"2'-deoxyguanosine-5'-diphosphate" // "deoxyguanosine-diphosphate"	424.18
"DGMP"	DGMP	"2'-dG-5'-MP" // "2'-deoxyguanosine 5'-monophosphate" // "guanine riboside" // "vernine" // "2'-deoxyguanosine 5'-phosphate" // "deoxyguanosine-phosphate"	345.208
"DGTP"	DGTP	"2'-deoxyguanosine-5'-triphosphate" // "deoxy-GTP" // "deoxyguanosine-triphosphate"	503.152
"CPD0-2250"	CPD0-2250	"2'-deoxy-N-6-hydroxylaminopurine triphosphate" // "Inosine 5'-(tetrahydrogen triphosphate), 2'-deoxy-, 6-oxime" // "6-N-Hydroxylaminopurine deoxynucleoside triphosphate" // "[(2R,3S,5R)-3-hydroxy-5-[6-(hydroxyamino)purin-9-yl]oxolan-2-yl]methyl" // "[hydroxy(phosphooxy)phosphoryl] hydrogen phosphate"	503.152
"CPD-9457"	CPD-9457	"2,6-<i>cis</i>, 10,14-<i>trans</i>-pentaprenyl diphosphate"	515.542
"UNDECAPRENYL-DIPHOSPHATE"	UNDECAPRENYL-DIPHOSPHATE	"di-<i>trans</i>-poly-<i>cis</i>-undecaprenyl diphosphate" // "undecaprenyl-PP (ambiguous)" // "bactoprenyl pyrophosphate" // "undecaprenyl pyrophosphate (ambiguous)" // "UPP (ambiguous)" // "di-<i>trans</i>,octa-<i>cis</i>-undecaprenyl diphosphate" // "C<sub>55</sub>-PP" // "Und-PP"	924.251
"TRANS-CIS-UNDECAPRENYL-GROUP"	TRANS-CIS-UNDECAPRENYL-GROUP	"di-<i>trans</i>, poly-<i>cis</i>-undecaprenyl" // "di-<i>trans</i>, poly-<i>cis</i>-undecaprenyl group" // "<i>ditrans,octacis</i>-undecaprenyl group"	751.316
"CPD-9646"	CPD-9646	"<i>ditrans,polycis</i>-undecaprenyl phosphate" // "<i>ditrans,octacis</i>-undecaprenyl phosphate" // "C<sub>55</sub>-P"	845.279
"CPD-9452"	CPD-9452	"di-trans-poly-cis-decaprenyl diphosphate" // "decaprenyl-PP" // "decaprenyl pyrophosphate" // "decaprenyl diphosphate"	856.133
"CPD-9455"	CPD-9455	"heptaprenyl-PP" // "heptaprenyl pyrophosphate" // "heptaprenyl diphosphate"	651.779
"CPD-9456"	CPD-9456	"hexaprenyl-PP" // "hexaprenyl pyrophosphate" // "hexaprenyl diphosphate"	583.66
"CPD-9453"	CPD-9453	"nonaprenyl-PP" // "nonaprenyl pyrophosphate" // "nonaprenyl diphosphate"	788.015
"CPD-9454"	CPD-9454	"octaprenyl-PP" // "octaprenyl pyrophosphate" // "octaprenyl diphosphate"	719.897
"DIACETYL"	DIACETYL	"2,3-butanedione" // "biacetyl" // "dimethylglyoxal" // "2,3-diketobutane" // "2,3-dioxobutane" // "butadione" // "dimethyl diketone" // "butanedione"	86.09
"CPD0-1057"	CPD0-1057		218.313
"CPD0-2503"	CPD0-2503	"(NH<sub>4</sub>)<sub>2</sub>HPO<sub>4</sub>"	132.055
"CPD0-1477"	CPD0-1477		244.293
"CPD-19571"	CPD-19571	"iodonium diphenyl chloride" // "(1,1'-biphenyl)-2,2'-diyliodonium" // "2,2'-biphenylyleneiodonium" // "diphenyleneiodonium"	279.1
"CPD0-1355"	CPD0-1355	"cadmium dichloride"	183.306
"CPD-9226"	CPD-9226	"dicloxacycline" // "dicloxacilin" // "maclicine"	469.318
"DICOUMAROL"	DICOUMAROL	"dicoumarin" // "melitoxin" // "bis-hydroxycoumarin" // "dicumarol"	336.3
"CPD0-1376"	CPD0-1376		182.328
"CPD-10322"	CPD-10322	"DCCD" // "carbodicyclohexylimide" // "N,N'-dicyclohexylcarbodiimide" // "1,3-dicyclohexylcarbodiimide" // "carbodiimide, dicyclohexyl-"	206.33
"CPD0-2231"	CPD0-2231	"deoxyinosine diphosphate"	409.165
"DIETHYLDITHIOCARBAMATE"	DIETHYLDITHIOCARBAMATE	"diethyldithiocarbamic acid" // "Ditiocarb" // "diethylcarbamodithioic acid" // "diethyldithione" // "Imuthiol" // "diethyl dithiocarbamate" // "DIECA"	148.261
"DIETHYLPYROCARBONATE"	DIETHYLPYROCARBONATE	"DEPC"	162.142d0
"CPD-19318"	CPD-19318	"di-iron dicitrate" // "[Fe<sub>2</sub>(Cit<sub>2</sub>)]<sup>2-</sup>"	
"CPD0-1629"	CPD0-1629	"digitin"	1229.325
"CPD0-2096"	CPD0-2096		
"CPD0-1252"	CPD0-1252	"dihydro-10-thiopteroic acid"	330.34
"CPD0-1337"	CPD0-1337	"dihydro-UDP-N-acetylmuramic acid" // "dihydro-UDP-MurNAc"	678.413
"DIHYDROCOUMARIN"	DIHYDROCOUMARIN	"meliotine" // "2-chromanone" // "melilotin" // "melilotol" // "melilotic lactone" // "hydrocinnamic acid, o-hydroxy-,lactone" // "hydrocoumarin" // "2H-1-benzopyran-2-one, 3,4-dihydro-" // "3,4-dihydrocoumarin" // "1,2-benzodihydropyrone"	148.161
"CPD-13314"	CPD-13314		370.401
"CPD0-1251"	CPD0-1251	"dihydrohomopteroic acid" // "7,8-dihydrohomopteroic acid"	327.322
"CPD0-1253"	CPD0-1253	"dihydroisopteroic acid"	313.295
"DIHYDROLIPOAMIDE"	DIHYDROLIPOAMIDE		207.348
"CPD-296"	CPD-296	"Dihydrolipoic acid" // "Dihydrothioctic acid" // "DHLP"	207.325
"CPD0-2359"	CPD0-2359		158.093
"DIHYDROXYACETONE"	DIHYDROXYACETONE	"glycerone" // "1,3-dihydroxyacetone" // "dihydroxy-acetone"	90.079
"CPD0-1438"	CPD0-1438	"PNPNP"	255.985
"DIISOPROPYL-FLUOROPHOSPHATE"	DIISOPROPYL-FLUOROPHOSPHATE		184.147
"DIISOPROPYL-PHOSPHATE"	DIISOPROPYL-PHOSPHATE	"2-(hydroxy-isopropoxy-phosphinoyl)oxypropane"	181.148
"CPD-6366"	CPD-6366	"2,4-dihydroxy-7-methoxy-2<i>H</i>-1,4-benzoxazin-3(4<i>H</i>)-one"	210.166
"CPD-6562"	CPD-6562	"(2<i>R</i>)-4-hydroxy-7-methoxy-3-oxo-3,4-dihydro-2<i>H</i>-1,4-benzoxazin-2-yl &beta;-D-glucopyranoside" // "DIMBOA-Glc"	373.316
"CPD-7670"	CPD-7670	"reduced dimethyl sulfoxide" // "dimethyl sulphide" // "dimethylsulphide" // "DMS" // "dimethylsulfide"	62.129
"DMSO"	DMSO	DMSO // "sulfinylbismethane"	78.129
"CPD-4211"	CPD-4211	"dimethylallyl-diphosphate" // "prenyl-diphosphate" // "&delta;-prenyl diphosphate" // "&delta;2-isopentenyl-diphosphate" // "2-isopentenyl diphosphate" // "prenyl diphosphate" // "DPP" // "di-CH3-allyl-PPi" // "dimethylallyl-PP" // "dimethylallyl-PPi" // "DMPP" // "dimethylallyl pyrophosphate"	243.069
"CPD-14332"	CPD-14332		164.097
"CPD0-2630"	CPD0-2630		551.057
"DIMETHYLSUBERIMIDATE"	DIMETHYLSUBERIMIDATE		200.28
"DIMETHYLSULFONIOACETATE"	DIMETHYLSULFONIOACETATE	"carboxymethyl-dimethyl-sulfonium"	120.166
"SS-DIMETHYL-BETA-PROPIOTHETIN"	SS-DIMETHYL-BETA-PROPIOTHETIN	"S,S-dimethyl-&beta;-propiothetin" // "DMPT" // "dimethylpropiothetin" // "S-dimethylsulfonium propionic acid" // "dimethylsulfoniopropionate"	134.193
"DIMP"	DIMP	"2'-deoxy-IMP" // "2'-deoxy-5'-inosinic acid" // "2'-Deoxyinosine 5'-monophosphate" // "2'-Deoxyinosine 5'-phosphate" // "9-(2-deoxy-5-O-phosphono-&beta;-D-erythro-pentofuranosyl)-9H-purin-6-ol" // "Deoxyinosine monophosphate" // "Hypoxanthine deoxyriboside"	330.193
"CPD0-2355"	CPD0-2355		242.467
"CPD0-1682"	CPD0-1682		88.106
"CPD0-1422"	CPD0-1422	"PA(16:0/16:0)" // "1,2-dihexadecanoyl-sn-glycero 3-phosphate" // "1,2-dipalmitoyl-3-sn-phosphatidic acid" // "dipalmitoyl phosphatidic acid"	646.883
"PPI"	PPI	"PPi" // "PP" // "pyrophosphate"	174.951
"CPD-4841"	CPD-4841	"DPAC" // "pyridine-dicarboxylate" // "pyridine-2,6-dicarboxylate" // "2,6-pyridine dicarboxylate" // "dipicolinic acid" // "DPA"	165.105
"CPD0-2433"	CPD0-2433	"K<sub>2</sub>HPO<sub>4</sub>"	174.17499
"DIPYRROMETHANE"	DIPYRROMETHANE	"3-{2-[4-(2-carboxy-ethyl)-3-carboxymethyl-5H-pyrrol-2-ylmethyl]-4-carboxymethyl-5-methyl-2H-pyrrol-3-yl}-propionate" // "dipyrromethane cofactor"	416.387
"CPD0-2412"	CPD0-2412		141.959
"CPD0-2389"	CPD0-2389	"sodium phosphate dibasic heptahydrate"	269.072
"S2O4"	S2O4	"S<SUB>2</SUB>O<SUB>4</SUB><sup>2-</sup>" // "hydrosulfite"	128.118
"CPD-3735"	CPD-3735		128.1
"DITP"	DITP	"deoxyinosine triphosphate"	488.137
"D-aspartate-peptidoglycan"	D-aspartate-peptidoglycan	"[&beta;-GlcNAc-(1-4)-Mur2Ac(oyl-L-Ala-&gamma;-D-Glu-6-N-(&beta;-D-Asp)-L-Lys-D-Ala-D-Ala)]n"	1987.309
"C6"	C6	"a peptidoglycan with (L-alanyl-&gamma;-D-glutamyl-<I>meso</I>-2,6-diaminopimeloyl-D-alanyl-D-alanine) pentapeptide" // "diphosphoundecaprenyl-[GlcNAc-MurNAc-pentapeptide]<sub>n</sub>" // "lipid intermediate II" // "undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-ala-&gamma;-D-glu-meso-2,6-diaminopimeloyl-D-ala-D-ala" // "lipid II"	1916.23
"CPD0-1258"	CPD0-1258		92.141
"CPD0-1260"	CPD0-1260		76.118
"CPD0-1940"	CPD0-1940	"2-amino-4-(methylsulfonyl)butanoic acid" // "(S)-amino-4-(methylsulphonyl)butyric acid" // "DL-2-amino-4-(methylsulfonyl)butanoic acid" // "(2S)-2-amino-4-methylsulfonylbutanoic acid" // "butanoic acid, 2-amino-4-(methylsulfonyl)-"	181.206
"CPD0-1901"	CPD0-1901		183.182
"CPD0-1900"	CPD0-1900	"p-Fluorophenylalanine"	183.182
