# Generated by runscripts/reconstruction/metabolism_kinetics/convert_to_flat.py on Tue Feb  4 16:51:54 2020
reactionID	enzymeID	substrateIDs	Temp	rateEquationType	direction	kcat (1/units.s)	kM (units.umol/units.L)	kI (units.umol/units.L)	customRateEquation	customParameters	customParameterConstants	customParameterConstantValues	customParameterVariables	Pubmed ID
"DALADALALIG-RXN"	"DALADALALIGB-CPLX"	["D-ALANINE","ATP"]		"custom"		[4.92]	[]	[]	"kcat*E*(S_1/(S_1+k_M_1))*(S_1/(S_1+k_M_2))*(S_2/(S_2+k_M_3))*(1/(1+S_3/k_i))"	["kcat","k_M_1","k_M_2","k_M_3","k_i","E","S_1","S_2","S_3"]	["kcat","k_M_1","k_M_2","k_M_3","k_i"]	[4.92,3.3,1200,40,70]	{"E":"DALADALALIGB-CPLX","S_1":"D-ALANINE","S_2":"ATP","S_3":"D-ALA-D-ALA"}	"1998664"
"DALADALALIG-RXN"	"DALADALALIGB-CPLX"	["D-ALANINE","D-ALANINE"]	37	"custom"		[14.7]	[3,2000]	[]	"kcat*E*(S^2/(k1*k2+k2*S+S^2)"	["kcat","k1","k2","S","E"]	["kcat","k1","k2"]	[14.7,3,2000]	{"E":"DALADALALIGB-CPLX","S":"D-ALANINE"}	"8756703"
"DAPASYN-RXN"	"DAPASYN-CPLX"	["S-ADENOSYLMETHIONINE","8-AMINO-7-OXONONANOATE"]	37	"standard"		[0.283]	[200,1.2]	[]						"374976"
"DAPASYN-RXN"	"DAPASYN-CPLX"	["8-AMINO-7-OXONONANOATE","S-ADENOSYLMETHIONINE"]	37	"standard"		[0.283]	[1.2,200]	[]						"1092682"
"DAPASYN-RXN"	"DAPASYN-CPLX"	["S-ADENOSYLMETHIONINE","8-AMINO-7-OXONONANOATE"]	25	"custom"	"forward"	[0.013]	[150]	[25]	"kcat*E*s/(km*(1+i/ki)+s)"	["kcat","km","ki","E","s","i"]	["kcat","km","ki"]	[0.013,150,25]	{"E":"DAPASYN-CPLX","s":"S-ADENOSYLMETHIONINE","i":"8-AMINO-7-OXONONANOATE"}	"12379100"
"DAPASYN-RXN"	"DAPASYN-CPLX"	["S-ADENOSYLMETHIONINE","8-AMINO-7-OXONONANOATE"]		"standard"		[0.08]	[]	[]						"16042602"
"DARAB5PISOM-RXN"	"CPLX0-1262"	["RIBULOSE-5P"]	37	"standard"		[255]	[350]	[]						"12805358"
"DARAB5PISOM-RXN"	"CPLX0-1262"	["ARABINOSE-5P"]	37	"standard"		[157]	[610]	[]						"12805358"
"DARAB5PISOM-RXN"	"CPLX0-3929"	["ARABINOSE-5P"]	37	"standard"		[218]	[1200]	[]						"16199563"
"DARAB5PISOM-RXN"	"CPLX0-3929"	["RIBULOSE-5P"]	37	"standard"		[242]	[640]	[]						"16199563"
"DARAB5PISOM-RXN"	"CPLX0-1262"	["ARABINOSE-5P"]	37	"standard"		[157]	[610]	[]						"16199563"
"DARAB5PISOM-RXN"	"CPLX0-1262"	["RIBULOSE-5P"]	37	"standard"		[255]	[350]	[]						"16199563"
"DARAB5PISOM-RXN"	"CPLX0-3929"	["ARABINOSE-5P"]	37	"standard"		[218]	[1200]	[]						"21498648"
"DARAB5PISOM-RXN"	"CPLX0-3929"	["RIBULOSE-5P"]	37	"standard"		[242]	[640]	[]						"21498648"
"DARAB5PISOM-RXN"	"CPLX0-1262"	["ARABINOSE-5P"]	37	"standard"		[157]	[610]	[]						"21498648"
"DARAB5PISOM-RXN"	"CPLX0-1262"	["RIBULOSE-5P"]	37	"standard"		[255]	[350]	[]						"21498648"
"DCTP-DEAM-RXN"	"DCTP-DEAM-CPLX"	["DCTP"]	37	"custom"		[1.24]	[]	[]	"kcat*E*S^n/(S05^n+S^n)"	["kcat","S05","n","E","S"]	["kcat","S05","n"]	[1.24,66,1.5]	{"E":"DCTP-DEAM-CPLX","S":"DCTP"}	"17996716"
"DCYSDESULF-RXN"	"DCYSDESULF-CPLX"	["3-CHLORO-D-ALANINE"]	37	"standard"		[281]	[900]	[]						"11527960"
"DCYSDESULF-RXN"	"DCYSDESULF-CPLX"	["D-CYSTEINE"]	37	"standard"		[72]	[300]	[]						"11527960"
"DEOXYRIBOSE-P-ALD-RXN"	"DEOXYRIBOSE-P-ALD-MONOMER"	["DEOXY-RIBOSE-5P"]	25	"standard"		[68]	[640]	[]						"12467706"
"DEOXYRIBOSE-P-ALD-RXN"	"DEOXYRIBOSE-P-ALD-MONOMER"	["DEOXY-RIBOSE-5P"]	25	"standard"		[521.1]	[1930]	[]						"Barbas, C.F.; Wang, Y.F.; Wong, C.H. Deoxyribose-5-phosphate aldolase as a synthetic catalyst J. Am. Chem. Soc. 112 2013-2014 1990"
"DGTPTRIPHYDRO-RXN"	"DGTPTRIPHYDRO-CPLX"	["DGTP"]	37	"standard"		[4000]	[10]	[]						"2826481"
"DHBAMPLIG-RXN"	"ENTE-CPLX"	["2-3-DIHYDROXYBENZOATE"]	37	"standard"		[5.5]	[2.7]	[]						"2531000"
"DHBAMPLIG-RXN"	"ENTE-CPLX"	["ATP"]	37	"standard"		[5.83]	[1120]	[]						"2531000"
"DHBAMPLIG-RXN"	"ENTE-CPLX"	["CPD-110"]	37	"standard"		[2.5]	[91]	[]						"2531000"
"DHBAMPLIG-RXN"	"ENTE-CPLX"	["CPD-8815"]	37	"standard"		[3.23]	[242]	[]						"2531000"
"DHBAMPLIG-RXN"	"ENTE-CPLX"	["CPD-633"]	37	"standard"		[3.15]	[552]	[]						"2531000"
"DHBAMPLIG-RXN"	"ENTE-CPLX"	["CPD0-2059"]	37	"standard"		[0.45]	[93]	[]						"2531000"
"DHBDEHYD-RXN"	"ENTA-CPLX"	["DIHYDRO-DIOH-BENZOATE"]	37	"standard"		[92.5]	[300]	[]						"2144454"
"DHBDEHYD-RXN"	"ENTA-CPLX"	["2-3-DIHYDROXYBENZOATE"]	37	"standard"		[25.3]	[]	[]						"2521622"
"DIAMINOPIMEPIM-RXN"	"CPLX0-7997"	["LL-DIAMINOPIMELATE"]	25	"standard"		[132]	[238]	[]						"2689171"
"DIAMINOPIMEPIM-RXN"	"CPLX0-7997"	["LL-DIAMINOPIMELATE"]	25	"standard"		[84]	[160]	[]						"6378903"
"DIAMINOPIMEPIM-RXN"	"CPLX0-7997"	["MESO-DIAMINOPIMELATE"]	25	"standard"		[67]	[360]	[]						"6378903"
"DIAMINOPIMEPIM-RXN"	"CPLX0-7997"	["MESO-DIAMINOPIMELATE"]		"standard"		[67]	[360]	[]						"9559056"
"DIAMINOPIMEPIM-RXN"	"CPLX0-7997"	["LL-DIAMINOPIMELATE"]		"standard"		[84]	[160]	[]						"9559056"
"DIENOYLCOAREDUCT-RXN"	"DIENOYLCOAREDUCT-MONOMER"	["CPD0-2557","NADPH"]		"standard"		[16]	[2.3,50]	[]						"9346310"
"DIENOYLCOAREDUCT-RXN"	"DIENOYLCOAREDUCT-MONOMER"	["NADPH"]		"standard"		[9.5]	[0.8]	[]						"18171025"
"DIHYDRODIPICSYN-RXN"	"DIHYDRODIPICSYN-CPLX"	["L-ASPARTATE-SEMIALDEHYDE"]		"standard"		[223]	[]	[]						"4910051"
"DIHYDRODIPICSYN-RXN"	"DIHYDRODIPICSYN-CPLX"	["PYRUVATE","L-ASPARTATE-SEMIALDEHYDE"]	25	"standard"		[8.5]	[230,75]	[]						"12711733"
"DIHYDRODIPICSYN-RXN"	"DIHYDRODIPICSYN-CPLX"	["PYRUVATE","L-ASPARTATE-SEMIALDEHYDE"]	30	"standard"		[124]	[260,110]	[]						"15066435"
"DIHYDRODIPICSYN-RXN"	"DIHYDRODIPICSYN-CPLX"	["PYRUVATE", "L-ASPARTATE-SEMIALDEHYDE"]	30	"custom"	"forward"	[124]	[260,110]	[]	"kcat*E*s1*s2/(ka*s2+kb*s1+s1*s2)"	["kcat","ka","kb","E","s1","s2"]	["kcat","ka","kb"]	[124,260,110]	{"E":"DIHYDRODIPICSYN-CPLX","s1":"PYRUVATE","s2":"L-ASPARTATE-SEMIALDEHYDE"}	"15066435"
"DIHYDRODIPICSYN-RXN"	"DIHYDRODIPICSYN-CPLX"	["PYRUVATE","L-ASPARTATE-SEMIALDEHYDE"]	30	"standard"		[124]	[260,110]	[]						"15194235"
"DIHYDRODIPICSYN-RXN"	"DIHYDRODIPICSYN-CPLX"	["L-ASPARTATE-SEMIALDEHYDE","PYRUVATE"]	30	"standard"		[124]	[110,260]	[]						"18937497"
"DIHYDRODIPICSYN-RXN"	"DIHYDRODIPICSYN-CPLX"	["L-ASPARTATE-SEMIALDEHYDE","PYRUVATE"]	30	"standard"		[124]	[110,260]	[]						"19236959"
"DIHYDRODIPICSYN-RXN"	"DIHYDRODIPICSYN-CPLX"	["PYRUVATE","L-ASPARTATE-SEMIALDEHYDE"]	30	"standard"		[78]	[160,160]	[]						"19919824"
"DIHYDRODIPICSYN-RXN"	"DIHYDRODIPICSYN-CPLX"	["PYRUVATE","L-ASPARTATE-SEMIALDEHYDE"]		"standard"		[45]	[150,120]	[]						"20353808"
"DIHYDRODIPICSYN-RXN"	"DIHYDRODIPICSYN-CPLX"	["PYRUVATE","L-ASPARTATE-SEMIALDEHYDE"]	30	"standard"		[9.8]	[7800,3100]	[]						"20709017"
"DIHYDROFOLATEREDUCT-RXN"	"DIHYDROFOLATEREDUCT-MONOMER"	["NADPH"]		"standard"		[11]	[]	[]						"3052577"
"DIHYDROFOLATEREDUCT-RXN"	"DIHYDROFOLATEREDUCT-MONOMER"	["DIHYDROFOLATE"]		"standard"		[18]	[]	[]						"3052577"
"DIHYDROFOLATEREDUCT-RXN"	"DIHYDROFOLATEREDUCT-MONOMER"	["NADPH","DIHYDROFOLATE"]		"standard"		[10]	[6.45,0.44]	[]						"4401227"
"DIHYDROFOLATEREDUCT-RXN"	"DIHYDROFOLATEREDUCT-MONOMER"	["NADH","DIHYDROFOLATE"]		"standard"		[10]	[320,0.44]	[]						"4401227"
"DIHYDROFOLATEREDUCT-RXN"	"DIHYDROFOLATEREDUCT-MONOMER"	["DIHYDROFOLATE","NADPH"]		"standard"		[13.7]	[0.97,2.52]	[]						"9989225"
"DIHYDROFOLATEREDUCT-RXN"	"DIHYDROFOLATEREDUCT-MONOMER"	["DIHYDROFOLATE"]	25	"standard"		[24.6]	[1.3]	[]						"15944418"
"DIHYDROFOLATEREDUCT-RXN"	"DIHYDROFOLATEREDUCT-MONOMER"	["DIHYDROFOLATE"]	15	"standard"		[5.3]	[1.2]	[]						"17264073"
"DIHYDROFOLATEREDUCT-RXN"	"DIHYDROFOLATEREDUCT-MONOMER"	["DIHYDROFOLATE"]	25	"standard"		[18.4]	[1.1]	[]						"20040594"
"DIHYDROFOLATEREDUCT-RXN"	"DIHYDROFOLATEREDUCT-MONOMER"	["NADPH"]	25	"standard"		[19.2]	[1.9]	[]						"20040594"
"DIHYDROFOLATEREDUCT-RXN"	"DIHYDROFOLATEREDUCT-MONOMER"	["DIHYDROFOLATE"]	15	"standard"		[5.4]	[1.6]	[]						"20043879"
"DIHYDROFOLATEREDUCT-RXN"	"DIHYDROFOLATEREDUCT-MONOMER"	["DIHYDROFOLATE"]	25	"standard"		[24.8]	[1.3]	[]						"20045086"
"DIHYDROFOLATEREDUCT-RXN"	"DIHYDROFOLATEREDUCT-MONOMER"	["DIHYDROFOLATE","NADPH"]	20	"standard"		[12.6]	[0.7,4.8]	[]						"23672258"
"DIHYDROOROT-RXN"	"DIHYDROOROT-CPLX"	["DI-H-OROTATE"]	30	"standard"		[127]	[75.6]	[]						"6142052"
"DIHYDROOROT-RXN"	"DIHYDROOROT-CPLX"	["CARBAMYUL-L-ASPARTATE"]	30	"standard"		[195]	[1070]	[]						"6142052"
"DIHYDROOROT-RXN"	"DIHYDROOROT-CPLX"	["CARBAMYUL-L-ASPARTATE"]	30	"standard"		[181.1]	[1500]	[]						"17711307"
"DIHYDROURACIL-DEHYDROGENASE-NAD+-RXN"	"CPLX0-7788"	["DI-H-URACIL"]	30	"standard"		[0.65]	[160]	[]						"21169495"
"DIHYDROURACIL-DEHYDROGENASE-NAD+-RXN"	"CPLX0-7788"	["URACIL"]	30	"standard"		[0.64]	[38]	[]						"21169495"
"DIMESULFREDUCT-RXN"	"DIMESULFREDUCT-CPLX"	["DMSO"]	30	"standard"		[79.9]	[180]	[]						"8969520"
"DIMESULFREDUCT-RXN"	"DIMESULFREDUCT-CPLX"	["DMSO"]		"standard"		[61]	[32]	[]						"9492325"
"DLACTDEHYDROGNAD-RXN"	"CPLX0-8158"	["OXALACETIC_ACID"]	30	"standard"		[1100]	[]	[]	"kcat*E*S/(S+S05+S^2/Ki)"	["kcat","S05","Ki","E","S"]	["kcat","S05","Ki"]	[1100,54000,5000]	{"E":"CPLX0-8158","S":"OXALACETIC_ACID"}	"25401076"
"DLACTDEHYDROGNAD-RXN"	"CPLX0-8158"	["GLYOX"]	30	"custom"		[100]	[20000]	[]	"kcat*E*S^n/(S^n+S05^n)"	["kcat","S05","n","E","S"]	["kcat","S05","n"]	[100,20000,1.5]	{"E":"CPLX0-8158","S":"GLYOX"}	"25401076"
"DLACTDEHYDROGNAD-RXN"	"CPLX0-8158"	["NADH"]	30	"standard"		[640]	[]	[]						"25401076"
"DLACTDEHYDROGNAD-RXN"	"CPLX0-8158"	["OH-PYR"]	30	"standard"		[50]	[12000]	[]						"25401076"
"DLACTDEHYDROGNAD-RXN"	"CPLX0-8158"	["PYRUVATE"]	30	"custom"		[410]	[2600]	[]	"kcat*E*S^n/(S^n+S05^n)"	["kcat","S05","n","E","S"]	["kcat","S05","n"]	[410,2600,1.4]	{"E":"CPLX0-8158","S":"PYRUVATE"}	"25401076"
"DLACTDEHYDROGNAD-RXN"	"CPLX0-8158"	["2-OXOBUTANOATE"]	30	"custom"		[31]	[30000]	[]	"kcat*E*S^n/(S^n+S05^n)"	["kcat","S05","n","E","S"]	["kcat","S05","n"]	[31,30000,1.4]	{"E":"CPLX0-8158","S":"2-OXOBUTANOATE"}	"25401076"
"DTDPGLUCDEHYDRAT-RXN"	"DTDPGLUCDEHYDRAT-CPLX"	["DTDP-D-GLUCOSE"]	37	"standard"		[4.9]	[6]	[]						"11380254"
"DTDPGLUCDEHYDRAT-RXN"	"DTDPGLUCDEHYDRAT-CPLX"	["DTDP-D-GLUCOSE"]	37	"standard"		[4.9]	[6]	[]						"11478886"
"DTDPGLUCDEHYDRAT-RXN"	"DTDPGLUCDEHYDRAT-CPLX"	["DTDP-D-GLUCOSE"]	37	"standard"		[4.9]	[6]	[]						"11601973"
"DUTP-PYROP-RXN"	"DUTP-PYROP-CPLX"	["DUTP"]	30	"standard"		[58.33]	[12]	[]						"346589"
"DUTP-PYROP-RXN"	"DUTP-PYROP-CPLX"	["DUTP","DUDP"]	25	"custom"		[5.8]	[0.18]	[15]	"kcat*E*(S/(km*(1+I/ki)+S)"	["kcat","km","ki","S","E","I"]	["kcat","km","ki"]	[5.8,0.18,15]	{"E":"DUTP-PYROP-CPLX","S":"DUTP","I":"DUDP"}	"8798636"
"DUTP-PYROP-RXN"	"DUTP-PYROP-CPLX"	["DUTP"]	25	"standard"		[14.7]	[]	[]						"12721364"
"DUTP-PYROP-RXN"	"DUTP-PYROP-CPLX"	["DUTP"]	22	"standard"		[11]	[0.5]	[]						"15208312"
"DUTP-PYROP-RXN"	"DUTP-PYROP-CPLX"	["DUTP"]	22	"standard"		[11]	[0.5]	[]						"15208312"
"DUTP-PYROP-RXN"	"G7164-MONOMER"	["DUTP"]	37	"standard"		[22]	[2200]	[]						"16766526"
"DUTP-PYROP-RXN"	"DUTP-PYROP-CPLX"	["DUTP"]	25	"standard"		[5.8]	[0.21]	[]						"18597482"
"DXPREDISOM-RXN"	"DXPREDISOM-CPLX"	["DEOXYXYLULOSE-5P"]	37	"standard"	"reverse"	[29]	[227]	[]						"15760175"
"DXPREDISOM-RXN"	"DXPREDISOM-CPLX"	["DEOXYXYLULOSE-5P","NADPH"]	37	"standard"	"reverse"	[29]	[45,0.5]	[]						"15938625"
"DXPREDISOM-RXN"	"DXPREDISOM-CPLX"	["DEOXYXYLULOSE-5P"]	37	"standard"	"reverse"	[33]	[81]	[]						"16292827"
"DXS-RXN"	"CPLX0-743"	["PYRUVATE","GAP"]	25	"standard"		[0.8]	[2400,900]	[]						"11408165"
"DXS-RXN"	"DXPREDISOM-CPLX"	["DEOXYXYLULOSE-5P"]	25	"standard"		[21.7]	[720]	[]						"11408165"
"DXS-RXN"	"CPLX0-743"	["PYRUVATE","GAP"]	37	"standard"		[345]	[96,240]	[]						"21119630"
"DXS-RXN"	"CPLX0-743"	["PYRUVATE","GAP"]	37	"standard"		[2.6]	[48.7,23.5]	[]						"21878632"
"ENOYL-COA-DELTA-ISOM-RXN"	"FAO-CPLX"	["CIS-DELTA3-ENOYL-COA"]	25	"standard"		[63]	[6]	[]						"7756275"
"ENOYL-COA-HYDRAT-RXN"	"FAO-CPLX"	["TRANS-D2-ENOYL-COA"]	25	"standard"		[775]	[]	[]						"7756275"
"ENTMULTI-RXN"	"ENTMULTI-CPLX"	["SER"]		"standard"		[12.7]	[260000]	[]						"1338974"
"ERYTH4PDEHYDROG-RXN"	"ERYTH4PDEHYDROG-CPLX"	["ERYTHROSE-4P"]	37	"standard"		[200]	[960]	[]						"7751290"
"ERYTH4PDEHYDROG-RXN"	"ERYTH4PDEHYDROG-CPLX"	["NAD"]	37	"standard"		[169]	[74]	[]						"7751290"
"ERYTH4PDEHYDROG-RXN"	"ERYTH4PDEHYDROG-CPLX"	["ERYTHROSE-4P","NAD"]	25	"standard"		[20]	[510,800]	[]						"9182530"
"ERYTHRON4PDEHYDROG-RXN"	"CPLX0-8212"	["ERYTHRONATE-4P"]	22	"standard"		[1.4]	[2.9]	[]						"20831184"
"F16ALDOLASE-RXN"	"FRUCBISALD-CLASSII"	["FRUCTOSE-16-DIPHOSPHATE"]		"standard"		[10.333333]	[240]	[]						"8436219"
"F16ALDOLASE-RXN"	"FRUCBISALD-CLASSII"	["FRUCTOSE-16-DIPHOSPHATE"]	30	"custom"	"forward"	[8.2]	[190]	[29,130]	"kcat*E*S/(km*(1+I1/Ki)*(1+I2/Kis)+S*(1+I2/Kii))"	["kcat","km","Ki","Kis","Kii","E","S","I1","I2"]	["kcat","km","Ki","Kis","Kii"]	[8.2,190,130,29,230]	{"E":"FRUCBISALD-CLASSII","S":"FRUCTOSE-16-DIPHOSPHATE","I1":"DIHYDROXY-ACETONE-PHOSPHATE","I2":"GAP"}	"9878448"
"F16ALDOLASE-RXN"	"FRUCBISALD-CLASSI"	["FRUCTOSE-16-DIPHOSPHATE"]	30	"standard"		[0.35]	[20]	[]						"9878448"
"F16ALDOLASE-RXN"	"FRUCBISALD-CLASSII"	["FRUCTOSE-16-DIPHOSPHATE"]	30	"custom"	"forward"	[]	[]	[]	"kcat*E*S/(Km*(1+I1/Kis)+S*(1+I1/Kii))/(Km*(1+I2/Ki2)+S)"	["kcat","Km","Kis","Kii","Ki2","E","S","I1","I2"]	["kcat","Km","Kis","Kii","Ki2"]	[10.5,170,30,230,130]	{"E":"FRUCBISALD-CLASSII","S":"FRUCTOSE-16-DIPHOSPHATE","I1":"GAP","I2":"DIHYDROXY-ACETONE-PHOSPHATE"}	"10712619"
"F16ALDOLASE-RXN"	"FRUCBISALD-CLASSII"	["FRUCTOSE-16-DIPHOSPHATE"]	30	"standard"		[10.5]	[170]	[]						"11779234"
"F16ALDOLASE-RXN"	"FRUCBISALD-CLASSII"	["FRUCTOSE-16-DIPHOSPHATE"]	30	"standard"		[14.17]	[140]	[]						"15531627"
"F16BDEPHOS-RXN"	"F16B-CPLX"	["FRUCTOSE-16-DIPHOSPHATE"]	30	"standard"		[14.6]	[15.4]	[]						"11825604"
"F16BDEPHOS-RXN"	"F16B-CPLX"	["FRUCTOSE-16-DIPHOSPHATE"]	22	"custom"		[]	[]	[]	"kcat*E/(1+Kb/B+(Kb/Ki)*(I1/B))*(1/(1+(I2/I0_5)^n))"	["kcat","Kb","Ki","I0_5","n","E","B","I1","I2"]	["kcat","Kb","Ki","I0_5","n"]	[20,2.4,0.23,1.23,2.2]	{"E":"F16B-CPLX","B":"FRUCTOSE-16-DIPHOSPHATE","I1":"CPD-535","I2":"AMP"}	"15767255"
"F16BDEPHOS-RXN"	"EG11239-MONOMER"	["FRUCTOSE-16-DIPHOSPHATE"]		"standard"		[5.3]	[2400]	[]						"16990279"
"F16BDEPHOS-RXN"	"F16B-CPLX"	["FRUCTOSE-16-DIPHOSPHATE"]	22	"standard"		[24]	[1.7]	[]						"17314096"
"F16BDEPHOS-RXN"	"F16B-CPLX"	["FRUCTOSE-16-DIPHOSPHATE"]	37	"standard"		[14.6]	[20]	[]						"19073594"
"F16BDEPHOS-RXN"	"CPLX0-303"	["FRUCTOSE-16-DIPHOSPHATE"]	37	"standard"		[5.7]	[70]	[]						"19073594"
"F16BDEPHOS-RXN"	"CPLX0-303"	["MN+2"]	37	"standard"		[2.9]	[600]	[]						"19073594"
"F16BDEPHOS-RXN"	"CPLX0-7776"	["FRUCTOSE-16-DIPHOSPHATE"]	37	"standard"		[2.5]	[100]	[]						"19073594"
"F16BDEPHOS-RXN"	"CPLX0-7776"	["MN+2"]	37	"standard"		[2.9]	[1000]	[]						"19073594"
"F16BDEPHOS-RXN"	"EG11736-MONOMER"	["FRUCTOSE-16-DIPHOSPHATE"]	37	"standard"		[0.2]	[400]	[]						"19073594"
"F16BDEPHOS-RXN"	"EG11239-MONOMER"	["FRUCTOSE-16-DIPHOSPHATE"]	37	"standard"		[5.3]	[2400]	[]						"19073594"
"FGAMSYN-RXN"	"FGAMSYN-MONOMER"	["GLN","ATP","5-P-RIBOSYL-N-FORMYLGLYCINEAMIDE"]	37	"standard"		[0.05]	[64,51,30]	[]						"2659070"
"FLAVONADPREDUCT-RXN"	"FLAVONADPREDUCT-MONOMER"	["OX-FERREDOXIN"]	25	"standard"		[0.15]	[12]	[]						"12234497"
"FLAVONADPREDUCT-RXN"	"FLAVONADPREDUCT-MONOMER"	["OX-FLAVODOXIN1"]	25	"standard"		[0.0042]	[7.6]	[]						"12234497"
"FLAVONADPREDUCT-RXN"	"FLAVONADPREDUCT-MONOMER"	["OX-FLAVODOXIN2"]	25	"standard"		[0.0039]	[4.0]	[]						"12234497"
"FORMATEDEHYDROG-RXN"	"FORMATEDEHYDROGN-CPLX"	["FORMATE"]	30	"standard"		[563.3]	[120]	[]						"1099093"
"FRUCTOKINASE-RXN"	"EG11288-MONOMER"	["BETA-D-FRUCTOSE","ATP"]	25	"standard"		[14]	[1300,1800]	[]						"15157072"
"FUCPALDOL-RXN"	"CPLX0-7633"	["FUCULOSE-1P"]	37	"standard"		[19.3]	[2200]	[]						"10821675"
"FUCPALDOL-RXN"	"CPLX0-7633"	["FUCULOSE-1P"]	37	"standard"		[19.3]	[2200]	[]						"11054289"
"FUMHYDR-RXN"	"FUMARASE-A"	["MAL"]	25	"standard"		[3100]	[700]	[]						"1329945"
"FUMHYDR-RXN"	"FUMARASE-C"	["FUM"]	25	"standard"		[3100]	[620]	[]						"8203917"
"FUMHYDR-RXN"	"FUMARASE-A"	["FUM"]		"standard"		[3000]	[600]	[]						"8422384"
"FUMHYDR-RXN"	"FUMARASE-C"	["MAL"]		"standard"		[595.2]	[857]	[]						"12021453"
"FUMHYDR-RXN"	"FUMARASE-C"	["FUM"]		"standard"		[1149]	[207]	[]						"12021453"
"GABATRANSAM-RXN"	"G6646-MONOMER"	["4-AMINO-BUTYRATE"]	25	"custom"	"forward"	[47.4]	[5800]	[]	"kcat*E*gaba*kg/(k_gaba*kg*(1+kg/ki_kg)+k_kg*gaba+gaba*kg)"	["kcat","k_gaba","k_kg","ki_kg","E","gaba","kg"]	["kcat","k_gaba","k_kg","ki_kg"]	[47.4,5800,1070,10200]	{"E":"G6646-MONOMER","gaba":"4-AMINO-BUTYRATE","kg":"2-KETOGLUTARATE"}	"15723541"
"GALACTARDEHYDRA-RXN"	"GALACTARDEHYDRA-MONOMER"	["D-GALACTARATE"]	22	"standard"		[22]	[800]	[]						"9772162"
"GALACTOACETYLTRAN-RXN"	"GALACTOACETYLTRAN-CPLX"	["CPD-9117","ACETYL-COA"]	25	"standard"		[13]	[63400,59]	[]						"7592843"
"GALACTOACETYLTRAN-RXN"	"GALACTOACETYLTRAN-CPLX"	["CPD0-2500","ACETYL-COA"]	25	"standard"		[1.42]	[57900,75]	[]						"7592843"
"GALACTURIDYLYLTRANS-RXN"	"GALACTURIDYLYLTRANS-CPLX"	["GALACTOSE-1P","CPD-12575"]	25	"standard"		[278]	[666,412]	[]						"5338129"
"GALACTURIDYLYLTRANS-RXN"	"GALACTURIDYLYLTRANS-CPLX"	["GLC-1-P","CPD-14553"]	25	"standard"		[278]	[503,309]	[]						"5338129"
"GALACTURIDYLYLTRANS-RXN"	"GALACTURIDYLYLTRANS-CPLX"	["GALACTOSE-1P","CPD-12575"]	27	"standard"		[960]	[300,200]	[]						"7873670"
"GALACTURIDYLYLTRANS-RXN"	"GALACTURIDYLYLTRANS-CPLX"	["CPD-12575","GALACTOSE-1P"]	27	"standard"		[780]	[200,303]	[]						"10529216"
"GALACTURIDYLYLTRANS-RXN"	"GALACTURIDYLYLTRANS-CPLX"	["CPD-14553","GLC-1-P"]	27	"standard"		[283]	[121,157]	[]						"10529216"
"GALACTURIDYLYLTRANS-RXN"	"GALACTURIDYLYLTRANS-CPLX"	["CPD-14553","GLC-1-P"]	27	"standard"		[283]	[121,157]	[]						"10820011"
"GALACTURIDYLYLTRANS-RXN"	"GALACTURIDYLYLTRANS-CPLX"	["CPD-12575","GALACTOSE-1P"]	27	"standard"		[780]	[200,303]	[]						"10820011"
"GALACTURIDYLYLTRANS-RXN"	"GALACTURIDYLYLTRANS-CPLX"	["GALACTOSE-1P"]	27	"standard"		[780]	[]	[]						"12418221"
"GALPMUT-RXN"	"GALPMUT-MONOMER"	["UDP-D-GALACTO-14-FURANOSE"]	37	"standard"		[27]	[22]	[]						"19119008"
"GALPMUT-RXN"	"GALPMUT-MONOMER"	["UDP-D-GALACTO-14-FURANOSE"]	37	"standard"		[27]	[22]	[]						"Zhang, Q.; Liu, H.w. Studies of UDP-galactopyranose mutase from Escherichia coli: An unusual role of reduced FAD in its catalysis J. Am. Chem. Soc. 122 9065-9070 2000"
"GALPMUT-RXN"	"GALPMUT-MONOMER"	["UDP-D-GALACTO-14-FURANOSE"]	37	"standard"		[1.5]	[194]	[]						"Zhang, Q.; Liu, H.w. Studies of UDP-galactopyranose mutase from Escherichia coli: An unusual role of reduced FAD in its catalysis J. Am. Chem. Soc. 122 9065-9070 2000"
"GART-RXN"	"GART-MONOMER"	[]		"standard"		[40]	[]	[]						"2185839"
"GART-RXN"	"GART-MONOMER"	["5-PHOSPHO-RIBOSYL-GLYCINEAMIDE","10-FORMYL-THF"]		"standard"		[133]	[95,21.1]	[]						"10433709"
"GARTRANSFORMYL2-RXN"	"GARTRANSFORMYL2-MONOMER"	["5-PHOSPHO-RIBOSYL-GLYCINEAMIDE","ATP","FORMATE"]	25	"standard"		[37.6]	[10.1,45,319]	[]						"19384989"
"GCVMULTI-RXN"	"GCVMULTI-CPLX"	["METHYLENE-THF"]	37	"standard"		[14.4]	[67.7]	[]						"10364177"
"GCVMULTI-RXN"	"GCVMULTI-CPLX"	["METHYLENE-THF"]		"standard"		[18.4]	[88.1]	[]						"12531904"
"GCVMULTI-RXN-GLY/THF/NAD//METHYLENE-THF/AMMONIUM/CARBON-DIOXIDE/NADH.56."	"GCVMULTI-CPLX"	["AMMONIUM"]		"standard"		[20.9]	[65400]	[]						"12531904"
