"id"	"stoichiometry"	"common_name"	
"CPLX0-3971_RXN"	{"CPLX0-3971":1,"EG12410-MONOMER":-2}	"GDP-mannose hydrolase"	
"CPLX0-3976_RXN"	{"CPLX0-3976":1,"EG11486-MONOMER":null,"FUC4NACTRANS-MONOMER":null,"EG11295-MONOMER":null}	"Enterobacterial Common Antigen Biosynthesis Protein Complex"	
"CPLX0-3_RXN"	{"CPLX0-3":1,"EG10764-MONOMER":-2}	"primosomal replication protein N"	
"CPLX0-4_RXN"	{"CPLX0-4":1,"G7686-MONOMER":null,"G7685-MONOMER":null}	"aromatic carboxylic acid efflux pump"	
"CPLX0-661_RXN"	{"CPLX0-661":1,"EG11241-MONOMER":-8}	"putative hydrolase YcaC"	
"CPLX0-682_RXN"	{"CPLX0-682":1,"MONOMER0-541":-6}	null	
"CPLX0-721_RXN"	{"CPLX0-721":1,"EG11816-MONOMER":-3}	null	
"CPLX0-7415_RXN"	{"CPLX0-7415":1,"LIPIDADISACCHARIDESYNTH-MONOMER":-2}	"lipid A disaccharide synthase"	
"CPLX0-7417_RXN"	{"CPLX0-7417":1,"G6212-MONOMER":-2}	"IS2 insertion element repressor InsA"	
"CPLX0-7418_RXN"	{"CPLX0-7418":1,"EG10603-MONOMER":-2}	"DNA-binding transcriptional repressor MprA"	
"CPLX0-7420_RXN"	{"CPLX0-7420":1,"G7327-MONOMER":-2}	"tRNA Cm32/Um32 methyltransferase"	
"CPLX0-7421_RXN"	{"CPLX0-7421":1,"EG11888-MONOMER":-2}	"tRNA (cytidine/uridine-2'-<i>O</i>)-ribose methyltransferase"	
"CPLX0-7422_RXN"	{"CPLX0-7422":1,"EG12309-MONOMER":-2}	"predicted rRNA methyltransferase"	
"CPLX0-7423_RXN"	{"CPLX0-7423":1,"EG11254-MONOMER":-2}	"23S rRNA m<sup>3</sup>&Psi;1915 methyltransferase"	
"CPLX0-7425_RXN"	{"CPLX0-7425":1,"CPLX0-7757":-1,"EG10443-MONOMER":-1}	"HipAB toxin/antitoxin complex / DNA-binding transcriptional repressor"	
"CPLX0-7426_RXN"	{"CPLX0-7426":1,"OPPSYN-MONOMER":-2}	"<i>all-trans</i>-octaprenyl-diphosphate synthase"	
"CPLX0-743_RXN"	{"CPLX0-743":1,"DXS-MONOMER":-2}	null	
"CPLX0-7444_RXN"	{"CPLX0-7444":1,"EG11126-MONOMER":-2}	"DUF892 domain-containing protein YciF"	
"CPLX0-7450_RXN"	{"CPLX0-7450":1,"FLIG-FLAGELLAR-SWITCH-PROTEIN":-26,"FLIM-FLAGELLAR-C-RING-SWITCH":-34,"FLIN-FLAGELLAR-C-RING-SWITCH":null}	"flagellar motor switch complex"	
"CPLX0-7451_RXN"	{"CPLX0-7451":1,"G370-MONOMER":null,"G7028-MONOMER":null,"EG11224-MONOMER":null,"EG11975-MONOMER":null,"EG11976-MONOMER":null,"EG11977-MONOMER":null,"EG11656-MONOMER":-12,"G377-MONOMER":-6,"G378-MONOMER":null}	"flagellar export apparatus"	
"CPLX0-7452_RXN"	{"CPLX0-7452":1,"FLAGELLAR-MOTOR-COMPLEX":null,"G361-MONOMER":-120,"EG11967-MONOMER":null,"EG11545-MONOMER":null,"EG10321-MONOMER":null,"EG10841-MONOMER":-5}	"flagellum"	
"CPLX0-7458_RXN"	{"CPLX0-7458":1,"G7545-MONOMER":null,"G7544-MONOMER":null,"MONOMER0-561":null}	"glycolate dehydrogenase"	
"CPLX0-7462_RXN"	{"CPLX0-7462":1,"EG11234-MONOMER":-2}	null	
"CPLX0-7465_RXN"	{"CPLX0-7465":1,"ALARACECAT-MONOMER":-2}	"alanine racemase 2"	
"CPLX0-7466_RXN"	{"CPLX0-7466":1,"XYLULOKIN-MONOMER":-2}	"xylulokinase"	
"CPLX0-7521_RXN"	{"CPLX0-7521":1,"EG12319-MONOMER":-4}	"carbonic anhydrase 2"	
"CPLX0-7525_RXN"	{"CPLX0-7525":1,"MEND-MONOMER":-2}	"2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase"	
"CPLX0-7529_RXN"	{"CPLX0-7529":1,"G7107-MONOMER":-8,"G7105-MONOMER":-4}	"polysaccharide export complex"	
"CPLX0-7530_RXN"	{"CPLX0-7530":1,"MONOMER0-282":-3}	"outer membrane porin PhoE"	
"CPLX0-7532_RXN"	{"CPLX0-7532":1,"AMTB-MONOMER":-3}	"ammonium transporter"	
"CPLX0-7533_RXN"	{"CPLX0-7533":1,"EG10670-MONOMER":-3}	"outer membrane porin C"	
"CPLX0-7534_RXN"	{"CPLX0-7534":1,"EG10671-MONOMER":-3}	"outer membrane porin F"	
"CPLX0-7535_RXN"	{"CPLX0-7535":1,"YJDE-MONOMER":-2}	"arginine:agmatine antiporter"	
"CPLX0-7536_RXN"	{"CPLX0-7536":1,"EG11663-MONOMER":-2}	"FKBP-type peptidyl-prolyl <i>cis-trans</I> isomerase SlyD"	
"CPLX0-7538_RXN"	{"CPLX0-7538":1,"EG12878-MONOMER":-4}	"cell division protein ZapA"	
"CPLX0-7561_RXN"	{"CPLX0-7561":1,"EG12096-MONOMER":null,"EG11250-MONOMER":null}	"ChpB-ChpS complex"	
"CPLX0-7564_RXN"	{"CPLX0-7564":1,"EG11081-MONOMER":-2}	"1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase"	
"CPLX0-7597_RXN"	{"CPLX0-7597":1,"EG10375-MONOMER":-2}	"5-carboxymethylaminomethyluridine-tRNA synthase subunit MnmG"	
"CPLX0-7608_RXN"	{"CPLX0-7608":1,"EG10997-MONOMER":-2}	"5-carboxymethylaminomethyluridine-tRNA synthase GTPase subunit"	
"CPLX0-7609_RXN"	{"CPLX0-7609":1,"CPLX0-7608":-1,"CPLX0-7597":-1}	null	
"CPLX0-7610_RXN"	{"CPLX0-7610":1,"G7632-MONOMER":null,"G7633-MONOMER":null}	"<I>N</I>-acetyl-D-galactosamine specific PTS (cryptic)"	
"CPLX0-7613_RXN"	{"CPLX0-7613":1,"G7286-MONOMER":-6}	"putative ethanolamine catabolic microcompartment shell protein EutN"	
"CPLX0-7614_RXN"	{"CPLX0-7614":1,"ATPPHOSRIBOSTRANS-MONOMER":-2}	"ATP phosphoribosyltransferase"	
"CPLX0-7615_RXN"	{"CPLX0-7615":1,"KDGALDOL-MONOMER":-6}	null	
"CPLX0-7616_RXN"	{"CPLX0-7616":1,"G6278-MONOMER":-4}	"tartronate semialdehyde reductase 2"	
"CPLX0-7617_RXN"	{"CPLX0-7617":1,"EG12332-MONOMER":-2}	"iron-sulfur cluster insertion protein ErpA"	
"CPLX0-761_RXN"	{"CPLX0-761":1,"G7485-MONOMER":null,"G7486-MONOMER":null,"G7487-MONOMER":null}	"putative xanthine dehydrogenase"	
"CPLX0-7622_RXN"	{"CPLX0-7622":1,"LSERINEDEAM3-MONOMER":-2}	"L-serine deaminase III"	
"CPLX0-7623_RXN"	{"CPLX0-7623":1,"G6606-MONOMER":-2}	"putative two-component system connector protein AriR"	
"CPLX0-7624_RXN"	{"CPLX0-7624":1,"EG10955-MONOMER":-2,"G7629-MONOMER":-4}	"YhaV-PrlF toxin-antitoxin complex"	
"CPLX0-7625_RXN"	{"CPLX0-7625":1,"G7185-MONOMER":-2}	"dCMP phosphohydrolase"	
"CPLX0-7626_RXN"	{"CPLX0-7626":1,"EG11160-MONOMER":-7}	"small conductance mechanosensitive channel MscS"	
"CPLX0-7627_RXN"	{"CPLX0-7627":1,"EG11180-MONOMER":-5}	"large conductance mechanosensitive channel"	
"CPLX0-7628_RXN"	{"CPLX0-7628":1,"EG11569-MONOMER":-1,"EG10855-MONOMER":-1}	"lipopolysaccharide transport system - outer membrane assembly complex"	
"CPLX0-7629_RXN"	{"CPLX0-7629":1,"NHAA-MONOMER":-2}	"Na<sup>+</sup>:H<sup>+</sup> antiporter NhaA"	
"CPLX0-7630_RXN"	{"CPLX0-7630":1,"THIOESTERI-MONOMER":-4}	"multifunctional acyl-CoA thioesterase I and protease I and lysophospholipase L1"	
"CPLX0-7631_RXN"	{"CPLX0-7631":1,"FUCISOM-MONOMER":-6}	"L-fucose isomerase"	
"CPLX0-7632_RXN"	{"CPLX0-7632":1,"PD01343":-4}	"NAD(P)H:quinone oxidoreductase"	
"CPLX0-7633_RXN"	{"CPLX0-7633":1,"FUCPALDOL-MONOMER":-4}	"L-fuculose-phosphate aldolase"	
"CPLX0-7641_RXN"	{"CPLX0-7641":1,"YIIP-MONOMER":-2}	"Zn<sup>2+</sup>/Fe<sup>2+</sup>/Cd<sup>2+</sup> exporter"	
"CPLX0-7642_RXN"	{"CPLX0-7642":1,"PROP-MONOMER":-2}	"osmolyte:H<sup>+</sup> symporter ProP"	
"CPLX0-7643_RXN"	{"CPLX0-7643":1,"KETOLREDUCTOISOM-MONOMER":-4}	"ketol-acid reductoisomerase (NADP<sup>+</sup>)"	
"CPLX0-7645_RXN"	{"CPLX0-7645":1,"EG10355-MONOMER":-10}	"L-fucose mutarotase"	
"CPLX0-7646_RXN"	{"CPLX0-7646":1,"EG10817-MONOMER":-10}	"D-ribose pyranase"	
"CPLX0-7647_RXN"	{"CPLX0-7647":1,"RIBOKIN-MONOMER":-2}	"ribokinase"	
"CPLX0-7648_RXN"	{"CPLX0-7648":1,"G7348-MONOMER":-2}	"anti-sigma factor stabilizing protein RseB"	
"CPLX0-7649_RXN"	{"CPLX0-7649":1,"EG11865-MONOMER":-2}	"L-rhamnose mutarotase"	
"CPLX0-7652_RXN"	{"CPLX0-7652":1,"RHAMNISOM-MONOMER":-4}	"L-rhamnose isomerase"	
"CPLX0-7653_RXN"	{"CPLX0-7653":1,"AQPZ-MONOMER":-4}	null	
"CPLX0-7654_RXN"	{"CPLX0-7654":1,"GLPF-MONOMER":-4}	"glycerol facilitator"	
"CPLX0-7655_RXN"	{"CPLX0-7655":1,"EG10528-MONOMER":-3}	"maltose outer membrane channel / phage lambda receptor protein"	
"CPLX0-7658_RXN"	{"CPLX0-7658":1,"G7920-MONOMER":-2}	"<i>N</i>-acetylneuraminate mutarotase"	
"CPLX0-7659_RXN"	{"CPLX0-7659":1,"RIBOFLAVINSYNDEAM-MONOMER":-2}	"fused diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase"	
"CPLX0-7660_RXN"	{"CPLX0-7660":1,"G6106-MONOMER":-4}	null	
"CPLX0-7662_RXN"	{"CPLX0-7662":1,"BETA-GLUCURONID-MONOMER":-4}	null	
"CPLX0-7666_RXN"	{"CPLX0-7666":1,"G6088-MONOMER":-2}	"DNA-binding transcriptional activator CaiF"	
"CPLX0-7667_RXN"	{"CPLX0-7667":1,"G7564-MONOMER":-2}	"NADPH-dependent aldehyde reductase YqhD"	
"CPLX0-7668_RXN"	{"CPLX0-7668":1,"EG11134-MONOMER":-2}	"putative oxidoreductase YdjA"	
"CPLX0-7669_RXN"	{"CPLX0-7669":1,"EG10490-MONOMER":-2}	"DNA-binding transcriptional dual regulator ArgP"	
"CPLX0-7672_RXN"	{"CPLX0-7672":1,"CPLX0-7701":-2}	"MntR-Mn<sup>2+</sup> DNA-binding transcriptional dual regulator"	
"CPLX0-7674_RXN"	{"CPLX0-7674":1,"KCH-MONOMER":-4}	"voltage-gated K<sup>+</sup> channel"	
"CPLX0-7675_RXN"	{"CPLX0-7675":1,"G6988-MONOMER":-3}	"2Fe-2S cluster-containing protein YeaW"	
"CPLX0-7678_RXN"	{"CPLX0-7678":1,"CPLX0-7677":-2}	"ZntR-Zn<sup>2+</sup> DNA-binding transcriptional activator"	
"CPLX0-7679_RXN"	{"CPLX0-7679":1,"EG11929-MONOMER":-2}	"DNA-binding transcriptional repressor Zur"	
"CPLX0-7682_RXN"	{"CPLX0-7682":1,"G7748-MONOMER":-2}	"iron-sulfur cluster carrier protein NfuA"	
"CPLX0-7683_RXN"	{"CPLX0-7683":1,"EG11845-MONOMER":-6}	"sulfoquinovose isomerase"	
"CPLX0-7684_RXN"	{"CPLX0-7684":1,"G7405-MONOMER":null,"G7406-MONOMER":null}	"L-valine exporter"	
"CPLX0-7685_RXN"	{"CPLX0-7685":1,"HYPOXANPRIBOSYLTRAN-MONOMER":-4}	"hypoxanthine phosphoribosyltransferase"	
"CPLX0-7686_RXN"	{"CPLX0-7686":1,"EG11878-MONOMER":-2}	"cell division factor ZapB"	
"CPLX0-7687_RXN"	{"CPLX0-7687":1,"G6811-MONOMER":-2}	"succinate semialdehyde dehydrogenase (NAD(P)<sup>+</sup>) Sad"	
"CPLX0-7688_RXN"	{"CPLX0-7688":1,"SUCCSEMIALDDEHYDROG-MONOMER":-4}	"succinate-semialdehyde dehydrogenase (NADP<sup>+</sup>) GabD"	
"CPLX0-7691_RXN"	{"CPLX0-7691":1,"EG11811-MONOMER":-4}	"isovaleryl-CoA dehydrogenase and DNA-binding transcriptional repressor"	
"CPLX0-7692_RXN"	{"CPLX0-7692":1,"EG10572-MONOMER":-2}	"nucleoside triphosphate pyrophosphohydrolase"	
"CPLX0-7693_RXN"	{"CPLX0-7693":1,"G6731-MONOMER":-2}	"FMN dependent NADH:quinone oxidoreductase"	
"CPLX0-7694_RXN"	{"CPLX0-7694":1,"G6261-MONOMER":-4}	"glutaminase 1"	
"CPLX0-7695_RXN"	{"CPLX0-7695":1,"G6810-MONOMER":-2}	"glutaminase 2"	
"CPLX0-7696_RXN"	{"CPLX0-7696":1,"EG10618-MONOMER":-2}	"chromosome partitioning protein MukB"	
"CPLX0-7697_RXN"	{"CPLX0-7697":1,"EG11252-MONOMER":-4,"CPLX0-7698":-1}	"MukEF complex"	
"CPLX0-7698_RXN"	{"CPLX0-7698":1,"EG12165-MONOMER":-2}	"MukF dimer"	
"CPLX0-7704_RXN"	{"CPLX0-7704":1,"EG10613-MONOMER":-2}	"ATP-dependent Lipid A-core flippase"	
"CPLX0-7705_RXN"	{"CPLX0-7705":1,"PD00196":-2}	"DNA-binding transcriptional dual regulator Fis"	
"CPLX0-7707_RXN"	{"CPLX0-7707":1,"MONOMER0-1781":-4}	"NikR-Ni DNA-binding transcriptional repressor"	
"CPLX0-7708_RXN"	{"CPLX0-7708":1,"CPLX0-7702":-2}	"DNA-binding transcriptional dual regulator CueR-Cu<sup>+</sup>"	
"CPLX0-7709_RXN"	{"CPLX0-7709":1,"G6644-MONOMER":-12}	null	
"CPLX0-7710_RXN"	{"CPLX0-7710":1,"PD00364":-2}	"DNA-binding transcriptional repressor MarR"	
"CPLX0-7711_RXN"	{"CPLX0-7711":1,"EG10455-MONOMER":-3}	"periplasmic chaperone Skp"	
"CPLX0-7712_RXN"	{"CPLX0-7712":1,"GDPMANMANHYDRO-MONOMER":-2}	"GDP-mannose mannosyl hydrolase"	
"CPLX0-7713_RXN"	{"CPLX0-7713":1,"PD00297":-2}	"DNA-binding transcriptional dual regulator DsdC"	
"CPLX0-7717_RXN"	{"CPLX0-7717":1,"EG10748-MONOMER":-2}	"peptidoglycan glycosyltransferase / peptidoglycan DD-transpeptidase MrcA"	
"CPLX0-7718_RXN"	{"CPLX0-7718":1,"G7168-MONOMER":-6}	"UDP-4-amino-4-deoxy-L-arabinose formyltransferase/UDP-glucuronate dehydrogenase"	
"CPLX0-7719_RXN"	{"CPLX0-7719":1,"QUINOLINATE-SYNTHA-MONOMER":-2}	null	
"CPLX0-7720_RXN"	{"CPLX0-7720":1,"MONOMER0-2682":null,"G7171-MONOMER":null}	null	
"CPLX0-7721_RXN"	{"CPLX0-7721":1,"PHOSPHO-DCUR-MONOMER":-2}	"DcuR-Phosphorylated DNA-binding transcriptional activator"	
"CPLX0-7722_RXN"	{"CPLX0-7722":1,"G7160-MONOMER":-8}	null	
"CPLX0-7723_RXN"	{"CPLX0-7723":1,"G7158-MONOMER":-6}	null	
"CPLX0-7724_RXN"	{"CPLX0-7724":1,"EG10284-MONOMER":-2}	"formate dehydrogenase formation protein"	
"CPLX0-7725_RXN"	{"CPLX0-7725":1,"G7430-MONOMER":-1,"G7429-MONOMER":-2,"G7428-MONOMER":-6,"G7427-MONOMER":-1,"G7426-MONOMER":-1}	"CRISPR-associated complex for antiviral defense"	
"CPLX0-7726_RXN"	{"CPLX0-7726":1,"G6501-MONOMER":-2}	"23S rRNA m<sup>5</sup>C1962 methyltransferase"	
"CPLX0-7727_RXN"	{"CPLX0-7727":1,"EG12366-MONOMER":-2}	"16S rRNA m<sup>3</sup>U1498 methyltransferase"	
"CPLX0-7728_RXN"	{"CPLX0-7728":1,"EG10454-MONOMER":-2}	"tRNA pseudouridine<sup>38-40</sup> synthase"	
"CPLX0-7731_RXN"	{"CPLX0-7731":1,"G6720-MONOMER":-2}	"DNA-binding transcriptional repressor PaaX"	
"CPLX0-7732_RXN"	{"CPLX0-7732":1,"G7263-MONOMER":-2}	"<i>N</i>-acetylmuramic acid 6-phosphate etherase"	
"CPLX0-7733_RXN"	{"CPLX0-7733":1,"PD00250":-2}	"DNA-binding transcriptional dual regulator AsnC"	
"CPLX0-7734_RXN"	{"CPLX0-7734":1,"EG12235-MONOMER":-2}	"DNA-binding transcriptional repressor ArsR"	
"CPLX0-7740_RXN"	{"CPLX0-7740":1,"PD04028":-2}	"DNA-binding transcriptional repressor CytR"	
"CPLX0-7741_RXN"	{"CPLX0-7741":1,"METHYLMALONYL-COA-MUT-MONOMER":-2}	null	
"CPLX0-7744_RXN"	{"CPLX0-7744":1,"G7858-MONOMER":-2}	"3-keto-L-gulonate-6-phosphate decarboxylase UlaD"	
"CPLX0-7745_RXN"	{"CPLX0-7745":1,"G7262-MONOMER":-4}	"DNA-binding transcriptional dual regulator MurR"	
"CPLX0-7747_RXN"	{"CPLX0-7747":1,"G6660-MONOMER":-2}	"lipid hydroperoxide peroxidase"	
"CPLX0-7748_RXN"	{"CPLX0-7748":1,"PHOSPHO-CPXR":-2}	"CpxR-P<sup>asp</sup> DNA-binding transcriptional dual regulator"	
"CPLX0-7754_RXN"	{"CPLX0-7754":1,"PHOSPHO-UHPA":-2}	"UhpA-Phosphorylated DNA-binding transcriptional activator"	
"CPLX0-7755_RXN"	{"CPLX0-7755":1,"EG12172-MONOMER":-2}	null	
"CPLX0-7756_RXN"	{"CPLX0-7756":1,"EG11212-MONOMER":-2}	"DNA-binding transcriptional repressor NsrR"	
"CPLX0-7757_RXN"	{"CPLX0-7757":1,"EG10442-MONOMER":-2}	"HipB antitoxin / DNA-binding transcriptional repressor"	
"CPLX0-7758_RXN"	{"CPLX0-7758":1,"G6550-MONOMER":-2}	"2'-<i>O</i>-acetyl-ADP-ribose deacetylase, regulator of RNase III activity"	
"CPLX0-7759_RXN"	{"CPLX0-7759":1,"PD03938":-2}	"DNA-binding transcriptional dual regulator MetR"	
"CPLX0-7760_RXN"	{"CPLX0-7760":1,"ACONITASE-MONOMER":-2}	"aconitate hydratase A"	
"CPLX0-7766_RXN"	{"CPLX0-7766":1,"EG11105-MONOMER":-4}	"proofreading thioesterase in enterobactin biosynthesis"	
"CPLX0-7776_RXN"	{"CPLX0-7776":1,"EG11245-MONOMER":-2}	"fructose 1,6-bisphosphatase YggF"	
"CPLX0-7787_RXN"	{"CPLX0-7787":1,"G6109-MONOMER":-2,"G6110-MONOMER":-2}	"DinJ-YafQ antitoxin/toxin complex / DNA-binding transcriptional repressor"	
"CPLX0-7788_RXN"	{"CPLX0-7788":1,"G7145-MONOMER":-2,"EG11289-MONOMER":-2}	"NAD-dependent dihydropyrimidine dehydrogenase"	
"CPLX0-7789_RXN"	{"CPLX0-7789":1,"EG12855-MONOMER":-4}	"macrodomain Ter protein"	
"CPLX0-7791_RXN"	{"CPLX0-7791":1,"EG10836-MONOMER":-4,"EG11131-MONOMER":-4}	"RelB-RelE antitoxin/toxin complex / DNA-binding transcriptional repressor"	
"CPLX0-7794_RXN"	{"CPLX0-7794":1,"EG11847-MONOMER":-4}	"3-sulfolactaldehyde reductase"	
"CPLX0-7795_RXN"	{"CPLX0-7795":1,"PHOSPHO-KDPE":-2}	"KdpE-Phosphorylated DNA-binding transcriptional activator"	
"CPLX0-7796_RXN"	{"CPLX0-7796":1,"MONOMER0-157":-2}	"MetJ-S-adenosylmethionine DNA-binding transcriptional repressor"	
"CPLX0-7797_RXN"	{"CPLX0-7797":1,"PD00197":-2}	"DNA-binding transcriptional dual regulator FNR"	
"CPLX0-7801_RXN"	{"CPLX0-7801":1,"G7271-MONOMER":-3}	"predicted structural protein, ethanolamine utilization microcompartment"	
"CPLX0-7802_RXN"	{"CPLX0-7802":1,"EG11643-MONOMER":-2}	"diguanylate cyclase DgcZ"	
"CPLX0-7805_RXN"	{"CPLX0-7805":1,"G6157-MONOMER":-1,"G6156-MONOMER":-1,"G6155-MONOMER":-1}	null	
"CPLX0-7806_RXN"	{"CPLX0-7806":1,"G7194-MONOMER":-2}	"disulfide reductase"	
"CPLX0-7807_RXN"	{"CPLX0-7807":1,"EG11952-MONOMER":null,"YJCQ-MONOMER":null,"EG11954-MONOMER":null}	"putative multidrug efflux pump MdtNOP"	
"CPLX0-7808_RXN"	{"CPLX0-7808":1,"COPROGENOXI-MONOMER":-2}	null	
"CPLX0-7810_RXN"	{"CPLX0-7810":1,"EG11735-MONOMER":-2}	"heme-containing peroxidase/deferrochelatase"	
"CPLX0-7811_RXN"	{"CPLX0-7811":1,"PROTOPORGENOXI-MONOMER":-4}	"protoporphyrinogen oxidase"	
"CPLX0-7816_RXN"	{"CPLX0-7816":1,"EG11100-MONOMER":-2}	"putative nucleoid-associated protein YbaB"	
"CPLX0-7817_RXN"	{"CPLX0-7817":1,"EG12181-MONOMER":-2}	"glutaredoxin 4"	
"CPLX0-7819_RXN"	{"CPLX0-7819":1,"KEFC-MONOMER":-2}	null	
"CPLX0-7820_RXN"	{"CPLX0-7820":1,"G6804-MONOMER":-10}	"3-hydroxy-2,4-pentadione 5-phosphate thiolase"	
"CPLX0-7822_RXN"	{"CPLX0-7822":1,"G7571-MONOMER":-2,"G7572-MONOMER":-2}	"MqsA-MqsR antitoxin/toxin complex"	
"CPLX0-7823_RXN"	{"CPLX0-7823":1,"G6783-MONOMER":null,"G6784-MONOMER":null}	"DosC-DosP complex"	
"CPLX0-7824_RXN"	{"CPLX0-7824":1,"EG11378-MONOMER":-2}	"iron-sulfur cluster insertion protein SufA"	
"CPLX0-7826_RXN"	{"CPLX0-7826":1,"G7530-MONOMER":-2}	"dITP/XTP pyrophosphatase"	
"CPLX0-7827_RXN"	{"CPLX0-7827":1,"G6326-MONOMER":-2}	"carboxylate-amine ligase"	
"CPLX0-782_RXN"	{"CPLX0-782":1,"EG11306-MONOMER":-2}	"lipoyl synthase"	
"CPLX0-7835_RXN"	{"CPLX0-7835":1,"G7287-MONOMER":-6}	"putative ethanolamine catabolic microcompartment shell protein EutM"	
"CPLX0-7836_RXN"	{"CPLX0-7836":1,"G7292-MONOMER":-6}	"putative ethanolamine catabolic microcompartment shell protein EutS"	
"CPLX0-7837_RXN"	{"CPLX0-7837":1,"EG11132-MONOMER":-4}	"phosphoenolpyruvate synthetase regulatory protein"	
"CPLX0-7838_RXN"	{"CPLX0-7838":1,"G7454-MONOMER":-2}	"cysteine sulfinate desulfinase"	
"CPLX0-7839_RXN"	{"CPLX0-7839":1,"G7455-MONOMER":-2}	"sulfur acceptor protein CsdE"	
"CPLX0-7841_RXN"	{"CPLX0-7841":1,"ALPHACOMP-MONOMER":-8}	"sulfite reductase, flavoprotein subunit complex"	
"CPLX0-7843_RXN"	{"CPLX0-7843":1,"FOCA-MONOMER":-5}	"formate channel FocA"	
"CPLX0-7844_RXN"	{"CPLX0-7844":1,"G6669-MONOMER":-2,"G6670-MONOMER":-2}	"<i>p</i>-aminobenzoyl-glutamate hydrolase"	
"CPLX0-7847_RXN"	{"CPLX0-7847":1,"PDXA-MONOMER":-2}	null	
"CPLX0-7848_RXN"	{"CPLX0-7848":1,"G7855-MONOMER":-6}	null	
"CPLX0-7852_RXN"	{"CPLX0-7852":1,"RCSB-MONOMER":-1,"EG11544-MONOMER":-1}	"GadE-RcsB DNA-binding transcriptional activator"	
"CPLX0-7853_RXN"	{"CPLX0-7853":1,"EG11835-MONOMER":-2}	"Der GTPase-activating protein YihI"	
"CPLX0-7854_RXN"	{"CPLX0-7854":1,"EG12202-MONOMER":-2}	"DNA-binding transcriptional repressor TreR"	
"CPLX0-7870_RXN"	{"CPLX0-7870":1,"ATOS-MONOMER":-2}	"sensor histidine kinase AtoS"	
"CPLX0-7877_RXN"	{"CPLX0-7877":1,"PGLUCISOM":-2}	null	
"CPLX0-7878_RXN"	{"CPLX0-7878":1,"G7236-MONOMER":-4}	null	
"CPLX0-7879_RXN"	{"CPLX0-7879":1,"EG10909-MONOMER":-1,"EG10666-MONOMER":-1}	"NusB-S10 complex"	
"CPLX0-7882_RXN"	{"CPLX0-7882":1,"NAPHTHOATE-SYN-MONOMER":-6}	null	
"CPLX0-7885_RXN"	{"CPLX0-7885":1,"MONOMER0-4196":null,"MONOMER0-4195":null}	"glutathione hydrolase"	
"CPLX0-7887_RXN"	{"CPLX0-7887":1,"G7242-MONOMER":-2}	"glutamate&mdash;pyruvate aminotransferase AlaC"	
"CPLX0-7888_RXN"	{"CPLX0-7888":1,"G7184-MONOMER":-2}	"glutamate&mdash;pyruvate aminotransferase AlaA"	
"CPLX0-7889_RXN"	{"CPLX0-7889":1,"EG11211-MONOMER":-2}	"EF-P-lysine lysyltransferase"	
"CPLX0-7904_RXN"	{"CPLX0-7904":1,"EG12030-MONOMER":-4}	"pyrimidine-specific ribonucleoside hydrolase RihB"	
"CPLX0-7906_RXN"	{"CPLX0-7906":1,"CAIT-MONOMER":-3}	null	
"CPLX0-7908_RXN"	{"CPLX0-7908":1,"EG12132-MONOMER":-4}	"iron-sulfur cluster insertion protein IscA"	
"CPLX0-7909_RXN"	{"CPLX0-7909":1,"G7366-MONOMER":null,"G7365-MONOMER":null}	"RnlA-RnlB toxin-antitoxin complex"	
"CPLX0-7910_RXN"	{"CPLX0-7910":1,"EG11413-MONOMER":-1,"EG11414-MONOMER":-1}	"DNA polymerase III, &psi;-&chi; subunit"	
"CPLX0-7912_RXN"	{"CPLX0-7912":1,"G7288-MONOMER":-2}	"phosphate acetyltransferase EutD"	
"CPLX0-7913_RXN"	{"CPLX0-7913":1,"EG11884-MONOMER":-2}	"tellurite methyltransferase"	
"CPLX0-7914_RXN"	{"CPLX0-7914":1,"G7425-MONOMER":-2}	"multifunctional nuclease Cas1"	
"CPLX0-7916_RXN"	{"CPLX0-7916":1,"G7948-MONOMER":-1,"RCSB-MONOMER":-1}	"RcsB-BglJ DNA-binding transcriptional activator"	
"CPLX0-7917_RXN"	{"CPLX0-7917":1,"G7553-MONOMER":-2}	"disulfide reductase / organic hydroperoxide reductase"	
"CPLX0-7921_RXN"	{"CPLX0-7921":1,"MANX-MONOMER":-2}	"mannose-specific PTS enzyme IIAB component"	
"CPLX0-7922_RXN"	{"CPLX0-7922":1,"EG11191-MONOMER":-2}	"nucleoid occlusion factor SlmA"	
"CPLX0-7923_RXN"	{"CPLX0-7923":1,"G6939-MONOMER":-2}	"ATP-independent periplasmic chaperone"	
"CPLX0-7927_RXN"	{"CPLX0-7927":1,"G6760-MONOMER":-2}	"NADPH-dependent curcumin/dihydrocurcumin reductase"	
"CPLX0-7928_RXN"	{"CPLX0-7928":1,"EG10836-MONOMER":-4}	"Qin prophage; antitoxin/DNA-binding transcriptional repressor RelB"	
"CPLX0-7929_RXN"	{"CPLX0-7929":1,"EG12844-MONOMER":-2}	"antitoxin/DNA-binding transcriptional repressor YefM"	
"CPLX0-7932_RXN"	{"CPLX0-7932":1,"CYTDEAM-MONOMER":-6}	"cytosine/isoguanine deaminase"	
