"name"	"comments"	"mw"	"location"	"reactionId"	"id"
"hydrogenase 4"		[0.0, 0.0, 0.0, 0.0, 0.0, 372615.193, 0.0, 0.0, 0.0]	["i"]	"CPLX0-250_RXN"	"CPLX0-250"
"molybdopterin synthase"		[0.0, 0.0, 0.0, 0.0, 0.0, 51451.950, 0.0, 0.0, 0.0]	["c"]	"CPLX0-2502_RXN"	"CPLX0-2502"
"2-methylcitrate synthase"		[0.0, 0.0, 0.0, 0.0, 0.0, 86198.676, 0.0, 0.0, 0.0]	["c"]	"CPLX0-251_RXN"	"CPLX0-251"
"KASIII"		[0.0, 0.0, 0.0, 0.0, 0.0, 67006.342, 0.0, 0.0, 0.0]	["c"]	"CPLX0-252_RXN"	"CPLX0-252"
"MoaB protein"		[0.0, 0.0, 0.0, 0.0, 0.0, 111966.798, 0.0, 0.0, 0.0]	["c"]	"CPLX0-2521_RXN"	"CPLX0-2521"
"NADPH quinone reductase"		[0.0, 0.0, 0.0, 0.0, 0.0, 43773.926, 0.0, 0.0, 0.0]	["c"]	"CPLX0-253_RXN"	"CPLX0-253"
"methylmalonyl-CoA decarboxylase"		[0.0, 0.0, 0.0, 0.0, 0.0, 174993.996, 0.0, 0.0, 0.0]	["c"]	"CPLX0-254_RXN"	"CPLX0-254"
"ModE transcriptional dual regulator"		[0.0, 0.0, 0.0, 0.0, 0.0, 56548.544, 0.0, 0.0, 0.0]	["i"]	"CPLX0-2541_RXN"	"CPLX0-2541"
"phenylhydantoinase"		[0.0, 0.0, 0.0, 0.0, 0.0, 204073.352, 0.0, 0.0, 0.0]	["c"]	"CPLX0-255_RXN"	"CPLX0-255"
"bacterial condensin MukBEF"		[0.0, 0.0, 0.0, 0.0, 0.0, 545348.184, 0.0, 0.0, 0.0]	["c"]	"CPLX0-2561_RXN"	"CPLX0-2561"
"Gef dimer"		[0.0, 0.0, 0.0, 0.0, 0.0, 11003.202, 0.0, 0.0, 0.0]	["i"]	"CPLX0-2621_RXN"	"CPLX0-2621"
"molecular chaperone, HSP90 family"		[0.0, 0.0, 0.0, 0.0, 0.0, 142789.070, 0.0, 0.0, 0.0]	["i"]	"CPLX0-2641_RXN"	"CPLX0-2641"
"McrBC restriction endonuclease"		[0.0, 0.0, 0.0, 0.0, 0.0, 93716.306, 0.0, 0.0, 0.0]	["c"]	"CPLX0-2661_RXN"	"CPLX0-2661"
"ClpXP protease specificity-enhancing factor"		[0.0, 0.0, 0.0, 0.0, 0.0, 36494.722, 0.0, 0.0, 0.0]	["c"]	"CPLX0-2681_RXN"	"CPLX0-2681"
"CysB-O-acetyl-L-serine DNA-binding transcriptional dual regulator"		[0.0, 0.0, 0.0, 0.0, 0.0, 144598.392, 147.130, 0.0, 0.0]	["c"]	"CPLX0-2781_RXN"	"CPLX0-2781"
"chaperone with DnaK; curved DNA-binding protein"		[0.0, 0.0, 0.0, 0.0, 0.0, 68904.198, 0.0, 0.0, 0.0]	["c"]	"CPLX0-2802_RXN"	"CPLX0-2802"
"BglG transcriptional antiterminator"		[0.0, 0.0, 0.0, 0.0, 0.0, 64190.552, 0.0, 0.0, 0.0]	["c"]	"CPLX0-2861_RXN"	"CPLX0-2861"
"DNA-binding, ATP-dependent protease La"		[0.0, 0.0, 0.0, 0.0, 0.0, 524576.790, 0.0, 0.0, 0.0]	["c"]	"CPLX0-2881_RXN"	"CPLX0-2881"
"serine protease Do"		[0.0, 0.0, 0.0, 0.0, 0.0, 592289.496, 0.0, 0.0, 0.0]	["i"]	"CPLX0-2921_RXN"	"CPLX0-2921"
"protease IV, a signal peptide peptidase"		[0.0, 0.0, 0.0, 0.0, 0.0, 268854.160, 0.0, 0.0, 0.0]	["i"]	"CPLX0-2941_RXN"	"CPLX0-2941"
"HflB, integral membrane ATP-dependent zinc metallopeptidase"		[0.0, 0.0, 0.0, 0.0, 0.0, 923366.448, 0.0, 0.0, 0.0]	["i"]	"CPLX0-2982_RXN"	"CPLX0-2982"
"primosomal replication protein N"		[0.0, 0.0, 0.0, 0.0, 0.0, 22888.524, 0.0, 0.0, 0.0]	["c"]	"CPLX0-3_RXN"	"CPLX0-3"
"peptidase D"		[0.0, 0.0, 0.0, 0.0, 0.0, 105724.770, 0.0, 0.0, 0.0]	["c"]	"CPLX0-3001_RXN"	"CPLX0-3001"
"3-octaprenyl-4-hydroxybenzoate carboxy-lyase"		[0.0, 0.0, 0.0, 0.0, 0.0, 333545.322, 0.0, 0.0, 0.0]	["i"]	"CPLX0-301_RXN"	"CPLX0-301"
"isoaspartyl dipeptidase"		[0.0, 0.0, 0.0, 0.0, 0.0, 328551.728, 0.0, 0.0, 0.0]	["c"]	"CPLX0-3021_RXN"	"CPLX0-3021"
"fructose 1,6-bisphosphatase II"		[0.0, 0.0, 0.0, 0.0, 0.0, 71690.874, 0.0, 0.0, 0.0]	["c"]	"CPLX0-303_RXN"	"CPLX0-303"
"peptidase T"		[0.0, 0.0, 0.0, 0.0, 0.0, 89815.008, 0.0, 0.0, 0.0]	["c"]	"CPLX0-3041_RXN"	"CPLX0-3041"
"aminopeptidase A/I and DNA-binding transcriptional repressor"		[0.0, 0.0, 0.0, 0.0, 0.0, 329274.432, 0.0, 0.0, 0.0]	["c"]	"CPLX0-3061_RXN"	"CPLX0-3061"
"proline aminopeptidase P II"		[0.0, 0.0, 0.0, 0.0, 0.0, 199185.956, 0.0, 0.0, 0.0]	["c"]	"CPLX0-3081_RXN"	"CPLX0-3081"
"ClpP serine protease"		[0.0, 0.0, 0.0, 0.0, 0.0, 324530.220, 0.0, 0.0, 0.0]	["c"]	"CPLX0-3101_RXN"	"CPLX0-3101"
"ClpX ATP-dependent protease specificity component and chaperone"		[0.0, 0.0, 0.0, 0.0, 0.0, 278058.462, 0.0, 0.0, 0.0]	["c"]	"CPLX0-3102_RXN"	"CPLX0-3102"
"ClpAP"		[0.0, 0.0, 0.0, 0.0, 0.0, 1334847.804, 0.0, 0.0, 0.0]	["c"]	"CPLX0-3104_RXN"	"CPLX0-3104"
"ClpXP"		[0.0, 0.0, 0.0, 0.0, 0.0, 880647.144, 0.0, 0.0, 0.0]	["c"]	"CPLX0-3107_RXN"	"CPLX0-3107"
"ClpAXP"		[0.0, 0.0, 0.0, 0.0, 0.0, 1107747.474, 0.0, 0.0, 0.0]	["c"]	"CPLX0-3108_RXN"	"CPLX0-3108"
"chromate reductase"		[0.0, 0.0, 0.0, 0.0, 0.0, 40741.228, 0.0, 0.0, 0.0]	["c"]	"CPLX0-3121_RXN"	"CPLX0-3121"
"quinol monooxygenase"		[0.0, 0.0, 0.0, 0.0, 0.0, 23056.860, 0.0, 0.0, 0.0]	["c"]	"CPLX0-3141_RXN"	"CPLX0-3141"
"N-succinyl-L-diaminopimelate desuccinylase"		[0.0, 0.0, 0.0, 0.0, 0.0, 82512.194, 0.0, 0.0, 0.0]	["c"]	"CPLX0-3161_RXN"	"CPLX0-3161"
"tetrahydrodipicolinate succinylase"		[0.0, 0.0, 0.0, 0.0, 0.0, 59776.362, 0.0, 0.0, 0.0]	["c"]	"CPLX0-3181_RXN"	"CPLX0-3181"
"murein DD-endopeptidase, penicillin-insensitive"		[0.0, 0.0, 0.0, 0.0, 0.0, 60279.696, 0.0, 0.0, 0.0]	["p"]	"CPLX0-3201_RXN"	"CPLX0-3201"
"pyridoxine 5'-phosphate synthase"		[0.0, 0.0, 0.0, 0.0, 0.0, 211010.888, 0.0, 0.0, 0.0]	["c"]	"CPLX0-321_RXN"	"CPLX0-321"
"inosine-guanosine kinase"		[0.0, 0.0, 0.0, 0.0, 0.0, 96871.758, 0.0, 0.0, 0.0]	["c"]	"CPLX0-322_RXN"	"CPLX0-322"
"DnaA initiator-associating factor for replication initiation"		[0.0, 0.0, 0.0, 0.0, 0.0, 84268.188, 0.0, 0.0, 0.0]	["c"]	"CPLX0-3221_RXN"	"CPLX0-3221"
"NapGH, alternative quinol dehydrogenase"		[0.0, 0.0, 0.0, 0.0, 0.0, 56810.692, 0.0, 0.0, 0.0]	["i"]	"CPLX0-3241_RXN"	"CPLX0-3241"
"RNase III"		[0.0, 0.0, 0.0, 0.0, 0.0, 51096.246, 0.0, 0.0, 0.0]	["c"]	"CPLX0-3281_RXN"	"CPLX0-3281"
"DNA replication inhibitor"		[0.0, 0.0, 0.0, 0.0, 0.0, 15933.984, 0.0, 0.0, 0.0]	["c"]	"CPLX0-3301_RXN"	"CPLX0-3301"
"CcmEFGH holocytochrome c synthetase"		[0.0, 0.0, 0.0, 0.0, 0.0, 148997.550, 0.0, 0.0, 0.0]	["i"]	"CPLX0-3323_RXN"	"CPLX0-3323"
"soluble NADH dehydrogenase fragment"		[0.0, 0.0, 0.0, 0.0, 0.0, 281967.385, 0.0, 0.0, 0.0]	["i"]	"CPLX0-3361_RXN"	"CPLX0-3361"
"GspC-O secreton  complex"		[0.0, 0.0, 0.0, 0.0, 0.0, 394592.016, 0.0, 0.0, 0.0]	["s"]	"CPLX0-3382_RXN"	"CPLX0-3382"
"fimbrial complex"		[0.0, 0.0, 0.0, 0.0, 0.0, 85613.631, 0.0, 0.0, 0.0]	["s"]	"CPLX0-3401_RXN"	"CPLX0-3401"
"fused 4'-phosphopantothenoylcysteine decarboxylase and phosphopantothenoylcysteine synthetase"		[0.0, 0.0, 0.0, 0.0, 0.0, 521260.164, 0.0, 0.0, 0.0]	["c"]	"CPLX0-341_RXN"	"CPLX0-341"
"ribonuclease E"		[0.0, 0.0, 0.0, 0.0, 0.0, 472663.524, 0.0, 0.0, 0.0]	["i"]	"CPLX0-3461_RXN"	"CPLX0-3461"
"acetaldehyde dehydrogenase"		[0.0, 0.0, 0.0, 0.0, 0.0, 225178.008, 0.0, 0.0, 0.0]	["c"]	"CPLX0-3482_RXN"	"CPLX0-3482"
"7-cyano-7-deazaguanine reductase"		[0.0, 0.0, 0.0, 0.0, 0.0, 65161.132, 0.0, 0.0, 0.0]	["c"]	"CPLX0-3501_RXN"	"CPLX0-3501"
"polynucleotide phosphorylase"		[0.0, 0.0, 0.0, 0.0, 0.0, 231177.135, 0.0, 0.0, 0.0]	["c"]	"CPLX0-3521_RXN"	"CPLX0-3521"
"RhlB, ATP-dependent RNA helicase of the RNA degradosome"		[0.0, 0.0, 0.0, 0.0, 0.0, 94252.238, 0.0, 0.0, 0.0]	["c"]	"CPLX0-3541_RXN"	"CPLX0-3541"
"GTP hydrolase involved in nickel liganding into hydrogenases"		[0.0, 0.0, 0.0, 0.0, 0.0, 63112.274, 0.0, 0.0, 0.0]	["c"]	"CPLX0-3561_RXN"	"CPLX0-3561"
"D-Tyr-tRNATyr deacylase"		[0.0, 0.0, 0.0, 0.0, 0.0, 31890.178, 0.0, 0.0, 0.0]	["c"]	"CPLX0-3581_RXN"	"CPLX0-3581"
"RNase BN"		[0.0, 0.0, 0.0, 0.0, 0.0, 65841.332, 0.0, 0.0, 0.0]	["c"]	"CPLX0-3601_RXN"	"CPLX0-3601"
"RNase T"		[0.0, 0.0, 0.0, 0.0, 0.0, 47027.472, 0.0, 0.0, 0.0]	["c"]	"CPLX0-3602_RXN"	"CPLX0-3602"
"replicative DNA helicase"		[0.0, 0.0, 0.0, 0.0, 0.0, 314226.774, 0.0, 0.0, 0.0]	["c"]	"CPLX0-3621_RXN"	"CPLX0-3621"
"&gamma;-aminobutyraldehyde dehydrogenase"		[0.0, 0.0, 0.0, 0.0, 0.0, 203272.488, 0.0, 0.0, 0.0]	["c"]	"CPLX0-3641_RXN"	"CPLX0-3641"
"fused heptose 7-phosphate kinase/heptose 1-phosphate adenyltransferase"		[0.0, 0.0, 0.0, 0.0, 0.0, 102081.484, 0.0, 0.0, 0.0]	["c"]	"CPLX0-3661_RXN"	"CPLX0-3661"
"ADP-L-glycero-D-mannoheptose-6-epimerase"		[0.0, 0.0, 0.0, 0.0, 0.0, 174390.820, 0.0, 0.0, 0.0]	["c"]	"CPLX0-3681_RXN"	"CPLX0-3681"
"ADP-sugar pyrophosphatase"		[0.0, 0.0, 0.0, 0.0, 0.0, 47307.586, 0.0, 0.0, 0.0]	["c"]	"CPLX0-3721_RXN"	"CPLX0-3721"
"glutamyl-tRNA reductase"		[0.0, 0.0, 0.0, 0.0, 0.0, 92591.834, 0.0, 0.0, 0.0]	["c"]	"CPLX0-3741_RXN"	"CPLX0-3741"
"DNA polymerase III, &beta; subunit"		[0.0, 0.0, 0.0, 0.0, 0.0, 81151.428, 0.0, 0.0, 0.0]	["c"]	"CPLX0-3761_RXN"	"CPLX0-3761"
"YefM-YoeB antitoxin/toxin complex and DNA-binding transcriptional repressor"		[0.0, 0.0, 0.0, 0.0, 0.0, 28793.842, 0.0, 0.0, 0.0]	["c"]	"CPLX0-3781_RXN"	"CPLX0-3781"
"HypA-HypB heterodimer"		[0.0, 0.0, 0.0, 0.0, 0.0, 44719.362, 0.0, 0.0, 0.0]	["i"]	"CPLX0-3821_RXN"	"CPLX0-3821"
"4-diphosphocytidyl-2-C-methylerythritol kinase"		[0.0, 0.0, 0.0, 0.0, 0.0, 61830.838, 0.0, 0.0, 0.0]	["c"]	"CPLX0-3841_RXN"	"CPLX0-3841"
"fructoselysine 3-epimerase"		[0.0, 0.0, 0.0, 0.0, 0.0, 249239.224, 0.0, 0.0, 0.0]	["c"]	"CPLX0-3861_RXN"	"CPLX0-3861"
"GDP-fucose synthase"		[0.0, 0.0, 0.0, 0.0, 0.0, 72274.538, 0.0, 0.0, 0.0]	["c"]	"CPLX0-3881_RXN"	"CPLX0-3881"
"&alpha;-D-xyloside xylohydrolase"		[0.0, 0.0, 0.0, 0.0, 0.0, 528357.540, 0.0, 0.0, 0.0]	["c"]	"CPLX0-3901_RXN"	"CPLX0-3901"
"heat shock protein, hemimethylated DNA-binding protein"		[0.0, 0.0, 0.0, 0.0, 0.0, 23538.330, 0.0, 0.0, 0.0]	["c"]	"CPLX0-3921_RXN"	"CPLX0-3921"
"primosome"		[0.0, 0.0, 0.0, 0.0, 0.0, 563033.344, 0.0, 0.0, 0.0]	["c"]	"CPLX0-3922_RXN"	"CPLX0-3922"
"predicted monooxygenase"		[0.0, 0.0, 0.0, 0.0, 0.0, 22565.708, 0.0, 0.0, 0.0]	["c"]	"CPLX0-3923_RXN"	"CPLX0-3923"
"FKBP-type peptidyl-prolyl cis-trans isomerase (rotamase)"		[0.0, 0.0, 0.0, 0.0, 0.0, 44410.350, 0.0, 0.0, 0.0]	["c"]	"CPLX0-3924_RXN"	"CPLX0-3924"
"DNA polymerase V"		[0.0, 0.0, 0.0, 0.0, 0.0, 77801.799, 0.0, 0.0, 0.0]	["c"]	"CPLX0-3925_RXN"	"CPLX0-3925"
"regulatory ATPase"		[0.0, 0.0, 0.0, 0.0, 0.0, 338297.736, 0.0, 0.0, 0.0]	["c"]	"CPLX0-3927_RXN"	"CPLX0-3927"
"D-arabinose 5-phosphate isomerase"		[0.0, 0.0, 0.0, 0.0, 0.0, 136106.296, 0.0, 0.0, 0.0]	["c"]	"CPLX0-3929_RXN"	"CPLX0-3929"
"FlhDC DNA-binding transcriptional dual regulator"		[0.0, 0.0, 0.0, 0.0, 0.0, 96400.342, 0.0, 0.0, 0.0]	["c"]	"CPLX0-3930_RXN"	"CPLX0-3930"
"Rep helicase, a single-stranded DNA dependent ATPase"		[0.0, 0.0, 0.0, 0.0, 0.0, 154045.044, 0.0, 0.0, 0.0]	["c"]	"CPLX0-3931_RXN"	"CPLX0-3931"
"AcrAD-TolC multidrug efflux transport system"		[0.0, 0.0, 0.0, 0.0, 0.0, 542512.595, 0.0, 0.0, 0.0]	["s"]	"CPLX0-3932_RXN"	"CPLX0-3932"
"Outer Membrane Protein Assembly Complex"		[0.0, 0.0, 0.0, 0.0, 0.0, 209371.210, 0.0, 0.0, 0.0]	["e"]	"CPLX0-3933_RXN"	"CPLX0-3933"
"GroEL-GroES chaperonin complex"		[0.0, 0.0, 0.0, 0.0, 0.0, 947714.922, 0.0, 0.0, 0.0]	["c"]	"CPLX0-3934_RXN"	"CPLX0-3934"
"dihydroneopterin aldolase"		[0.0, 0.0, 0.0, 0.0, 0.0, 108900.184, 0.0, 0.0, 0.0]	["c"]	"CPLX0-3936_RXN"	"CPLX0-3936"
"evolved &beta;-D-galactosidase"		[0.0, 0.0, 0.0, 0.0, 0.0, 541134.708, 0.0, 0.0, 0.0]	["c"]	"CPLX0-3937_RXN"	"CPLX0-3937"
"copper binding protein CutA"		[0.0, 0.0, 0.0, 0.0, 0.0, 36972.231, 0.0, 0.0, 0.0]	["c"]	"CPLX0-3938_RXN"	"CPLX0-3938"
"universal stress protein UP12"		[0.0, 0.0, 0.0, 0.0, 0.0, 31860.420, 0.0, 0.0, 0.0]	["c"]	"CPLX0-3939_RXN"	"CPLX0-3939"
"hydroxyphenylacetyl-CoA thioesterase"		[0.0, 0.0, 0.0, 0.0, 0.0, 59395.292, 0.0, 0.0, 0.0]	["c"]	"CPLX0-3941_RXN"	"CPLX0-3941"
"&gamma;-glutamyl-&gamma;-aminobutyrate hydrolase"		[0.0, 0.0, 0.0, 0.0, 0.0, 56002.108, 0.0, 0.0, 0.0]	["c"]	"CPLX0-3943_RXN"	"CPLX0-3943"
"XTPase / ITPase"		[0.0, 0.0, 0.0, 0.0, 0.0, 36417.384, 0.0, 0.0, 0.0]	["c"]	"CPLX0-3948_RXN"	"CPLX0-3948"
"thiazole synthase"		[0.0, 0.0, 0.0, 0.0, 0.0, 421244.844, 0.0, 0.0, 0.0]	["c"]	"CPLX0-3949_RXN"	"CPLX0-3949"
"tRNA m1G37 methyltransferase"		[0.0, 0.0, 0.0, 0.0, 0.0, 56826.826, 0.0, 0.0, 0.0]	["c"]	"CPLX0-3950_RXN"	"CPLX0-3950"
"penicillin-binding protein 1B"		[0.0, 0.0, 0.0, 0.0, 0.0, 188606.068, 0.0, 0.0, 0.0]	["i"]	"CPLX0-3951_RXN"	"CPLX0-3951"
"riboflavin synthase"		[0.0, 0.0, 0.0, 0.0, 0.0, 70316.871, 0.0, 0.0, 0.0]	["c"]	"CPLX0-3952_RXN"	"CPLX0-3952"
		[498321.023, 0.0, 0.0, 0.0, 0.0, 355147.399, 0.0, 0.0, 0.0]	["c"]	"CPLX0-3953_RXN"	"CPLX0-3953"
"S-lactoylglutathione hydrolase / S-formylglutathione hydrolase"		[0.0, 0.0, 0.0, 0.0, 0.0, 124993.356, 0.0, 0.0, 0.0]	["c"]	"CPLX0-3954_RXN"	"CPLX0-3954"
"50S ribosomal subunit protein L7/L12 dimer"		[0.0, 0.0, 0.0, 0.0, 0.0, 24574.354, 0.0, 0.0, 0.0]	["c"]	"CPLX0-3955_RXN"	"CPLX0-3955"
"50S ribosomal protein complex L8"		[0.0, 0.0, 0.0, 0.0, 0.0, 66863.405, 0.0, 0.0, 0.0]	["c"]	"CPLX0-3956_RXN"	"CPLX0-3956"
"SbcCD ATP-dependent dsDNA exonuclease"		[0.0, 0.0, 0.0, 0.0, 0.0, 163388.832, 0.0, 0.0, 0.0]	["c"]	"CPLX0-3957_RXN"	"CPLX0-3957"
"EcoKI restriction-modification system"		[0.0, 0.0, 0.0, 0.0, 0.0, 442132.858, 0.0, 0.0, 0.0]	["c"]	"CPLX0-3958_RXN"	"CPLX0-3958"
"Xer site-specific recombination system"		[0.0, 0.0, 0.0, 0.0, 0.0, 68090.421, 0.0, 0.0, 0.0]	["c"]	"CPLX0-3959_RXN"	"CPLX0-3959"
"transthyretin-related protein"		[0.0, 0.0, 0.0, 0.0, 0.0, 61850.732, 0.0, 0.0, 0.0]	["p"]	"CPLX0-3961_RXN"	"CPLX0-3961"
		[978120.721, 0.0, 0.0, 0.0, 0.0, 476233.866, 0.0, 0.0, 0.0]	["c"]	"CPLX0-3962_RXN"	"CPLX0-3962"
"ferritin iron-storage complex"		[0.0, 0.0, 0.0, 0.0, 0.0, 465858.936, 0.0, 0.0, 0.0]	["c"]	"CPLX0-3969_RXN"	"CPLX0-3969"
"murein tripeptide ABC transporter OppBCDFMppA"		[0.0, 0.0, 0.0, 0.0, 0.0, 200758.333, 0.0, 0.0, 0.0]	["i"]	"CPLX0-3970_RXN"	"CPLX0-3970"
"GDP-mannose hydrolase"		[0.0, 0.0, 0.0, 0.0, 0.0, 43475.310, 0.0, 0.0, 0.0]	["c"]	"CPLX0-3971_RXN"	"CPLX0-3971"
"Enterobacterial Common Antigen Biosynthesis Protein Complex"		[0.0, 0.0, 0.0, 0.0, 0.0, 135995.926, 0.0, 0.0, 0.0]	["i"]	"CPLX0-3976_RXN"	"CPLX0-3976"
"hydroxylated aromatic carboxylic acid efflux transporter"		[0.0, 0.0, 0.0, 0.0, 0.0, 108354.638, 0.0, 0.0, 0.0]	["i"]	"CPLX0-4_RXN"	"CPLX0-4"
"EntS-TolC Enterobactin Efflux Transport System"		[0.0, 0.0, 0.0, 0.0, 0.0, 204498.752, 0.0, 0.0, 0.0]	["s"]	"CPLX0-5_RXN"	"CPLX0-5"
"ModE-MoO42- DNA-binding transcriptional dual regulator"		[0.0, 0.0, 0.0, 0.0, 0.0, 56548.544, 159.936, 0.0, 0.0]	["i"]	"CPLX0-6_RXN"	"CPLX0-6"
"predicted hydrolase"		[0.0, 0.0, 0.0, 0.0, 0.0, 184754.776, 0.0, 0.0, 0.0]	["c"]	"CPLX0-661_RXN"	"CPLX0-661"
"NAD kinase"		[0.0, 0.0, 0.0, 0.0, 0.0, 195374.946, 0.0, 0.0, 0.0]	["c"]	"CPLX0-682_RXN"	"CPLX0-682"
"N-acetylmuramic acid PTS permease"		[0.0, 0.0, 0.0, 0.0, 0.0, 68047.269, 0.0, 0.0, 0.0]	["i"]	"CPLX0-7_RXN"	"CPLX0-7"
"2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase"		[0.0, 0.0, 0.0, 0.0, 0.0, 50683.776, 0.0, 0.0, 0.0]	["c"]	"CPLX0-721_RXN"	"CPLX0-721"
"lipid A disaccharide synthase"		[0.0, 0.0, 0.0, 0.0, 0.0, 339045.256, 0.0, 0.0, 0.0]	["i"]	"CPLX0-7415_RXN"	"CPLX0-7415"
"IS2 insertion element repressor InsA"		[0.0, 0.0, 0.0, 0.0, 0.0, 30297.750, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7417_RXN"	"CPLX0-7417"
"MprA DNA-binding transcriptional repressor"		[0.0, 0.0, 0.0, 0.0, 0.0, 41117.040, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7418_RXN"	"CPLX0-7418"
"tRNA Um32 methyltransferase / tRNA Cm32 methyltransferase"		[0.0, 0.0, 0.0, 0.0, 0.0, 54084.034, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7420_RXN"	"CPLX0-7420"
"tRNA (cytidine/uridine-2'-O)-ribose methyltransferase"		[0.0, 0.0, 0.0, 0.0, 0.0, 35448.636, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7421_RXN"	"CPLX0-7421"
"predicted rRNA methyltransferase"		[0.0, 0.0, 0.0, 0.0, 0.0, 50504.200, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7422_RXN"	"CPLX0-7422"
"23S rRNA m3&Psi;1915 methyltransferase"		[0.0, 0.0, 0.0, 0.0, 0.0, 34622.278, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7423_RXN"	"CPLX0-7423"
"HipAB toxin/antitoxin complex and DNA-binding transcriptional repressor"		[0.0, 0.0, 0.0, 0.0, 0.0, 69310.889, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7425_RXN"	"CPLX0-7425"
"octaprenyl diphosphate synthase"		[0.0, 0.0, 0.0, 0.0, 0.0, 70391.924, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7426_RXN"	"CPLX0-7426"
"1-deoxyxylulose-5-phosphate synthase"		[0.0, 0.0, 0.0, 0.0, 0.0, 135218.378, 0.0, 0.0, 0.0]	["c"]	"CPLX0-743_RXN"	"CPLX0-743"
"putative structural protein"		[0.0, 0.0, 0.0, 0.0, 0.0, 37182.366, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7444_RXN"	"CPLX0-7444"
"Flagellar Motor Switch Complex"		[0.0, 0.0, 0.0, 0.0, 0.0, 2257069.478, 0.0, 0.0, 0.0]	["s"]	"CPLX0-7450_RXN"	"CPLX0-7450"
"Flagellar Export Apparatus"		[0.0, 0.0, 0.0, 0.0, 0.0, 808423.133, 0.0, 0.0, 0.0]	["s"]	"CPLX0-7451_RXN"	"CPLX0-7451"
"Flagellum"		[0.0, 0.0, 0.0, 0.0, 0.0, 8813227.496, 0.0, 0.0, 0.0]	["s"]	"CPLX0-7452_RXN"	"CPLX0-7452"
"glycolate oxidase"		[0.0, 0.0, 0.0, 0.0, 0.0, 137259.302, 0.0, 0.0, 0.0]	["i"]	"CPLX0-7458_RXN"	"CPLX0-7458"
"shikimate dehydrogenase / quinate dehydrogenase"		[0.0, 0.0, 0.0, 0.0, 0.0, 62437.752, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7462_RXN"	"CPLX0-7462"
"alanine racemase 2, PLP-binding"		[0.0, 0.0, 0.0, 0.0, 0.0, 77685.596, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7465_RXN"	"CPLX0-7465"
"xylulokinase"		[0.0, 0.0, 0.0, 0.0, 0.0, 105212.792, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7466_RXN"	"CPLX0-7466"
"cyanase"		[0.0, 0.0, 0.0, 0.0, 0.0, 170448.720, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7520_RXN"	"CPLX0-7520"
"carbonic anhydrase 2"		[0.0, 0.0, 0.0, 0.0, 0.0, 100367.400, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7521_RXN"	"CPLX0-7521"
"2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase"		[0.0, 0.0, 0.0, 0.0, 0.0, 122716.486, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7525_RXN"	"CPLX0-7525"
"capsular polysaccharide export apparatus"		[0.0, 0.0, 0.0, 0.0, 0.0, 652630.136, 0.0, 0.0, 0.0]	["s"]	"CPLX0-7529_RXN"	"CPLX0-7529"
"outer membrane porin E"		[0.0, 0.0, 0.0, 0.0, 0.0, 116742.156, 0.0, 0.0, 0.0]	["e"]	"CPLX0-7530_RXN"	"CPLX0-7530"
"ammonia / ammonium transporter"		[0.0, 0.0, 0.0, 0.0, 0.0, 133541.766, 0.0, 0.0, 0.0]	["i"]	"CPLX0-7532_RXN"	"CPLX0-7532"
"outer membrane porin C"		[0.0, 0.0, 0.0, 0.0, 0.0, 121065.318, 0.0, 0.0, 0.0]	["e"]	"CPLX0-7533_RXN"	"CPLX0-7533"
"outer membrane porin F"		[0.0, 0.0, 0.0, 0.0, 0.0, 117969.981, 0.0, 0.0, 0.0]	["e"]	"CPLX0-7534_RXN"	"CPLX0-7534"
"AdiC arginine:agmatine antiporter"		[0.0, 0.0, 0.0, 0.0, 0.0, 93703.884, 0.0, 0.0, 0.0]	["i"]	"CPLX0-7535_RXN"	"CPLX0-7535"
"FKBP-type peptidyl prolyl cis-trans isomerase"		[0.0, 0.0, 0.0, 0.0, 0.0, 41653.434, 0.0, 0.0, 0.0]	["c"]	"CPLX0-7536_RXN"	"CPLX0-7536"
"cell division factor ZapA, localizes to the cytokinetic ring"		[0.0, 0.0, 0.0, 0.0, 0.0, 50368.824, 0.0, 0.0, 0.0]	["i"]	"CPLX0-7538_RXN"	"CPLX0-7538"
"AlaS-L-alanine"		[0.0, 0.0, 0.0, 0.0, 0.0, 96009.591, 89.094, 0.0, 0.0]	["c"]	"CPLX0-7541_RXN"	"CPLX0-7541"
