frameId	Name	Left	Right	Rho Dependent	Component of
TERM_WC-2701	TERM_WC_pykA	1937118	1935518		"[""TU0-14633""]"
TERM_WC-2702	TERM_WC_iap	2875643	2874558		"[""TU0-42072""]"
TERM_WC-2703	TERM_WC_yodC	2026209	2026210		"[""TU0-13461""]"
TERM_WC-2704	TERM_WC_yifB	3946469	3946470		"[""TU0-8602""]"
TERM_WC-2705	TERM_WC_rbn	2380550	2379603		"[""TU0-13573""]"
TERM_WC-2706	TERM_WC_msrB	1860037	1860038		"[""TU0-41857""]"
TERM_WC-2707	TERM_WC_gcvR	2598503	2597901		"[""TU0-6503""]"
TERM_WC-2708	TERM_WC_yhcH	3367033	3367034		"[""TU0-42200""]"
TERM_WC-2709	TERM_WC_gltX	2517276	2517277		"[""TU0-6551""]"
TERM_WC-271	TERM_WC_ynfK	1664545	1664546		"[""TU0-41812""]"
TERM_WC-2710	TERM_WC_yrhB	3583069	3582743		"[""TU0-42255""]"
TERM_WC-2711	TERM_WC_rsmF	1919689	1918247		"[""TU0-13428""]"
TERM_WC-2712	TERM_WC_trpA	1314437	1314438		"[""TU0-41724""]"
TERM_WC-2713	TERM_WC_hinT-ycfL-lpoB-thiK-nagZ-ycfP	1164911	1161050		"[""TU0-41670""]"
TERM_WC-2714	TERM_WC_yieP-hsrA	3937205	3937206		"[""TU0-14033""]"
TERM_WC-2715	TERM_WC_setC	3836163	3834767		"[""TU0-42316""]"
TERM_WC-2716	TERM_WC_fsr	502697	502698		"[""TU0-41526""]"
TERM_WC-2717	TERM_WC_cbrA	3868467	3867400		"[""TU0-42468""]"
TERM_WC-2718	TERM_WC_clcA	176531	175052		"[""TU0-12821""]"
TERM_WC-2719	TERM_WC_ydaSTUVW-rzpR	1421671	1418284		"[""TU0-41751""]"
TERM_WC-272	TERM_WC_ggt	3583101	3583102		"[""TU0-8802""]"
TERM_WC-2720	TERM_WC_cysQ	4435521	4434778		"[""TU0-14162""]"
TERM_WC-2721	TERM_WC_tatABC	4022362	4019932		"[""TU0-14052""]"
TERM_WC-2722	TERM_WC_yheO-tusDCB	3472697	3472698		"[""TU0-14661""]"
TERM_WC-2723	TERM_WC_yacL	134753	134339		"[""TU0-12813""]"
TERM_WC-2724	TERM_WC_gltP	4293820	4292330		"[""TU0-42381""]"
TERM_WC-2725	TERM_WC_leuO	85315	84304		"[""TU0-42477""]"
TERM_WC-2726	TERM_WC_metE	4013340	4010907		"[""TU0-8221""]"
TERM_WC-2727	TERM_WC_insH-3	687217	687218		"[""TU0-41575""]"
TERM_WC-2728	TERM_WC_murQP	2546122	2543763		"[""TU0-14715""]"
TERM_WC-2729	TERM_WC_kdpE	720276	720277		"[""TU0-41579""]"
TERM_WC-273	TERM_WC_yedI	2026470	2026471		"[""TU0-41905""]"
TERM_WC-2730	TERM_WC_potD	1181003	1181004		"[""TU0-41679""]"
TERM_WC-2731	TERM_WC_ycgJ	1226194	1225701		"[""TU0-8687""]"
TERM_WC-2732	TERM_WC_yfiD	2714085	2714086		"[""TU0-1143""]"
TERM_WC-2733	TERM_WC_ycbX	1005711	1005712		"[""TU0-8678""]"
TERM_WC-2734	TERM_WC_tppB	1712298	1710695		"[""TU0-8473""]"
TERM_WC-2735	TERM_WC_slyA	1718411	1718412		"[""TU0-8511""]"
TERM_WC-2736	TERM_WC_yhaKL	3253232	3252296		"[""TU0-42167""]"
TERM_WC-2737	TERM_WC_ygjQ	3235257	3234387		"[""TU0-42155""]"
TERM_WC-2738	TERM_WC_yjbI	4250309	4248978		"[""TU0-14114""]"
TERM_WC-2739	TERM_WC_bdm-sra	1553847	1553848		"[""TU0-7141""]"
TERM_WC-274	TERM_WC_map-glnD-dapD	185120	185121		"[""TU0-12827""]"
TERM_WC-2740	TERM_WC_trg	1492137	1490463		"[""TU0-14627""]"
TERM_WC-2741	TERM_WC_yddJ	1542405	1542406		"[""TU0-41788""]"
TERM_WC-2742	TERM_WC_ycgR	1243013	1243014		"[""TU0-1548""]"
TERM_WC-2743	TERM_WC_uspC	1978208	1977643		"[""TU0-41895""]"
TERM_WC-2744	TERM_WC_yniC	1808075	1807350		"[""TU0-13383""]"
TERM_WC-2745	TERM_WC_yegS	2167638	2166567		"[""TU0-41937""]"
TERM_WC-2746	TERM_WC_yffQR	2562397	2561431		"[""TU0-42024""]"
TERM_WC-2747	TERM_WC_hypF	2833192	2833193		"[""TU0-14407""]"
TERM_WC-2748	TERM_WC_acrAB	480475	480476		"[""TU00233""]"
TERM_WC-2749	TERM_WC_yiaT	3749148	3749149		"[""TU0-42296""]"
TERM_WC-275	TERM_WC_rpoS	2864578	2864579		"[""TU0-14649""]"
TERM_WC-2750	TERM_WC_insL-3	2513468	2512344		"[""TU0-13617""]"
TERM_WC-2751	TERM_WC_gntT	3545900	3544427		"[""TU00229""]"
TERM_WC-2752	TERM_WC_yegJ	2149673	2149075		"[""TU0-41936""]"
TERM_WC-2753	TERM_WC_yhaJ	3251337	3251338		"[""TU0-8573""]"
TERM_WC-2754	TERM_WC_yddG	1544309	1544310		"[""TU0-13284""]"
TERM_WC-2755	TERM_WC_rpe-gph-trpS	3510653	3510654		"[""TU877""]"
TERM_WC-2756	TERM_WC_gapA	1861793	1860264		"[""TU0-42480""]"
TERM_WC-2757	TERM_WC_ssuB	992497	992498		"[""TU0-41625""]"
TERM_WC-2758	TERM_WC_ttdABT	3207512	3204446		"[""TU00368""]"
TERM_WC-2759	TERM_WC_yeiQ	2265736	2264236		"[""TU0-41962""]"
TERM_WC-276	TERM_WC_ycjMNOPQRSTUV-ymjB	1379929	1368209		"[""TU0-13212""]"
TERM_WC-2760	TERM_WC_fryBC-ypdFE-fryA	2500009	2500010		"[""TU0-13614""]"
TERM_WC-2761	TERM_WC_yraH	3286035	3285313		"[""TU0-42175""]"
TERM_WC-2762	TERM_WC_surA-pdxA-rsmA-apaGH	50377	50378		"[""TU00362""]"
TERM_WC-2763	TERM_WC_sodB	1733986	1733347		"[""TU0-1681""]"
TERM_WC-2764	TERM_WC_yhhA	3585409	3584752		"[""TU0-42256""]"
TERM_WC-2765	TERM_WC_yceQ	1144048	1143603		"[""TU0-13133""]"
TERM_WC-2766	TERM_WC_cheW	1970857	1970858		"[""TU0-41891""]"
TERM_WC-2767	TERM_WC_dinQ	3645725	3645726		"[""TU0-8263""]"
TERM_WC-2768	TERM_WC_yhhM	3603271	3603272		"[""TU0-8584""]"
TERM_WC-2769	TERM_WC_mltA	2944100	2944101		"[""TU0-13743""]"
TERM_WC-277	TERM_WC_serB	4623889	4622918		"[""TU0-14224""]"
TERM_WC-2770	TERM_WC_yfeX	2547665	2547666		"[""TU0-42019""]"
TERM_WC-2771	TERM_WC_nhaAR	19623	17458		"[""TU00200""]"
TERM_WC-2772	TERM_WC_moeAB	863600	863601		"[""TU00302""]"
TERM_WC-2773	TERM_WC_uvrB	814773	812685		"[""TU00070""]"
TERM_WC-2774	TERM_WC_sfmHF	563071	561565		"[""TU0-12968""]"
TERM_WC-2775	TERM_WC_matP	1018163	1017682		"[""TU0-8677""]"
TERM_WC-2776	TERM_WC_aceBAK	4218358	4213425		"[""TU00001""]"
TERM_WC-2777	TERM_WC_insC-2D-2-insCD-2	1465942	1465943		"[""TU0-13245""]"
TERM_WC-2778	TERM_WC_mdh	3381349	3381350		"[""TU00108""]"
TERM_WC-2779	TERM_WC_gfcE-etp-etk	1041250	1041251		"[""TU0-13106""]"
TERM_WC-278	TERM_WC_yihR	4067495	4067496		"[""TU0-14067""]"
TERM_WC-2780	TERM_WC_efeOB	1083873	1081377		"[""TU0-41646""]"
TERM_WC-2781	TERM_WC_yeiW	2263060	2263061		"[""TU0-41960""]"
TERM_WC-2782	TERM_WC_ycjY	1388954	1388955		"[""TU0-13216""]"
TERM_WC-2783	TERM_WC_asnA	3926173	3925152		"[""TU00112""]"
TERM_WC-2784	TERM_WC_yaiT	390938	389475		"[""TU0-8550""]"
TERM_WC-2785	TERM_WC_pcnB-folK	157250	157251		"[""TU0-8361""]"
TERM_WC-2786	TERM_WC_pinR	1431105	1431106		"[""TU0-13237""]"
TERM_WC-2787	TERM_WC_rsmD-yhhL	3603274	3602320		"[""TU0-42261""]"
TERM_WC-2788	TERM_WC_ascFB	2840439	2837451		"[""TU00241""]"
TERM_WC-2789	TERM_WC_casABCDE12	2876588	2876589		"[""TU0-13725""]"
TERM_WC-279	TERM_WC_yfcN	2447182	2446590		"[""TU0-8733""]"
TERM_WC-2790	TERM_WC_pagP	656343	655749		"[""TU0-7821""]"
TERM_WC-2791	TERM_WC_cbl	2057985	2057986		"[""TU0-1342""]"
TERM_WC-2792	TERM_WC_hybOABCDEFG	3137735	3137736		"[""TU00289""]"
TERM_WC-2793	TERM_WC_glnB	2685089	2685090		"[""TU00473""]"
TERM_WC-2794	TERM_WC_insK	3720075	3719088		"[""TU0-8262""]"
TERM_WC-2795	TERM_WC_ydiJIH	1762955	1762956		"[""TU0-13368""]"
TERM_WC-2796	TERM_WC_ybdM	633967	633968		"[""TU0-12992""]"
TERM_WC-2797	TERM_WC_ydfV	1644229	1643921		"[""TU0-13326""]"
TERM_WC-2798	TERM_WC_fecIR	4514784	4514785		"[""TU00460""]"
TERM_WC-2799	TERM_WC_recAX	2820158	2820159		"[""TU0-4525""]"
TERM_WC-28	TERM_WC_gpsA	3780662	3780663		"[""TU0-42303""]"
TERM_WC-280	TERM_WC_insH-1	273322	273323		"[""TU0-8831""]"
TERM_WC-2800	TERM_WC_ydcF	1486062	1485255		"[""TU0-41765""]"
TERM_WC-2801	TERM_WC_ybjX	917348	917349		"[""TU0-8513""]"
TERM_WC-2802	TERM_WC_ybdH	631609	631610		"[""TU0-41553""]"
TERM_WC-2803	TERM_WC_nupG	3104995	3103673		"[""TU00129""]"
TERM_WC-2804	TERM_WC_fabI	1348272	1348273		"[""TU0-13204""]"
TERM_WC-2805	TERM_WC_ypjB	2781657	2781658		"[""TU0-13702""]"
TERM_WC-2806	TERM_WC_yadS	176998	176999		"[""TU0-41454""]"
TERM_WC-2807	TERM_WC_yecF	1994069	1993741		"[""TU0-8716""]"
TERM_WC-2808	TERM_WC_ada-alkB	2306710	2306711		"[""TU00072""]"
TERM_WC-2809	TERM_WC_yphCB	2671835	2671836		"[""TU0-13662""]"
TERM_WC-281	TERM_WC_ycaI-msbA-lpxK-ycaQ	969847	963331		"[""TU0-41624""]"
TERM_WC-2810	TERM_WC_yidR	3866082	3866083		"[""TU0-8598""]"
TERM_WC-2811	TERM_WC_ybhM	820732	820001		"[""TU0-13048""]"
TERM_WC-2812	TERM_WC_mhpR-lacI	365649	365650		"[""TU0-2405""]"
TERM_WC-2813	TERM_WC_yhcF	3365667	3364911		"[""TU0-42199""]"
TERM_WC-2814	TERM_WC_pbpG	2221957	2221958		"[""TU0-41949""]"
TERM_WC-2815	TERM_WC_ydaM	1404584	1404585		"[""TU0-8697""]"
TERM_WC-2816	TERM_WC_mdtH	1123338	1123339		"[""TU0-13131""]"
TERM_WC-2817	TERM_WC_cysT-leuZ	1989836	1989837		"[""TU0-41900""]"
TERM_WC-2818	TERM_WC_garD	3274878	3273304		"[""TU0-4461""]"
TERM_WC-2819	TERM_WC_acrR	485635	484923		"[""TU0-8325""]"
TERM_WC-282	TERM_WC_cpxRA	4101622	4101623		"[""TU0-3""]"
TERM_WC-2820	TERM_WC_ybjP	903172	903173		"[""TU0-8201""]"
TERM_WC-2821	TERM_WC_gltIJKL-sroC	683750	683751		"[""TU0-3641""]"
TERM_WC-2822	TERM_WC_ybfL	737187	736123		"[""TU0-13029""]"
TERM_WC-2823	TERM_WC_yoaC	1892459	1892124		"[""TU0-41865""]"
TERM_WC-2824	TERM_WC_ybcN-ninE-ybcO-rusA-ylcG	573096	571537		"[""TU0-41546""]"
TERM_WC-2825	TERM_WC_yijP	4146552	4146553		"[""TU0-14094""]"
TERM_WC-2826	TERM_WC_dgsA-ynfK	1664545	1664546		"[""TU790""]"
TERM_WC-2827	TERM_WC_mmuPM	276874	274343		"[""TU0-12864""]"
TERM_WC-2828	TERM_WC_pdxJ-acpS	2698637	2698638		"[""TU484""]"
TERM_WC-2829	TERM_WC_ygeI	2991881	2991613		"[""TU0-42094""]"
TERM_WC-283	TERM_WC_yhdJ	3410562	3409639		"[""TU0-13905""]"
TERM_WC-2830	TERM_WC_ybdO	635936	635937		"[""TU0-12994""]"
TERM_WC-2831	TERM_WC_ycfT	1173312	1173313		"[""TU0-13140""]"
TERM_WC-2832	TERM_WC_yeaP	1876767	1875690		"[""TU0-41862""]"
TERM_WC-2833	TERM_WC_alaA	2406803	2405430		"[""TU0-13579""]"
TERM_WC-2834	TERM_WC_nudE	3523608	3523609		"[""TU0-8815""]"
TERM_WC-2835	TERM_WC_yhbE-obgE	3328601	3328602		"[""TU0-13884""]"
TERM_WC-2836	TERM_WC_yfiRN	2741634	2739844		"[""TU0-14765""]"
TERM_WC-2837	TERM_WC_yhaJ	3251337	3251338		"[""TU0-42166""]"
TERM_WC-2838	TERM_WC_C0465	1970843	1970763		"[""TU0-14240""]"
TERM_WC-2839	TERM_WC_dinB-yafNOP	253164	250880		"[""TU0-12853""]"
TERM_WC-284	TERM_WC_osmF-yehYXW	2213764	2213765		"[""TU0-5341""]"
TERM_WC-2840	TERM_WC_yjhBC	4504431	4501905		"[""TU0-42416""]"
TERM_WC-2841	TERM_WC_asnW	2056048	2056049		"[""TU0-3561""]"
TERM_WC-2842	TERM_WC_yjcD	4277854	4276344		"[""TU0-14123""]"
TERM_WC-2843	TERM_WC_yjgA	4455334	4455335		"[""TU0-42406""]"
TERM_WC-2844	TERM_WC_metK	3085885	3084599		"[""TU0-1783""]"
TERM_WC-2845	TERM_WC_yraH	3286035	3285387		"[""TU0-13873""]"
TERM_WC-2846	TERM_WC_apbE	2308498	2308499		"[""TU0-13561""]"
TERM_WC-2847	TERM_WC_rdlC	1269686	1269614		"[""TU0-8498""]"
TERM_WC-2848	TERM_WC_araC	71268	70241		"[""TU00003""]"
TERM_WC-2849	TERM_WC_cmtBA-yggPFDC	3071995	3071996		"[""TU0-13801""]"
TERM_WC-285	TERM_WC_sseA	2651364	2650413		"[""TU0-8526""]"
TERM_WC-2850	TERM_WC_yahL	344218	343400		"[""TU0-12896""]"
TERM_WC-2851	TERM_WC_ygaXY	2807518	2806338		"[""TU0-13712""]"
TERM_WC-2852	TERM_WC_yciA	1309869	1309870		"[""TU0-13189""]"
TERM_WC-2853	TERM_WC_mscS	3066966	3066967		"[""TU0-13800""]"
TERM_WC-2854	TERM_WC_ibaG	3334568	3334569		"[""TU0-42191""]"
TERM_WC-2855	TERM_WC_ibaG	3334568	3334569		"[""TU0-13888""]"
TERM_WC-2856	TERM_WC_manXYZ	1902773	1899957		"[""TU00196""]"
TERM_WC-2857	TERM_WC_alx	3237570	3236392		"[""TU0-42158""]"
TERM_WC-2858	TERM_WC_ybdN	634569	634570		"[""TU0-12993""]"
TERM_WC-2859	TERM_WC_yjgR	4486581	4486582		"[""TU0-14177""]"
TERM_WC-286	TERM_WC_yceK	1113032	1112802		"[""TU0-13124""]"
TERM_WC-2860	TERM_WC_yhbQ	3298293	3297961		"[""TU0-8576""]"
TERM_WC-2861	TERM_WC_uspC	1978208	1977682		"[""TU0-41894""]"
TERM_WC-2862	TERM_WC_mviM	1126955	1125827		"[""TU0-14350""]"
TERM_WC-2863	TERM_WC_yodD	2023240	2023010		"[""TU0-8648""]"
TERM_WC-2864	TERM_WC_yohJK	2229739	2228531		"[""TU0-13535""]"
TERM_WC-2865	TERM_WC_aroKB-damX-dam-rpe-gph-trpS	3510653	3510654		"[""TU873""]"
TERM_WC-2866	TERM_WC_ybeF	659645	659646		"[""TU0-41557""]"
TERM_WC-2867	TERM_WC_yjbB	4227388	4225625		"[""TU0-14107""]"
TERM_WC-2868	TERM_WC_idnDOTR	4488161	4488162		"[""TU0-4682""]"
TERM_WC-2869	TERM_WC_yjiV	4574881	4572158		"[""TU0-14207""]"
TERM_WC-287	TERM_WC_serV-argVYZQ	2815803	2815804		"[""TU00515""]"
TERM_WC-2870	TERM_WC_dpiBA	653768	651395		"[""TU0-14751""]"
TERM_WC-2871	TERM_WC_ymdA	1104951	1104635		"[""TU0-41654""]"
TERM_WC-2872	TERM_WC_mscL	3436459	3436023		"[""TU0-13909""]"
TERM_WC-2873	TERM_WC_rarD	4001308	4001309		"[""TU0-42338""]"
TERM_WC-2874	TERM_WC_bamD	2734908	2733983		"[""TU-8391""]"
TERM_WC-2875	TERM_WC_rrsA-ileT-alaT-rrlA-rrfA	4038662	4033262		"[""TU0-1181""]"
TERM_WC-2876	TERM_WC_ansP	1522502	1522503		"[""TU0-8147""]"
TERM_WC-2877	TERM_WC_ygjQ	3235257	3234421		"[""TU0-13857""]"
TERM_WC-2878	TERM_WC_ycaP	956680	955985		"[""TU0-13085""]"
TERM_WC-2879	TERM_WC_yahM	344876	344560		"[""TU0-41499""]"
TERM_WC-288	TERM_WC_rspA-rspB	1650917	1650918		"[""TU0-13333""]"
TERM_WC-2880	TERM_WC_nepI	3838569	3838570		"[""TU0-14010""]"
TERM_WC-2881	TERM_WC_leuX	4494515	4494409		"[""TU00506""]"
TERM_WC-2882	TERM_WC_pdxY	1713047	1713048		"[""TU0-14496""]"
TERM_WC-2883	TERM_WC_yjfZ	4424648	4424649		"[""TU0-42398""]"
TERM_WC-2884	TERM_WC_araJ	410518	410519		"[""TU00099""]"
TERM_WC-2885	TERM_WC_yfjLK	2759370	2759371		"[""TU0-13692""]"
TERM_WC-2886	TERM_WC_acpT	3611582	3610992		"[""TU0-13947""]"
TERM_WC-2887	TERM_WC_yedWV	2034815	2034816		"[""TU0-13467""]"
TERM_WC-2888	TERM_WC_aaeB	3384240	3384241		"[""TU0-42206""]"
TERM_WC-2889	TERM_WC_yedN_1N_2	2009369	2009370		"[""TU0-13458""]"
TERM_WC-289	TERM_WC_tnaCAB	3889509	3886434		"[""TU00085""]"
TERM_WC-2890	TERM_WC_frlABCDR	3502808	3497781		"[""TU0-42234""]"
TERM_WC-2891	TERM_WC_lgt-thyA	2962380	2962381		"[""TU00295""]"
TERM_WC-2892	TERM_WC_higA	3231747	3231748		"[""TU0-42154""]"
TERM_WC-2893	TERM_WC_gpmM-envC-yibQ	3787086	3783258		"[""TU0-13998""]"
TERM_WC-2894	TERM_WC_yihLM	4060171	4058395		"[""TU0-14062""]"
TERM_WC-2895	TERM_WC_ydiH	1762955	1762956		"[""TU0-41835""]"
TERM_WC-2896	TERM_WC_yqeIJ	2987811	2986458		"[""TU0-42088""]"
TERM_WC-2897	TERM_WC_apaH	50377	50378		"[""TU0-41436""]"
TERM_WC-2898	TERM_WC_ychN	1272466	1272467		"[""TU0-8690""]"
TERM_WC-2899	TERM_WC_fepB	622774	622775		"[""TU00164""]"
TERM_WC-29	TERM_WC_ycjD	1349428	1349429		"[""TU0-41736""]"
TERM_WC-290	TERM_WC_uspG	640659	640660		"[""TU0-8536""]"
TERM_WC-2900	TERM_WC_ftsYEX	3599048	3599049		"[""TU00278""]"
TERM_WC-2901	TERM_WC_yffO-yffP	2561142	2560075		"[""TU0-42449""]"
TERM_WC-2902	TERM_WC_yaeI	184254	184255		"[""TU0-12826""]"
TERM_WC-2903	TERM_WC_talA-tktB	2579664	2576610		"[""TU0-6921""]"
TERM_WC-2904	TERM_WC_insE-5F-5-insEF-5	2169425	2168251		"[""TU0-13507""]"
TERM_WC-2905	TERM_WC_thiD	2181735	2181736		"[""TU0-41941""]"
TERM_WC-2906	TERM_WC_argR	3383198	3382624		"[""TU0-3501""]"
TERM_WC-2907	TERM_WC_anmK	1716514	1716515		"[""TU0-13355""]"
TERM_WC-2908	TERM_WC_yadE	146313	145053		"[""TU0-41442""]"
TERM_WC-2909	TERM_WC_ycgZ	1215251	1215012		"[""TU0-13160""]"
TERM_WC-291	TERM_WC_yfaD-ypaA	2355828	2354712		"[""TU0-13564""]"
TERM_WC-2910	TERM_WC_mazG	2907913	2907914		"[""TU0-42075""]"
TERM_WC-2911	TERM_WC_narXL	1274399	1274400		"[""TU00156""]"
TERM_WC-2912	TERM_WC_ilvIH	87851	85600		"[""TU00081""]"
TERM_WC-2913	TERM_WC_ybgD	751449	751450		"[""TU0-13033""]"
TERM_WC-2914	TERM_WC_kdgR	1907329	1907330		"[""TU0-8841""]"
TERM_WC-2915	TERM_WC_ydhB	1736887	1736888		"[""TU0-8331""]"
TERM_WC-2916	TERM_WC_glnB	2685089	2685090		"[""TU00474""]"
TERM_WC-2917	TERM_WC_ucpA	2541851	2541852		"[""TU0-13623""]"
TERM_WC-2918	TERM_WC_alx	3237570	3236393		"[""TU0-42159""]"
TERM_WC-2919	TERM_WC_csrA	2816980	2816981		"[""TU0-42459""]"
TERM_WC-292	TERM_WC_yqgEF	3091941	3090906		"[""TU0-13806""]"
TERM_WC-2920	TERM_WC_acnA	1336533	1333805		"[""TU794""]"
TERM_WC-2921	TERM_WC_yigF	4000439	4000440		"[""TU0-42334""]"
TERM_WC-2922	TERM_WC_fumC	1683206	1683207		"[""TU0-42482""]"
TERM_WC-2923	TERM_WC_ccmABCDEFGH	2289377	2289378		"[""TU0-5261""]"
TERM_WC-2924	TERM_WC_panD	146311	146312		"[""TU0-8486""]"
TERM_WC-2925	TERM_WC_yjgD	4476915	4476468		"[""TU0-8617""]"
TERM_WC-2926	TERM_WC_yfcV	2453102	2453103		"[""TU0-42000""]"
TERM_WC-2927	TERM_WC_epmB	4372649	4372650		"[""TU0-14143""]"
TERM_WC-2928	TERM_WC_pabB-nudL	1894775	1892803		"[""TU0-13417""]"
TERM_WC-2929	TERM_WC_tfaS	2469130	2468825		"[""TU0-13602""]"
TERM_WC-293	TERM_WC_yihG	4043690	4043691		"[""TU0-1402""]"
TERM_WC-2930	TERM_WC_ygiH	3203336	3202555		"[""TU0-8756""]"
TERM_WC-2931	TERM_WC_ymfK	1201479	1201480		"[""TU0-41691""]"
TERM_WC-2932	TERM_WC_rlmI	1027999	1028000		"[""TU0-13103""]"
TERM_WC-2933	TERM_WC_yhaH	3250694	3250285		"[""TU0-42162""]"
TERM_WC-2934	TERM_WC_hlyE	1228703	1228704		"[""TU581""]"
TERM_WC-2935	TERM_WC_ycdT	1093460	1092064		"[""TU0-8682""]"
TERM_WC-2936	TERM_WC_yhjX	3708819	3708820		"[""TU0-13976""]"
TERM_WC-2937	TERM_WC_rrlE-rrfE	4211185	4208066		"[""TU0-14530""]"
TERM_WC-2938	TERM_WC_ybiA	831688	831689		"[""TU0-8567""]"
TERM_WC-2939	TERM_WC_yfbN	2385729	2385730		"[""TU0-8732""]"
TERM_WC-294	TERM_WC_rhsE-ydcD	1528431	1525914		"[""TU0-13276""]"
TERM_WC-2940	TERM_WC_micA	2812898	2812824		"[""TU0-8515""]"
TERM_WC-2941	TERM_WC_CsiR	2794361	2793493		"[""TU0-14294""]"
TERM_WC-2942	TERM_WC_rayT	248137	247624		"[""TU0-41466""]"
TERM_WC-2943	TERM_WC_essQ-ydfR-rrrQ-ydfP	1637051	1637052		"[""TU0-13321""]"
TERM_WC-2944	TERM_WC_nemA	1725783	1724683		"[""TU0-14352""]"
TERM_WC-2945	TERM_WC_cusRS	592548	592549		"[""TU0-1822""]"
TERM_WC-2946	TERM_WC_insO-2-yjhWV	4508159	4506981		"[""TU0-14188""]"
TERM_WC-2947	TERM_WC_yebV	1920043	1919777		"[""TU0-41875""]"
TERM_WC-2948	TERM_WC_topA	1331672	1328813		"[""TU0-2505""]"
TERM_WC-2949	TERM_WC_gldA	4135952	4135953		"[""TU0-42365""]"
TERM_WC-295	TERM_WC_yncE	1522395	1521251		"[""TU0-8638""]"
TERM_WC-2950	TERM_WC_ycaD	946245	944942		"[""TU0-13081""]"
TERM_WC-2951	TERM_WC_iraP	400873	400587		"[""TU0-14613""]"
TERM_WC-2952	TERM_WC_yoaA	1889346	1889347		"[""TU0-13414""]"
TERM_WC-2953	TERM_WC_ynbABCD	1480228	1475486		"[""TU0-13250""]"
TERM_WC-2954	TERM_WC_ybgS	784157	784158		"[""TU0-41591""]"
TERM_WC-2955	TERM_WC_yafV	239416	239417		"[""TU0-8545""]"
TERM_WC-2956	TERM_WC_codBA	356681	354108		"[""TU00197""]"
TERM_WC-2957	TERM_WC_ecnAB	4374725	4374340		"[""TU0-14145""]"
TERM_WC-2958	TERM_WC_ykgEFG	323680	320735		"[""TU0-12887""]"
TERM_WC-2959	TERM_WC_potD	1181003	1181004		"[""TU0-41678""]"
TERM_WC-296	TERM_WC_sohB	1328408	1327325		"[""TU0-962""]"
TERM_WC-2960	TERM_WC_csrA	2816980	2816981		"[""TU0-42458""]"
TERM_WC-2961	TERM_WC_pflA	949560	949561		"[""TU0-13083""]"
TERM_WC-2962	TERM_WC_ymdE-ycdU	1096055	1094767		"[""TU0-13118""]"
TERM_WC-2963	TERM_WC_dcyD-yecSC	1995083	1995084		"[""TU0-13453""]"
TERM_WC-2964	TERM_WC_ydiZ	1805717	1805424		"[""TU0-13381""]"
TERM_WC-2965	TERM_WC_solA-yceO	1118527	1118528		"[""TU0-13127""]"
TERM_WC-2966	TERM_WC_nrdG	4457920	4457921		"[""TU0-14501""]"
TERM_WC-2967	TERM_WC_tolC-ygiABC	3179606	3176084		"[""TU0-14704""]"
TERM_WC-2968	TERM_WC_yadE	146313	144965		"[""TU0-12817""]"
TERM_WC-2969	TERM_WC_insMI-3	4505486	4505487		"[""TU0-14186""]"
TERM_WC-297	TERM_WC_wcaM	2112523	2112524		"[""TU0-41932""]"
TERM_WC-2970	TERM_WC_hslO	3528677	3527694		"[""TU0-42243""]"
TERM_WC-2971	TERM_WC_elaD	2381949	2380676		"[""TU0-13574""]"
TERM_WC-2972	TERM_WC_insF-4-insEF-4	1093495	1093496		"[""TU0-41647""]"
TERM_WC-2973	TERM_WC_sohB	1328408	1327308		"[""TU0-961""]"
TERM_WC-2974	TERM_WC_pgpB	1338121	1337186		"[""TU0-41731""]"
TERM_WC-2975	TERM_WC_rnt-lhr	1731730	1726371		"[""TU00333""]"
TERM_WC-2976	TERM_WC_rodZ	2639850	2639851		"[""TU0-42034""]"
TERM_WC-2977	TERM_WC_yibIH	3768263	3768264		"[""TU0-13992""]"
TERM_WC-2978	TERM_WC_wzxC	2116701	2116702		"[""TU0-41933""]"
TERM_WC-2979	TERM_WC_yciU	1304842	1304843		"[""TU0-41714""]"
TERM_WC-298	TERM_WC_kduD	2980516	2980517		"[""TU0-13755""]"
TERM_WC-2980	TERM_WC_suhB	2662270	2661464		"[""TU0-13658""]"
TERM_WC-2981	TERM_WC_hcaEFCBD	2671274	2667004		"[""TU0-7202""]"
TERM_WC-2982	TERM_WC_yhgE	3528734	3528735		"[""TU0-42244""]"
TERM_WC-2983	TERM_WC_csiD-ygaF-gabDTP	2793678	2786949		"[""TU0-4001""]"
TERM_WC-2984	TERM_WC_yjcB	4272780	4272781		"[""TU0-8608""]"
TERM_WC-2985	TERM_WC_mglC	2234762	2234763		"[""TU0-41953""]"
TERM_WC-2986	TERM_WC_yeeZ	2086325	2086326		"[""TU0-41917""]"
TERM_WC-2987	TERM_WC_yhdU	3410825	3410519		"[""TU0-13906""]"
TERM_WC-2988	TERM_WC_wzzB	2095342	2095343		"[""TU0-41919""]"
TERM_WC-2989	TERM_WC_fliC	2000131	2000132		"[""TU0-1521""]"
TERM_WC-299	TERM_WC_envR	3410822	3410823		"[""TU0-8792""]"
TERM_WC-2990	TERM_WC_rluF	4229252	4228185		"[""TU0-42373""]"
TERM_WC-2991	TERM_WC_hypABCDE-fhlA	2854441	2848649		"[""TU0-8344""]"
TERM_WC-2992	TERM_WC_ytfI	4436671	4435725		"[""TU0-42401""]"
TERM_WC-2993	TERM_WC_arpA	4218321	4218322		"[""TU0-14106""]"
