frameId	Name	Location	Composition	Composition	Modified form	Formation process	Comments
CPLX0-7740	CytR DNA-binding transcriptional repressor	"[""CCO-CYTOSOL""]"	[c]: (2) PD04028 ==> CPLX0-7740	"{""reactant"": {""PD04028"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 2}}, ""product"": {""CPLX0-7740"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-7741	methylmalonyl-CoA mutase	"[""CCO-CYTOSOL""]"	[c]: (2) METHYLMALONYL-COA-MUT-MONOMER ==> CPLX0-7741	"{""reactant"": {""METHYLMALONYL-COA-MUT-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 2}}, ""product"": {""CPLX0-7741"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-7742	MprA-2,4-dinitrophenol	"[""CCO-CYTOSOL""]"	[c]: CPD-8179 + EG10603-MONOMER ==> CPLX0-7742	"{""reactant"": {""CPD-8179"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}, ""EG10603-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}, ""product"": {""CPLX0-7742"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-7743	MprA-CCCP	"[""CCO-CYTOSOL""]"	[c]: CPD-7970 + EG10603-MONOMER ==> CPLX0-7743	"{""reactant"": {""CPD-7970"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}, ""EG10603-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}, ""product"": {""CPLX0-7743"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-7744	3-keto-L-gulonate 6-phosphate decarboxylase	"[""CCO-CYTOSOL""]"	[c]: (2) G7858-MONOMER ==> CPLX0-7744	"{""reactant"": {""G7858-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 2}}, ""product"": {""CPLX0-7744"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-7745	MurR DNA-binding transcriptional dual regulator	"[""CCO-CYTOSOL""]"	[c]: (4) G7262-MONOMER ==> CPLX0-7745	"{""reactant"": {""G7262-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 4}}, ""product"": {""CPLX0-7745"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-7746	MurR-MurNAc-6-P	"[""CCO-CYTOSOL""]"	[c]: acmum6p + G7262-MONOMER ==> CPLX0-7746	"{""reactant"": {""acmum6p"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}, ""G7262-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}, ""product"": {""CPLX0-7746"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-7747	lipid hydroperoxide peroxidase	"[""CCO-CYTOSOL""]"	[c]: (2) G6660-MONOMER ==> CPLX0-7747	"{""reactant"": {""G6660-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 2}}, ""product"": {""CPLX0-7747"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-7748	CpxR-Pasp DNA-binding transcriptional dual regulator	"[""CCO-CYTOSOL""]"	[c]: (2) PHOSPHO-CPXR ==> CPLX0-7748	"{""reactant"": {""PHOSPHO-CPXR"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 2}}, ""product"": {""CPLX0-7748"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-7749	LsrR-DHPD	"[""CCO-CYTOSOL""]"	[c]: G6799-MONOMER + dhptd ==> CPLX0-7749	"{""reactant"": {""G6799-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}, ""dhptd"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}, ""product"": {""CPLX0-7749"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-7750	LsrR-P-DPD	"[""CCO-CYTOSOL""]"	[c]: G6799-MONOMER + CPD-10551 ==> CPLX0-7750	"{""reactant"": {""G6799-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}, ""CPD-10551"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}, ""product"": {""CPLX0-7750"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-7751	NsrR-nitric oxide	"[""CCO-CYTOSOL""]"	[c]: EG11212-MONOMER + no ==> CPLX0-7751	"{""reactant"": {""EG11212-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}, ""no"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}, ""product"": {""CPLX0-7751"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-7752	MetR-L-homocysteine	"[""CCO-CYTOSOL""]"	[c]: CPLX0-7759 + hcys-L ==> CPLX0-7752	"{""reactant"": {""CPLX0-7759"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}, ""hcys-L"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}, ""product"": {""CPLX0-7752"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-7754	UhpA-Phosphorylated DNA-binding transcriptional activator	"[""CCO-CYTOSOL""]"	[c]: (2) PHOSPHO-UHPA ==> CPLX0-7754	"{""reactant"": {""PHOSPHO-UHPA"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 2}}, ""product"": {""CPLX0-7754"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-7755	purine nucleoside phosphoramidase	"[""CCO-CYTOSOL""]"	[c]: (2) EG12172-MONOMER ==> CPLX0-7755	"{""reactant"": {""EG12172-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 2}}, ""product"": {""CPLX0-7755"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-7756	NsrR DNA-binding transcriptional repressor	"[""CCO-CYTOSOL""]"	[c]: (2) EG11212-MONOMER ==> CPLX0-7756	"{""reactant"": {""EG11212-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 2}}, ""product"": {""CPLX0-7756"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-7757	HipB antitoxin and DNA-binding transcriptional repressor	"[""CCO-CYTOSOL""]"	[c]: (2) EG10442-MONOMER ==> CPLX0-7757	"{""reactant"": {""EG10442-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 2}}, ""product"": {""CPLX0-7757"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-7758	O-acetyl-ADP-ribose deacetylase, regulator of RNase III activity	"[""CCO-CYTOSOL""]"	[c]: (2) G6550-MONOMER ==> CPLX0-7758	"{""reactant"": {""G6550-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 2}}, ""product"": {""CPLX0-7758"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-7759	MetR DNA-binding transcriptional dual regulator	"[""CCO-CYTOSOL""]"	[c]: (2) PD03938 ==> CPLX0-7759	"{""reactant"": {""PD03938"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 2}}, ""product"": {""CPLX0-7759"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-7760	aconitate hydratase 1	"[""CCO-CYTOSOL""]"	[c]: (2) ACONITASE-MONOMER ==> CPLX0-7760	"{""reactant"": {""ACONITASE-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 2}}, ""product"": {""CPLX0-7760"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-7761	bifunctional aconitate hydratase 2 and 2-methylisocitrate dehydratase	"[""CCO-CYTOSOL""]"	[c]: (2) ACONITATEDEHYDRB-MONOMER ==> CPLX0-7761	"{""reactant"": {""ACONITATEDEHYDRB-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 2}}, ""product"": {""CPLX0-7761"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-7766	proofreading thioesterase in enterobactin biosynthesis	"[""CCO-CYTOSOL""]"	[c]: (4) EG11105-MONOMER ==> CPLX0-7766	"{""reactant"": {""EG11105-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 4}}, ""product"": {""CPLX0-7766"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-7776	fructose-1,6-bisphosphatase	"[""CCO-CYTOSOL""]"	[c]: (2) EG11245-MONOMER ==> CPLX0-7776	"{""reactant"": {""EG11245-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 2}}, ""product"": {""CPLX0-7776"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-7787	DinJ-YafQ antitoxin/toxin complex and DNA-binding transcriptional repressor	"[""CCO-CYTOSOL""]"	[c]: G6109-MONOMER + G6110-MONOMER ==> CPLX0-7787	"{""reactant"": {""G6109-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}, ""G6110-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}, ""product"": {""CPLX0-7787"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-7788	NAD-dependent dihydropyrimidine dehydrogenase	"[""CCO-CYTOSOL""]"	[c]: (2) EG11289-MONOMER + (2) G7145-MONOMER ==> CPLX0-7788	"{""reactant"": {""EG11289-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 2}, ""G7145-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 2}}, ""product"": {""CPLX0-7788"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-7789	macrodomain Ter protein	"[""CCO-CYTOSOL""]"	[c]: (2) EG12855-MONOMER ==> CPLX0-7789	"{""reactant"": {""EG12855-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 2}}, ""product"": {""CPLX0-7789"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-7791	RelB-RelE antitoxin/toxin complex and DNA-binding transcriptional repressor	"[""CCO-CYTOSOL""]"	[c]: (4) EG11131-MONOMER + (4) EG10836-MONOMER ==> CPLX0-7791	"{""reactant"": {""EG11131-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 4}, ""EG10836-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 4}}, ""product"": {""CPLX0-7791"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-7794	succinate semialdehyde reductase	"[""CCO-CYTOSOL""]"	[c]: (4) EG11847-MONOMER ==> CPLX0-7794	"{""reactant"": {""EG11847-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 4}}, ""product"": {""CPLX0-7794"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-7795	KdpE-Phosphorylated DNA-binding transcriptional activator	"[""CCO-CYTOSOL""]"	[c]: (2) PHOSPHO-KDPE ==> CPLX0-7795	"{""reactant"": {""PHOSPHO-KDPE"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 2}}, ""product"": {""CPLX0-7795"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-7796	MetJ-S-adenosylmethionine DNA-binding transcriptional repressor	"[""CCO-CYTOSOL""]"	[c]: (2) MONOMER0-157 ==> CPLX0-7796	"{""reactant"": {""MONOMER0-157"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 2}}, ""product"": {""CPLX0-7796"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-7797	FNR DNA-binding transcriptional dual regulator	"[""CCO-CYTOSOL""]"	[c]: (2) PD00197 ==> CPLX0-7797	"{""reactant"": {""PD00197"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 2}}, ""product"": {""CPLX0-7797"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-7798	protein involved in threonylcarbamoyladenosine biosynthesis	"[""CCO-CYTOSOL""]"	[c]: (2) EG11757-MONOMER ==> CPLX0-7798	"{""reactant"": {""EG11757-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 2}}, ""product"": {""CPLX0-7798"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-7799	protein involved in threonylcarbamoyladenosine biosynthesis	"[""CCO-CYTOSOL""]"	[c]: (2) G6991-MONOMER ==> CPLX0-7799	"{""reactant"": {""G6991-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 2}}, ""product"": {""CPLX0-7799"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-7800	protein involved in threonylcarbamoyladenosine biosynthesis	"[""CCO-EXTRACELLULAR""]"	[e]: (2) EG11171-MONOMER ==> CPLX0-7800	"{""reactant"": {""EG11171-MONOMER"": {""compartment"": [""CCO-EXTRACELLULAR""], ""stoichiometry"": 2}}, ""product"": {""CPLX0-7800"": {""compartment"": [""CCO-EXTRACELLULAR""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-7801	predicted structural protein, ethanolamine utilization microcompartment	"[""CCO-CYTOSOL""]"	[c]: (3) G7271-MONOMER ==> CPLX0-7801	"{""reactant"": {""G7271-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 3}}, ""product"": {""CPLX0-7801"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-7802	diguanylate cyclase	"[""CCO-CYTOSOL""]"	[c]: (2) EG11643-MONOMER ==> CPLX0-7802	"{""reactant"": {""EG11643-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 2}}, ""product"": {""CPLX0-7802"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-7805	aldehyde dehydrogenase	"[""CCO-PM-BAC-NEG""]"	G6156-MONOMER[c] + G6157-MONOMER[c] + G6155-MONOMER[i] ==> CPLX0-7805[i]	"{""reactant"": {""G6156-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}, ""G6157-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}, ""G6155-MONOMER"": {""compartment"": [""CCO-PM-BAC-NEG""], ""stoichiometry"": 1}}, ""product"": {""CPLX0-7805"": {""compartment"": [""CCO-PM-BAC-NEG""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-7806	disulfide reductase	"[""CCO-CYTOSOL""]"	[c]: (2) G7194-MONOMER ==> CPLX0-7806	"{""reactant"": {""G7194-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 2}}, ""product"": {""CPLX0-7806"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-7807	SdsRQP multidrug efflux system	"[""CCO-PM-BAC-NEG""]"	EG11952-MONOMER[o] + EG11954-MONOMER[i] + YJCQ-MONOMER[i] ==> CPLX0-7807[i]	"{""reactant"": {""EG11952-MONOMER"": {""compartment"": [""CCO-OUTER-MEM""], ""stoichiometry"": 1}, ""EG11954-MONOMER"": {""compartment"": [""CCO-PM-BAC-NEG""], ""stoichiometry"": 1}, ""YJCQ-MONOMER"": {""compartment"": [""CCO-PM-BAC-NEG""], ""stoichiometry"": 1}}, ""product"": {""CPLX0-7807"": {""compartment"": [""CCO-PM-BAC-NEG""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-7808	coproporphyrinogen III oxidase	"[""CCO-CYTOSOL""]"	[c]: (2) COPROGENOXI-MONOMER ==> CPLX0-7808	"{""reactant"": {""COPROGENOXI-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 2}}, ""product"": {""CPLX0-7808"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-7810	EfeB dimer	"[""CCO-PERI-BAC""]"	[p]: (2) EG11735-MONOMER ==> CPLX0-7810	"{""reactant"": {""EG11735-MONOMER"": {""compartment"": [""CCO-PERI-BAC""], ""stoichiometry"": 2}}, ""product"": {""CPLX0-7810"": {""compartment"": [""CCO-PERI-BAC""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-7811	protoporphyrinogen oxidase	"[""CCO-CYTOSOL""]"	[c]: (4) PROTOPORGENOXI-MONOMER ==> CPLX0-7811	"{""reactant"": {""PROTOPORGENOXI-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 4}}, ""product"": {""CPLX0-7811"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-7816	conserved DNA-binding protein	"[""CCO-CYTOSOL""]"	[c]: (2) EG11100-MONOMER ==> CPLX0-7816	"{""reactant"": {""EG11100-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 2}}, ""product"": {""CPLX0-7816"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-7817	glutaredoxin 4	"[""CCO-CYTOSOL""]"	[c]: (2) EG12181-MONOMER ==> CPLX0-7817	"{""reactant"": {""EG12181-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 2}}, ""product"": {""CPLX0-7817"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-7819	K+ : H+ antiporter KefC	"[""CCO-PM-BAC-NEG""]"	[i]: (2) KEFC-MONOMER ==> CPLX0-7819	"{""reactant"": {""KEFC-MONOMER"": {""compartment"": [""CCO-PM-BAC-NEG""], ""stoichiometry"": 2}}, ""product"": {""CPLX0-7819"": {""compartment"": [""CCO-PM-BAC-NEG""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-782	lipoate synthase	"[""CCO-CYTOSOL""]"	[c]: (2) EG11306-MONOMER ==> CPLX0-782	"{""reactant"": {""EG11306-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 2}}, ""product"": {""CPLX0-782"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-7820	predicted class I aldolase	"[""CCO-CYTOSOL""]"	[c]: (10) G6804-MONOMER ==> CPLX0-7820	"{""reactant"": {""G6804-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 10}}, ""product"": {""CPLX0-7820"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-7822	MqsA-MqsR antitoxin/toxin complex	"[""CCO-CYTOSOL""]"	[c]: (4) G7572-MONOMER + (2) G7571-MONOMER ==> CPLX0-7822	"{""reactant"": {""G7572-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 4}, ""G7571-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 2}}, ""product"": {""CPLX0-7822"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-7823	DosC-DosP complex	"[""CCO-PM-BAC-NEG""]"	G6784-MONOMER[c] + G6783-MONOMER[i] ==> CPLX0-7823[i]	"{""reactant"": {""G6784-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}, ""G6783-MONOMER"": {""compartment"": [""CCO-PM-BAC-NEG""], ""stoichiometry"": 1}}, ""product"": {""CPLX0-7823"": {""compartment"": [""CCO-PM-BAC-NEG""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-7824	Fe-S transport protein in Fe-S cluster assembly	"[""CCO-CYTOSOL""]"	[c]: (2) EG11378-MONOMER ==> CPLX0-7824	"{""reactant"": {""EG11378-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 2}}, ""product"": {""CPLX0-7824"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-7826	dITP/XTP pyrophosphatase	"[""CCO-CYTOSOL""]"	[c]: (2) G7530-MONOMER ==> CPLX0-7826	"{""reactant"": {""G7530-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 2}}, ""product"": {""CPLX0-7826"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-7827	carboxylate-amine ligase	"[""CCO-CYTOSOL""]"	[c]: (2) G6326-MONOMER ==> CPLX0-7827	"{""reactant"": {""G6326-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 2}}, ""product"": {""CPLX0-7827"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-7835	predicted structural protein, ethanolamine utilization microcompartment	"[""CCO-CYTOSOL""]"	[c]: (6) G7287-MONOMER ==> CPLX0-7835	"{""reactant"": {""G7287-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 6}}, ""product"": {""CPLX0-7835"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-7836	predicted structural protein, ethanolamine utilization microcompartment	"[""CCO-CYTOSOL""]"	[c]: (6) G7292-MONOMER ==> CPLX0-7836	"{""reactant"": {""G7292-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 6}}, ""product"": {""CPLX0-7836"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-7837	PEP synthetase regulatory protein	"[""CCO-CYTOSOL""]"	[c]: (4) EG11132-MONOMER ==> CPLX0-7837	"{""reactant"": {""EG11132-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 4}}, ""product"": {""CPLX0-7837"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-7838	cysteine sulfinate desulfinase	"[""CCO-CYTOSOL""]"	[c]: (2) G7454-MONOMER ==> CPLX0-7838	"{""reactant"": {""G7454-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 2}}, ""product"": {""CPLX0-7838"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-7839	CSD sulfur transfer protein	"[""CCO-CYTOSOL""]"	[c]: (2) G7455-MONOMER ==> CPLX0-7839	"{""reactant"": {""G7455-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 2}}, ""product"": {""CPLX0-7839"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-7841	sulfite reductase, flavoprotein subunit complex	"[""CCO-CYTOSOL""]"	[c]: (8) ALPHACOMP-MONOMER ==> CPLX0-7841	"{""reactant"": {""ALPHACOMP-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 8}}, ""product"": {""CPLX0-7841"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-7843	formate channel FocA	"[""CCO-PM-BAC-NEG""]"	[i]: (5) FOCA-MONOMER ==> CPLX0-7843	"{""reactant"": {""FOCA-MONOMER"": {""compartment"": [""CCO-PM-BAC-NEG""], ""stoichiometry"": 5}}, ""product"": {""CPLX0-7843"": {""compartment"": [""CCO-PM-BAC-NEG""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-7844	p-aminobenzoyl-glutamate hydrolase	"[""CCO-CYTOSOL""]"	[c]: (2) G6669-MONOMER + (2) G6670-MONOMER ==> CPLX0-7844	"{""reactant"": {""G6669-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 2}, ""G6670-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 2}}, ""product"": {""CPLX0-7844"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-7847	4-hydroxy-L-threonine phosphate dehydrogenase, NAD-dependent	"[""CCO-CYTOSOL""]"	[c]: (2) PDXA-MONOMER ==> CPLX0-7847	"{""reactant"": {""PDXA-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 2}}, ""product"": {""CPLX0-7847"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-7848	L-ascorbate 6-phosphate lactonase	"[""CCO-CYTOSOL""]"	[c]: (6) G7855-MONOMER ==> CPLX0-7848	"{""reactant"": {""G7855-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 6}}, ""product"": {""CPLX0-7848"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-7849	aryl-EntB	"[""CCO-CYTOSOL""]"	[c]: (2) ENTB-MONOMER ==> CPLX0-7849	"{""reactant"": {""ENTB-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 2}}, ""product"": {""CPLX0-7849"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-7852	GadE-RcsB DNA binding transcriptional activator	"[""CCO-CYTOSOL""]"	[c]: EG11544-MONOMER + RCSB-MONOMER ==> CPLX0-7852	"{""reactant"": {""EG11544-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}, ""RCSB-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}, ""product"": {""CPLX0-7852"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-7853	GAP-like protein that activates GTPase activity of Der	"[""CCO-CYTOSOL""]"	[c]: (2) EG11835-MONOMER ==> CPLX0-7853	"{""reactant"": {""EG11835-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 2}}, ""product"": {""CPLX0-7853"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
