Frame ID	Name	Neutral formula	pH 7.2 formula	pH 7.2 charge	pH 7.2 Weight	Media Concentration (mM)	Biomass concentration (mmol/gDSW)	Biomass location	Maximum exchange rate (mmol/gDSW/hr)	Fake metabolite	Equivalent enzyme frameId	Comments
dsbdox	fused thiol:disulfide interchange protein (oxidized)	X	X	0	0.0000000000					True	"[""DSBDOXI-MONOMER[i]""]"	"Non-element in formula. Weight calculated for known elements.
"
dsbdrd	fused thiol:disulfide interchange protein (reduced)	XH2	XH2	0	2.0158000000					True	"[""DSBD-MONOMER[i]""]"	"Non-element in formula. Weight calculated for known elements.
"
dsbgox	periplasmic disulfide isomerase/thiol-disulphide oxidase (oxidized)	X	X	0	0.0000000000					True	"[""CPLX0-8004[p]""]"	"Non-element in formula. Weight calculated for known elements.
"
dsbgrd	periplasmic disulfide isomerase/thiol-disulphide oxidase (reduced)	XH2	XH2	0	2.0158000000					True	"[""DSBG-CPLX[p]""]"	"Non-element in formula. Weight calculated for known elements.
"
dscl	dihydrosirohydrochlorin	C42H48N4O16	C42H41N4O16	-7	857.7979000000						[]	
dtbt	Dethiobiotin	C10H18N2O3	C10H17N2O3	-1	213.2553000000						[]	
dtdp	dTDP	C10H16N2O11P2	C10H14N2O11P2	-2	400.1716000000						[]	
dtdp4aaddg	dTDP-4-acetamido-4,6-dideoxy-D-galactose	C18H29N3O15P2	C18H27N3O15P2	-2	587.3653000000						[]	
dtdp4addg	dTDP-4-amino-4,6-dideoxy-D-galactose	C16H27N3O14P2	C16H26N3O14P2	-1	546.3364000000						[]	
dtdp4d6dg	dTDP-4-dehydro-6-deoxy-D-glucose	C16H24N2O15P2	C16H22N2O15P2	-2	544.2968000000						[]	
dtdp4d6dm	dTDP-4-dehydro-6-deoxy-L-mannose	C16H24N2O15P2	C16H22N2O15P2	-2	544.2968000000						[]	
dtdpglu	dTDPglucose	C16H26N2O16P2	C16H24N2O16P2	-2	562.3116000000						[]	
dtdprmn	dTDP-L-rhamnose	C16H26N2O15P2	C16H24N2O15P2	-2	546.3126000000						[]	
dtmp	dTMP	C10H15N2O8P	C10H14N2O8P	-1	321.2006000000						[]	
dttp	dTTP	C10H17N2O14P3	C10H14N2O14P3	-3	479.1426000000		0.026166	c			[]	
dudp	dUDP	C9H14N2O11P2	C9H12N2O11P2	-2	386.1448000000						[]	
dump	dUMP	C9H13N2O8P	C9H12N2O8P	-1	307.1738000000						[]	
duri	Deoxyuridine	C9H12N2O5	C9H12N2O5	0	228.2028000000						[]	
dutp	dUTP	C9H15N2O14P3	C9H12N2O14P3	-3	465.1158000000						[]	
dxyl	1-deoxy-D-xylulose	C5H10O4	C5H10O4	0	134.1300000000						[]	
dxyl5p	1-deoxy-D-xylulose 5-phosphate	C5H11O7P	C5H10O7P	-1	213.1010000000						[]	
e4p	D-Erythrose 4-phosphate	C4H9O7P	C4H8O7P	-1	199.0742000000						[]	
eca2und	(enterobacterial common antigen)x2 undecaprenyl-diphosphate	C103H165N6O37P2	C103H162N6O37P2	-4	2138.3658000000						[]	
eca3und	(enterobacterial common antigen)x3 undecaprenyl-diphosphate	C127H198N9O52P2	C127H198N9O52P2	-5	2744.9202000000						[]	
eca4colipa	(enterobacterial common antigen)x4 core oligosaccharide lipid A	C272H462N14O160P4	C272H451N14O160P4	-11	6601.3889000000						[]	
eca4und	(enterobacterial common antigen)x4 undecaprenyl-diphosphate	C151H240N12O67P2	C151H234N12O67P2	-6	3351.4746000000						[]	
eig3p	D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate	C6H11N2O6P	C6H10N2O6P	-1	237.1270000000						[]	
enlipa	phosphoethanolamine KDO(2)-lipid (A)	C112H208N3O42P3	C112H204N3O42P3	-4	2357.7446000000						[]	
enter	Enterochelin	C30H27N3O15	C30H27N3O15	0	669.5493000000						[]	
etha	Ethanolamine	C2H7NO	C2H8NO	1	62.0912000000						[]	
ethso3	ethanesulfonate	C2H6O3S	C2H5O3S	-1	109.1185000000						[]	
etoh	Ethanol	C2H6O	C2H6O	0	46.0684000000						[]	
f1p	D-Fructose 1-phosphate	C6H13O9P	C6H12O9P	-1	259.1258000000						[]	
f6p	D-Fructose 6-phosphate	C6H13O9P	C6H12O9P	-1	259.1258000000						[]	
fad	Flavin adenine dinucleotide oxidized	C27H33N9O15P2	C27H31N9O15P2	-2	783.5379000000		0.000223	c			[]	
fadh2	Flavin adenine dinucleotide reduced	C27H35N9O15P2	C27H33N9O15P2	-2	785.5537000000						[]	
fald	Formaldehyde	CH2O	CH2O	0	30.0258000000						[]	
fc1p	L-Fuculose 1-phosphate	C6H13O8P	C6H12O8P	-1	243.1268000000						[]	
fcl-L	L-fuculose	C6H12O5	C6H12O5	0	164.1558000000						[]	
fdp	D-Fructose 1,6-bisphosphate	C6H14O12P2	C6H12O12P2	-2	338.0968000000						[]	
fe2	Fe2+	Fe	Fe	2	55.8470000000		0.007106	c			[]	
fe3	Fe3+	Fe	Fe	3	55.8470000000		0.007106	c			[]	
fe3dcit	Fe(III)dicitrate	C12H10FeO14	C12H10FeO14	-3	434.0440000000						[]	
fe3dhbzs	ferric 2,3-dihydroxybenzoylserine	C10H10NO6Fe	C10H10NO6Fe	2	296.0370000000						[]	
fe3hox	Fe(III)hydroxamate	C9H18O6N3Fe	C9H18O6N3Fe	0	320.1032000000						[]	
fe3hox-un	Fe(III)hydoxamate, unloaded	C9H21O6N3	C9H23N3O6	0	269.2957000000						[]	
fecrm	Ferrichrome	C27H42FeN9O12	C27H42FeN9O12	0	740.5268000000						[]	
fecrm-un	Ferrichrome minus Fe(III)	C27H45N9O12	C27H47N9O12	0	689.7193000000						[]	
feenter	Fe-enterobactin	C30H24FeN3O15	C30H27FeN3O15	3	725.3963000000						[]	
feoxam	ferroxamine	C25H45FeN6O8	C25H46FeN6O8	1	614.5194000000						[]	
feoxam-un	ferroxamine minus Fe(3)	C25H48N6O8	C25H49N6O8	1	561.6961000000						[]	
fgam	N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide	C8H15N2O9P	C8H14N2O9P	-1	313.1776000000						[]	
fldox	flavodoxin (oxidized)	X	X	0	0.0000000000					True	"[""OX-FLAVODOXIN1[c]"", ""OX-FLAVODOXIN2[c]""]"	"Non-element in formula. Weight calculated for known elements.
"
fldrd	flavodoxin (reduced)	XH2	XH2	0	2.0158000000					True	"[""FLAVODOXIN1-MONOMER[c]"", ""FLAVODOXIN2-MONOMER[c]""]"	"Non-element in formula. Weight calculated for known elements.
"
flvubrdox		X	X	0	0.0000000000					True	"[""CPLX0-2[c]"", ""CPLX0-1[c]""]"	"Non-element in formula. Weight calculated for known elements.
"
flvubrdrd		XH2	XH2	0	2.0158000000					True	"[""CPLX0-2[c]"", ""CPLX0-1[c]""]"	"Non-element in formula. Weight calculated for known elements.
"
fmn	FMN	C17H21N4O9P	C17H20N4O9P	-1	455.3380000000						[]	
fmnh2	Reduced FMN	C17H21N4O9P	C17H22N4O9P	-1	457.3538000000						[]	
for	Formate	CH2O2	CHO2	-1	45.0169000000						[]	
fpram	2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine	C8H16N3O8P	C8H15N3O8P	-1	312.1935000000						[]	
fprica	5-Formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide	C10H15N4O9P	C10H14N4O9P	-1	365.2136000000						[]	
frdp	Farnesyl diphosphate	C15H28O7P2	C15H26O7P2	-2	380.3114000000						[]	
fru	D-Fructose	C6H12O6	C6H12O6	0	180.1548000000						[]	
frulys	fructoselysine	C12H24N2O7	C12H25N2O7	1	309.3365000000						[]	
frulysp	fructoselysine Phosphate	C12H25N2O10P	C12H25N2O10P	0	388.3075000000						[]	
fruur	D-Fructuronate	C6H10O7	C6H9O7	-1	193.1301000000						[]	
fuc-L	L-Fucose	C6H12O5	C6H12O5	0	164.1558000000						[]	
fum	Fumarate	C4H4O4	C4H2O4	-2	114.0558000000						[]	
g1p	D-Glucose 1-phosphate	C6H13O9P	C6H12O9P	-1	259.1258000000						[]	
g3p	Glyceraldehyde 3-phosphate	C3H7O6P	C3H6O6P	-1	169.0484000000						[]	
g3pc	sn-Glycero-3-phosphocholine	C8H20NO6P	C8H20NO6P	0	257.2210000000						[]	
g3pe	sn-Glycero-3-phosphoethanolamine	C5H14NO6P	C5H14NO6P	0	215.1406000000						[]	
g3pg	Glycerophosphoglycerol	C6H14O8P	C6H14O8P	-1	245.1426000000						[]	
g3pi	sn-Glycero-3-phospho-1-inositol	C9H18O11P	C9H18O11P	-1	333.2042000000						[]	
g3ps	Glycerophosphoserine	C6H14NO8P	C6H13NO8P	-1	258.1417000000						[]	
g6p	D-Glucose 6-phosphate	C6H13O9P	C6H12O9P	-1	259.1258000000						[]	
gagicolipa	galactosyl-glucosyl-inner core oligosaccharide lipid A	C157H282N2O84P4	C157H275N2O84P4	-7	3658.7255000000						[]	
gal	D-Galactose	C6H12O6	C6H12O6	0	180.1548000000						[]	
gal-bD	beta D-Galactose	C6H12O6	C6H12O6	0	180.1548000000						[]	
gal1p	alpha-D-Galactose 1-phosphate	C6H13O9P	C6H12O9P	-1	259.1258000000						[]	
galct-D	D-Galactarate	C6H8O8	C6H8O8	-2	208.1212000000						[]	
galctn-D	D-Galactonate	C6H12O7	C6H11O7	-1	195.1459000000						[]	
galctn-L	L-Galactonate	C6H12O7	C6H11O7	-1	195.1459000000						[]	
galt	Galactitol	C6H14O6	C6H14O6	0	182.1706000000						[]	
galt1p	Galactitol 1-phosphate	C6H15O9P	C6H14O9P	-1	261.1416000000						[]	
galur	D-Galacturonate	C6H10O7	C6H9O7	-1	193.1301000000						[]	
gam	D-Glucosamine	C6H13NO5	C6H14NO5	1	180.1786000000						[]	
gam1p	D-Glucosamine 1-phosphate	C6H14NO8P	C6H14NO8P	0	259.1496000000						[]	
gam6p	D-Glucosamine 6-phosphate	C6H14NO8P	C6H14NO8P	0	259.1496000000						[]	
gar	N1-(5-Phospho-D-ribosyl)glycinamide	C7H15N2O8P	C7H15N2O8P	0	286.1755000000						[]	
garagund	glucosyl-O-acetyl-rhamanosyl-N-acetylglucosamyl-undecaprenyl diphosphate	C77H127N1O22P2	C77H125NO22P2	-2	1478.7675000000						[]	
gbbtn	gamma-butyrobetaine	C7H15NO2	C7H15NO2	0	145.2005000000						[]	
gcald	Glycolaldehyde	C2H4O2	C2H4O2	0	60.0516000000						[]	
gdp	GDP	C10H15N5O11P2	C10H13N5O11P2	-2	441.1847000000						[]	
gdpddman	GDP-4-dehydro-6-deoxy-D-mannose	C16H23N5O15P2	C16H21N5O15P2	-2	585.3099000000						[]	
gdpfuc	GDP-L-fucose	C16H23N5O15P2	C16H23N5O15P2	-2	587.3257000000						[]	
gdpmann	GDP-D-mannose	C16H25N5O16P2	C16H23N5O16P2	-2	603.3247000000						[]	
gdpofuc	GDP-4-oxo-L-fucose	C16H23N5O15P2	C16H21N5O15P2	-2	585.3099000000						[]	
gdptp	Guanosine 3'-diphosphate 5'-triphosphate	C10H18N5O20P5	C10H13N5O20P5	-5	678.0977000000						[]	
gfgaragund	galactofuranosyl-glucosyl-O-acetyl-rhamanosyl-N-acetylglucosamyl-undecaprenyl diphosphate	C83H137N1O27P2	C83H135NO27P2	-2	1640.9075000000						[]	
gg4abut	gamma-glutamyl-gamma aminobutyric acid	C9H16O5N2	C9H15N2O5	-1	231.2265000000						[]	
ggagicolipa	glucosyl-galactosyl-glucosyl-inner core oligosaccharide lipid A	C163H292N2O89P4	C163H285N2O89P4	-7	3820.8655000000						[]	
ggbutal	gamma-glutamyl-gamma-butyraldehyde	C9H16O4N2	C9H16N2O4	0	216.2354000000						[]	
gggagicolipa	glucosyl-glucosyl-galactosyl-glucosyl-inner core oligosaccharide lipid A	C169H302N2O94P4	C169H295N2O94P4	-7	3983.0055000000						[]	
ggptrc	gamma-glutamyl-putrescine	C9H19O3N3	C9H20N3O3	1	218.2750000000						[]	
gicolipa	glucosyl-inner core oligosaccharide lipid A	C151H272N2O79P4	C151H265N2O79P4	-7	3496.5855000000						[]	
glc-D	D-Glucose	C6H12O6	C6H12O6	0	180.1548000000						[]	
glcn	D-Gluconate	C6H12O7	C6H11O7	-1	195.1459000000						[]	
glcr	D-Glucarate	C6H10O8	C6H8O8	-2	208.1212000000						[]	
glcur	D-Glucuronate	C6H10O7	C6H9O7	-1	193.1301000000						[]	
glcur1p	D-Glucuronate 1-phosphate	C6H8O10P	C6H9O10P	-2	272.1011000000						[]	
gln-L	L-Glutamine	C5H10N2O3	C5H10N2O3	0	146.1450000000		0.26316	c			[]	
glu-D	D-Glutamate	C5H9NO4	C5H8NO4	-1	146.1212000000						[]	
glu-L	L-Glutamate	C5H9NO4	C5H8NO4	-1	146.1212000000		0.26316	c			[]	
glu1sa	L-Glutamate 1-semialdehyde	C5H9NO3	C5H9NO3	0	131.1301000000						[]	
glu5p	L-Glutamate 5-phosphate	C5H10NO7P	C5H8NO7P	-2	225.0922000000						[]	
glu5sa	L-Glutamate 5-semialdehyde	C5H9NO3	C5H9NO3	0	131.1301000000						[]	
glucys	gamma-L-Glutamyl-L-cysteine	C8H14N2O5S	C8H13N2O5S	-1	249.2597000000						[]	
glutrna	L-Glutamyl-tRNA(Glu)	C5H7NO3R	C15H19N6O6R	0	379.3511000000					True	"[""charged-gltT-tRNA[c]"", ""charged-gltU-tRNA[c]"", ""charged-gltV-tRNA[c]"", ""charged-gltW-tRNA[c]""]"	"Non-element in formula. Weight calculated for known elements.
"
glx	Glyoxylate	C2H2O3	C2HO3	-1	73.0269000000						[]	
gly	Glycine	C2H5NO2	C2H5NO2	0	75.0665000000		0.612638	c			[]	
glyald	D-Glyceraldehyde	C3H6O3	C3H6O3	0	90.0774000000						[]	
glyb	Glycine betaine	C5H11NO2	C5H11NO2	0	117.1469000000						[]	
glyc	Glycerol	C3H8O3	C3H8O3	0	92.0932000000						[]	
glyc-R	(R)-Glycerate	C3H6O4	C3H5O4	-1	105.0685000000						[]	
glyc2p	Glycerol 2-phosphate	C3H9O6P	C3H8O6P	-1	171.0642000000						[]	
glyc3p	Glycerol 3-phosphate	C3H9O6P	C3H8O6P	-1	171.0642000000						[]	
glyclt	Glycolate	C2H4O3	C2H3O3	-1	75.0427000000						[]	
glycogen	glycogen	C6H10O5	C6H10O5	0	162.1400000000						[]	
gmhep17bp	D-Glycero-D-manno-heptose 1,7-bisphosphate	C7H12O13P2	C7H14O13P2	-2	368.1226000000						[]	
gmhep1p	D-Glycero-D-manno-heptose 1-phosphate	C7H13O10P	C7H14O10P	-1	289.1516000000						[]	
gmhep7p	D-Glycero-D-manno-heptose 7-phosphate	C7H13O10P	C7H14O10P	-1	289.1516000000						[]	
gmp	GMP	C10H12N5O8P	C10H13N5O8P	-1	362.2137000000						[]	
gp4g	P1,P4-Bis(5'-guanosyl) tetraphosphate	C20H24N10O21P4	C20H24N10O21P4	-4	864.3546000000						[]	
grdp	Geranyl diphosphate	C10H20O7P2	C10H18O7P2	-2	312.1932000000						[]	
grxox	glutaredoxin (oxidized)	X	C6H7NO2R2S2	0	189.2463000000					True	"[""GLUTAREDOXIN-MONOMER[c]"", ""OX-GLUTAREDOXIN-B[c]"", ""OX-GLUTAREDOXIN-C[c]"", ""EG12181-MONOMER[c]""]"	"Non-element in formula. Weight calculated for known elements.
"
grxrd	glutaredoxin (reduced)	XH2	C6H9NO2R2S2	0	191.2621000000					True	"[""RED-GLUTAREDOXIN[c]"", ""GRXB-MONOMER[c]"", ""GRXC-MONOMER[c]"", ""EG12181-MONOMER[c]""]"	"Non-element in formula. Weight calculated for known elements.
"
gsn	Guanosine	C10H13N5O5	C10H13N5O5	0	283.2427000000						[]	
gthox	Oxidized glutathione	C20H32N6O12S2	C20H30N6O12S2	-2	610.6070000000						[]	
gthrd	Reduced glutathione	C10H17N3O6S	C10H16N3O6S	-1	306.3114000000						[]	
gtp	GTP	C10H16N5O14P3	C10H12N5O14P3	-4	519.1478000000		0.215096	c			[]	
gtspmd	Glutathionylspermidine	C17H34N6O5S	C17H36N6O5S	2	436.5684000000						[]	
gua	Guanine	C5H5N5O	C5H4N5O	-1	150.1206000000						[]	
h	H+	H	H	1	1.0079000000		-10081573599.999998	c			[]	
h2	H2	H2	H2	0	2.0158000000						[]	
h2mb4p	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate	C5H9O8P2	C5H10O8P2	-2	260.0740000000						[]	
h2o	H2O	H2O	H2O	0	18.0148000000		59.81	c			[]	
h2o2	Hydrogen peroxide	H2O2	H2O2	0	34.0138000000						[]	
h2s	Hydrogen sulfide	H2S	HS	-1	33.0679000000						[]	
hacolipa	hepta-acylated core oligosaccharide lipid A (E. coli)	C192H333N2O101P4	C192H337N2O101P4	-7	4413.5833000000						[]	
halipa	hepta-acylated KDO(2)-lipid (A)	C126H232N2O40P2	C126H228N2O40P2	-4	2473.1092000000						[]	
hco3	Bicarbonate	CHO3	CHO3	-1	61.0159000000						[]	
hcys-L	L-Homocysteine	C4H9NO2S	C4H9NO2S	0	135.1801000000						[]	
hdca	Hexadecanoate (n-C16:0)	C16H32O2	C16H31O2	-1	255.4189000000						[]	
hdcea	Hexadecenoate (n-C16:1)	C16H30O2	C16H29O2	-1	253.4031000000						[]	
hdcoa	Hexadecenoyl-CoA (n-C16:1CoA)	C37H60N7O17P3S	C37H61N7O17P3S	-3	1000.9029000000						[]	
hdd2coa	trans-Hexadec-2-enoyl-CoA	C37H64N7O17P3S	C37H61N7O17P3S	-3	1000.9029000000						[]	
hdeACP	cis-hexadec-9-enoyl-[acyl-carrier protein] (n-C16:1)	C27H49N2O8PRS	C27H49N2O8PRS	-1	592.7241000000					True	"[""EG50003-MONOMER[c]""]"	"Non-element in formula. Weight calculated for known elements.
"
hemeO	Heme O	C49H58FeN4O5	C49H56FeN4O5	-2	836.8514000000						[]	
hexACP	Hexanoyl-ACP (n-C6:0ACP)	C17H31N2O8PRS	C17H31N2O8PRS	-1	454.4719000000					True	"[""EG50003-MONOMER[c]""]"	"Non-element in formula. Weight calculated for known elements.
"
hg2	Hg2+	Hg	Hg	2	200.5900000000						[]	
hhlipa	heptosyl-heptosyl-kdo2-lipidA	C124H226N2O51P2	C124H222N2O51P2	-4	2619.0288000000						[]	
his-L	L-Histidine	C6H9N3O2	C6H9N3O2	0	155.1561000000		0.094738	c			[]	
hisp	L-Histidinol phosphate	C6H12N3O4P	C6H12N3O4P	0	221.1518000000						[]	
histd	L-Histidinol	C6H11N3O	C6H12N3O	1	142.1808000000						[]	
hkndd	2-Hydroxy-6-oxonona-2,4-diene-1,9-dioate	C9H8O6	C9H8O6	-2	212.1562000000						[]	
hkntd	2-hydroxy-6-ketononatrienedioate	C9H6O6	C9H6O6	-2	210.1404000000						[]	
hlipa	heptosyl-kdo2-lipidA	C117H214N2O45P2	C117H210N2O45P2	-4	2426.8630000000						[]	
hmbil	Hydroxymethylbilane	C40H46N4O17	C40H38N4O17	-8	846.7512000000						[]	
hmfurn	4-hydroxy-5-methyl-3(2H)-furanone	C5H6O3	C5H5O3	-1	113.0915000000						[]	
hmgth	hydroxymethylglutathione	C11H19N3O7S	C11H18N3O7S	-1	336.3372000000						[]	
hom-L	L-Homoserine	C4H9NO3	C4H9NO3	0	119.1191000000						[]	
hphhlipa	heptosyl-phospho-heptosyl-heptosyl-kdo2-lipidA	C131H239N2O60P3	C131H234N2O60P3	-5	2890.1656000000						[]	
hpyr	Hydroxypyruvate	C3H4O4	C3H3O4	-1	103.0527000000						[]	
hqn	Hydroquinone	C6H6O2	C6H6O2	0	110.1114000000						[]	
hx2coa	trans-Hex-2-enoyl-CoA	C27H44N7O17P3S	C27H41N7O17P3S	-3	860.6349000000						[]	
hxa	Hexanoate (n-C6:0)	C6H12O2	C6H11O2	-1	115.1509000000						[]	
hxan	Hypoxanthine	C5H4N4O	C5H3N4O	-1	135.1057000000						[]	
hxcoa	Hexanoyl-CoA (n-C6:0CoA)	C27H46N7O18P3S	C27H43N7O17P3S	-3	862.6507000000						[]	
iasp	Iminoaspartate	C4H5NO4	C4H3NO4	-2	129.0707000000						[]	
ichor	Isochorismate	C10H10O6	C10H8O6	-2	224.1672000000						[]	
icit	Isocitrate	C6H8O7	C6H5O7	-3	189.0985000000						[]	
icolipa	inner core oligosaccharide lipid A (E coli)	C145H262N2O74P4	C145H255N2O74P4	-7	3334.4455000000						[]	
idon-L	L-Idonate	C6H11O7	C6H11O7	-1	195.1459000000						[]	
idp	IDP	C10H14N4O11P2	C10H12N4O11P2	-2	426.1698000000						[]	
ile-L	L-Isoleucine	C6H13NO2	C6H13NO2	0	131.1737000000		0.290529	c			[]	
imacp	3-(Imidazol-4-yl)-2-oxopropyl phosphate	C6H9N2O5P	C6H8N2O5P	-1	219.1122000000						[]	
imp	IMP	C10H13N4O8P	C10H12N4O8P	-1	347.1988000000						[]	
indole	Indole	C8H7N	C8H7N	0	117.1503000000						[]	
inost	myo-Inositol	C6H12O6	C6H12O6	0	180.1548000000						[]	
ins	Inosine	C10H12N4O5	C10H12N4O5	0	268.2278000000						[]	
ipdp	Isopentenyl diphosphate	C5H12O7P2	C5H10O7P2	-2	244.0750000000						[]	
isetac	Isethionic acid	C2H6O4S	C2H5O4S	-1	125.1175000000						[]	
itp	ITP	C10H15N4O14P3	C10H12N4O14P3	-3	505.1408000000						[]	
k	potassium	K	K	1	39.0960000000		0.177645	c			[]	
kdo	3-Deoxy-D-manno-2-octulosonate	C8H14O8	C8H13O8	-1	237.1827000000						[]	
kdo2lipid4	KDO(2)-lipid IV(A)	C84H148N2O37P2	C84H150N2O37P2	-4	1842.0340000000		0.019456	o			[]	
kdo2lipid4L	KDO(2)-lipid IV(A) with laurate	C96H170N2O38P2	C96H172N2O38P2	-4	2024.3388000000						[]	
kdo2lipid4p	KDO(2)-lipid IV(A) with palmitoleoyl	C100H176N2O38P2	C100H178N2O38P2	-4	2078.4302000000						[]	
kdo8p	3-Deoxy-D-manno-octulosonate 8-phosphate	C8H15O11P	C8H13O11P	-2	316.1537000000						[]	
kdolipid4	KDO-lipid IV(A)	C76H137N2O30P2	C76H139N2O30P2	-3	1622.8661000000						[]	
kphphhlipa	kdo-phospho-heptosyl-phospho-heptosyl-heptosyl-kdo2-lipidA	C139H252N2O70P4	C139H245N2O70P4	-7	3188.3045000000						[]	
lac-D	D-Lactate	C3H6O3	C3H5O3	-1	89.0695000000						[]	
lac-L	L-Lactate	C3H6O3	C3H5O3	-1	89.0695000000						[]	
lald-D	D-Lactaldehyde	C3H6O2	C3H6O2	0	74.0784000000						[]	
lald-L	L-Lactaldehyde	C3H6O2	C3H6O2	0	74.0784000000						[]	
lcts	Lactose	C12H22O11	C12H22O11	0	342.2948000000						[]	
leu-L	L-Leucine	C6H13NO2	C6H13NO2	0	131.1737000000		0.450531	c			[]	
lgt-S	(R)-S-Lactoylglutathione	C13H21N3O8S	C13H20N3O8S	-1	378.3740000000						[]	
lipa	KDO(2)-lipid (A)	C110H196N2O39P2	C110H198N2O39P2	-4	2234.6972000000						[]	
lipa_cold	cold adapted KDO(2)-lipid (A)	C114H202N2O39P2	C114H204N2O39P2	-4	2288.7886000000						[]	
lipidA	2,3,2'3'-Tetrakis(beta-hydroxymyristoyl)-D-glucosaminyl-1,6-beta-D-glucosamine 1,4'-bisphosphate	C68H130N2O23P2	C68H128N2O23P2	-2	1403.6982000000						[]	
lipidAds	Lipid A Disaccharide	C68H127N2O20P	C68H128N2O20P	-1	1324.7272000000						[]	
lipidX	2,3-Bis(3-hydroxytetradecanoyl)-beta-D-glucosaminyl 1-phosphate	C34H66NO12P	C34H65NO12P	-1	710.8565000000						[]	
lipoic-acid		C8H14O2S2	C8H13O2S2	-1	205.3087000000						[]	
lpp	lipoprotein	XC16H30O1	C19H35NO2R2S	0	341.5505000000					True	"[""G7644-MONOMER[p]""]"	"Non-element in formula. Weight calculated for known elements.
"
lys-L	L-Lysine	C6H14N2O2	C6H15N2O2	1	147.1965000000		0.343161	c			[]	
lyx-L	L-Lyxose	C5H10O5	C5H10O5	0	150.1290000000						[]	
mal-D	D-Malate	C4H6O5	C4H4O5	-2	132.0706000000						[]	
mal-L	L-Malate	C4H6O5	C4H4O5	-2	132.0706000000						[]	
malACP	Malonyl-[acyl-carrier protein]	C3H3O3R	C14H22N2O10PRS	-2	441.3658000000					True	"[""EG50003-MONOMER[c]""]"	"Non-element in formula. Weight calculated for known elements.
"
malcoa	Malonyl-CoA	C24H38N7O19P3S	C24H34N7O19P3S	-4	849.5446000000						[]	
malt	Maltose	C12H22O11	C12H22O11	0	342.2948000000						[]	
malt6p	Maltose 6'-phosphate	C12H23O14P	C12H22O14P	-1	421.2658000000						[]	
malthp	Maltoheptaose	C42H72O36	C42H72O36	0	1152.9948000000						[]	
malthx	Maltohexaose	C36H62O31	C36H62O31	0	990.8548000000						[]	
maltpt	Maltopentaose	C30H52O26	C30H52O26	0	828.7148000000						[]	
malttr	Maltotriose	C18H32O16	C18H32O16	0	504.4348000000						[]	
maltttr	Maltotetraose	C24H42O21	C24H42O21	0	666.5748000000						[]	
man	D-Mannose	C6H12O6	C6H12O6	0	180.1548000000						[]	
man1p	D-Mannose 1-phosphate	C6H13O9P	C6H12O9P	-1	259.1258000000						[]	
man6p	D-Mannose 6-phosphate	C6H13O9P	C6H12O9P	-1	259.1258000000						[]	
man6pglyc	2(alpha-D-Mannosyl-6-phosphate)-D-glycerate	C9H17O12P	C9H15O12P	-2	346.1795000000						[]	
mana	D-Mannonate	C6H12O7	C6H11O7	-1	195.1459000000						[]	
manglyc	2(alpha-D-Mannosyl)-D-glycerate	C9H16O9	C9H15O9	-1	267.2085000000						[]	
melib	Melibiose	C12H22O11	C12H22O11	0	342.2948000000						[]	
mercppyr	Mercaptopyruvate	C3H4O3S	C3H3O3S	-1	119.1137000000						[]	
met-D	D-Methionine	C5H11NO2S	C5H11NO2S	0	149.2069000000						[]	
met-L	L-Methionine	C5H11NO2S	C5H11NO2S	0	149.2069000000		0.153686	c			[]	
methf	5,10-Methenyltetrahydrofolate	C20H22N7O6	C20H20N7O6	-1	454.4210000000						[]	
metoh		CH4O	CH4O	0	32.0416000000						[]	
metsox-R-L	L-methionine-R-sulfoxide	C5H11NO3S	C5H11NO3S	0	165.2059000000						[]	
metsox-S-L	L-Methionine Sulfoxide	C5H11NO3S	C5H11NO3S	0	165.2059000000						[]	
mg2	magnesium	Mg	Mg	2	24.3050000000		0.007895	c			[]	
mi1p-D	1D-myo-Inositol 1-phosphate	C6H11O9P	C6H12O9P	-1	259.1258000000						[]	
micit	methylisocitrate	C7H7O7	C7H7O7	-3	203.1253000000						[]	
minohp	myo-Inositol hexakisphosphate	C6H18O24P6	C6H12O24P6	-6	653.9808000000						[]	
mlthf	5,10-Methylenetetrahydrofolate	C20H23N7O6	C20H21N7O6	-2	455.4289000000		0.000223	c			[]	
mmcoa-R	(R)-Methylmalonyl-CoA	C25H40N7O19P3S	C25H36N7O19P3S	-4	863.5714000000						[]	
mmcoa-S	(S)-Methylmalonyl-CoA	C25H40N7O19P3S	C25H36N7O19P3S	-4	863.5714000000						[]	
mmet	S-Methyl-L-methionine	C6H14NO2S	C6H14NO2S	1	164.2416000000						[]	
mn2	Mn2+	Mn	Mn	2	54.9380000000		0.003158	c			[]	
mnl	D-Mannitol	C6H14O6	C6H14O6	0	182.1706000000						[]	
mnl1p	D-Mannitol 1-phosphate	C6H15O9P	C6H14O9P	-1	261.1416000000						[]	
mobd	Molybdate	H2MoO4	MoO4	-2	159.9360000000		0.003158	c			[]	
mql8	Menaquinol 8	C51H74O2	C51H74O2	0	719.1436000000						[]	
mqn8	Menaquinone 8	C51H72O2	C51H72O2	0	717.1278000000						[]	
mso3	methanesulfonate	CH4O3S	CH3O3S	-1	95.0917000000						[]	
