Frame ID	Name	Process	EC	Stoichiometry (pH 7.2)	Enzyme	Direction	Comments
FEIST_KAT2_0	3-ketoacyl-CoA thiolase	Metabolism	2.3.1.16	[c] : 3ohcoa + coa --> accoa + btcoa	FADA-MONOMER	forward only	
FEIST_KAT2_1	3-ketoacyl-CoA thiolase	Metabolism	2.3.1.16	[c] : 3ohcoa + coa --> accoa + btcoa	G7213-MONOMER	forward only	
FEIST_KAT3_0	3-ketoacyl-CoA thiolase	Metabolism	2.3.1.16	[c] : 3oocoa + coa --> accoa + hxcoa	FADA-MONOMER	forward only	
FEIST_KAT3_1	3-ketoacyl-CoA thiolase	Metabolism	2.3.1.16	[c] : 3oocoa + coa --> accoa + hxcoa	G7213-MONOMER	forward only	
FEIST_KAT4_0	3-ketoacyl-CoA thiolase	Metabolism	2.3.1.16	[c] : 3odcoa + coa --> accoa + occoa	FADA-MONOMER	forward only	
FEIST_KAT4_1	3-ketoacyl-CoA thiolase	Metabolism	2.3.1.16	[c] : 3odcoa + coa --> accoa + occoa	G7213-MONOMER	forward only	
FEIST_KAT5_0	3-ketoacyl-CoA thiolase	Metabolism	2.3.1.16	[c] : 3oddcoa + coa --> accoa + dcacoa	FADA-MONOMER	forward only	
FEIST_KAT5_1	3-ketoacyl-CoA thiolase	Metabolism	2.3.1.16	[c] : 3oddcoa + coa --> accoa + dcacoa	G7213-MONOMER	forward only	
FEIST_KAT6_0	3-ketoacyl-CoA thiolase	Metabolism	2.3.1.16	[c] : 3otdcoa + coa --> accoa + ddcacoa	FADA-MONOMER	forward only	
FEIST_KAT6_1	3-ketoacyl-CoA thiolase	Metabolism	2.3.1.16	[c] : 3otdcoa + coa --> accoa + ddcacoa	G7213-MONOMER	forward only	
FEIST_KAT7_0	3-ketoacyl-CoA thiolase	Metabolism	2.3.1.16	[c] : 3ohdcoa + coa --> accoa + tdcoa	FADA-MONOMER	forward only	
FEIST_KAT7_1	3-ketoacyl-CoA thiolase	Metabolism	2.3.1.16	[c] : 3ohdcoa + coa --> accoa + tdcoa	G7213-MONOMER	forward only	
FEIST_KAT8_0	3-ketoacyl-CoA thiolase	Metabolism	2.3.1.16	[c] : 3oodcoa + coa --> accoa + pmtcoa	FADA-MONOMER	forward only	
FEIST_KAT8_1	3-ketoacyl-CoA thiolase	Metabolism	2.3.1.16	[c] : 3oodcoa + coa --> accoa + pmtcoa	G7213-MONOMER	forward only	
FEIST_KDOCT2	3-deoxy-manno-octulosonate cytidylyltransferase	Metabolism	2.7.7.38	[c] : ctp + kdo --> ckdo + ppi	CPM-KDOSYNTH-MONOMER	forward only	
FEIST_KDOPP	3-deoxy-manno-octulosonate-8-phosphatase	Metabolism	3.1.3.45	[c] : h2o + kdo8p --> kdo + pi	G7663-MONOMER	forward only	
FEIST_KDOPS	3-deoxy -D-manno-octulosonic -acid 8-phosphate synthase	Metabolism	4.1.2.16	[c] : ara5p + h2o + pep --> kdo8p + pi	KDO-8PSYNTH-MONOMER	forward only	
FEIST_KG6PDC_0	3-keto-L-gulonate 6-phosphate decarboxylase	Metabolism		[c] : 3dhgulnp + h --> co2 + xu5p-L	G7858-MONOMER	forward only	
FEIST_KG6PDC_1	3-keto-L-gulonate 6-phosphate decarboxylase	Metabolism		[c] : 3dhgulnp + h --> co2 + xu5p-L	EG12285-MONOMER	forward only	
FEIST_Kabcpp	Potassium ABC transporter (periplasm)	Metabolism		atp[c] + h2o[c] + k[p] --> adp[c] + h[c] + k[c] + pi[c]	['ATPASE-1-CPLX']	forward only	
FEIST_Kt2pp_0	potassium transport in via proton symport (periplasm)	Metabolism		h[p] + k[p] --> h[c] + k[c]	['SAPD-MONOMER', 'TRKA-MONOMER', 'TRKG-MONOMER']	forward only	
FEIST_Kt2pp_1	potassium transport in via proton symport (periplasm)	Metabolism		h[p] + k[p] --> h[c] + k[c]	['SAPD-MONOMER', 'TRKA-MONOMER', 'TRKH-MONOMER']	forward only	
FEIST_Kt3pp_0	potassium transport out via proton antiport (periplasm)	Metabolism		h[p] + k[c] --> h[c] + k[p]	CHAA-MONOMER	forward only	
FEIST_Kt3pp_1	potassium transport out via proton antiport (periplasm)	Metabolism		h[p] + k[c] --> h[c] + k[p]	CMR-MONOMER	forward only	
FEIST_Kt3pp_2	potassium transport out via proton antiport (periplasm)	Metabolism		h[p] + k[c] --> h[c] + k[p]	KEFB-MONOMER	forward only	
FEIST_Kt3pp_3	potassium transport out via proton antiport (periplasm)	Metabolism		h[p] + k[c] --> h[c] + k[p]	KEFC-MONOMER	forward only	
FEIST_Ktex_0	potassium transport via diffusion (extracellular to periplasm)	Metabolism		k[e] <==> k[p]	MONOMER0-282	reversible	
FEIST_Ktex_1	potassium transport via diffusion (extracellular to periplasm)	Metabolism		k[e] <==> k[p]	EG10671-MONOMER	reversible	
FEIST_Ktex_2	potassium transport via diffusion (extracellular to periplasm)	Metabolism		k[e] <==> k[p]	G6700-MONOMER	reversible	
FEIST_Ktex_3	potassium transport via diffusion (extracellular to periplasm)	Metabolism		k[e] <==> k[p]	EG10670-MONOMER	reversible	
FEIST_L-LACD2	L-Lactate dehydrogenase (ubiquinone)	Metabolism	1.1.2.3	[c] : lac-L + q8 --> pyr + q8h2	L-LACTDEHYDROGFMN-MONOMER	forward only	
FEIST_L-LACD3	L-Lactate dehydrogenase (menaquinone)	Metabolism	1.1.2.3	[c] : lac-L + mqn8 --> mql8 + pyr	L-LACTDEHYDROGFMN-MONOMER	forward only	
FEIST_L-LACt2rpp_0	L-lactate reversible transport via proton symport (periplasm)	Metabolism		h[p] + lac-L[p] <==> h[c] + lac-L[c]	LCTP-MONOMER	reversible	
FEIST_L-LACt2rpp_1	L-lactate reversible transport via proton symport (periplasm)	Metabolism		h[p] + lac-L[p] <==> h[c] + lac-L[c]	B2975-MONOMER	reversible	
FEIST_L-LACtex_0	L-lactate transport via diffusion (extracellular to periplasm)	Metabolism		lac-L[e] <==> lac-L[p]	MONOMER0-282	reversible	
FEIST_L-LACtex_1	L-lactate transport via diffusion (extracellular to periplasm)	Metabolism		lac-L[e] <==> lac-L[p]	EG10671-MONOMER	reversible	
FEIST_L-LACtex_2	L-lactate transport via diffusion (extracellular to periplasm)	Metabolism		lac-L[e] <==> lac-L[p]	G6700-MONOMER	reversible	
FEIST_L-LACtex_3	L-lactate transport via diffusion (extracellular to periplasm)	Metabolism		lac-L[e] <==> lac-L[p]	EG10670-MONOMER	reversible	
FEIST_LA4NTpp	4-amino-4-deoxy-L-arabinotransferase (LPS lipid A modification, periplasmic face of membrane))	Metabolism		[p] : colipa + uLa4n --> acolipa + udcpp	G7170-MONOMER	forward only	
FEIST_LACZ	b-galactosidase	Metabolism	3.2.1.23	[c] : h2o + lcts --> gal + glc-D	BETAGALACTOSID-MONOMER	forward only	
FEIST_LACZpp	b-galactosidase	Metabolism	3.2.1.108	[p] : h2o + lcts --> gal + glc-D	EG12013-MONOMER	forward only	
FEIST_LADGMDH	L-alanyl-gamma-D-glutamyl-meso-diaminopimelate hydrolase	Metabolism		[c] : LalaDgluMdap + h2o --> 26dap-M + LalaDglu	G6662-MONOMER	forward only	
FEIST_LALDO2x	D-Lactaldehyde:NAD+ 1-oxidoreductase	Metabolism	1.1.1.21	[c] : h + mthgxl + nadh --> lald-D + nad	GLYCDEH-MONOMER	forward only	
FEIST_LALGP	L-alanyl-gamma-L-glutamate peptidase	Metabolism		[c] : LalaLglu + h2o --> ala-L + glu-L	EG10695-MONOMER	forward only	
FEIST_LCADi	lactaldehyde dehydrogenase	Metabolism	1.2.1.21	[c] : h2o + lald-L + nad --> (2) h + lac-L + nadh	LACTALDDEHYDROG-MONOMER	forward only	
FEIST_LCARR	lacaldehyde reductase (R-propane-1,2-diol forming)	Metabolism	1.1.1.77	[c] : h + lald-D + nadh <==> 12ppd-R + nad		reversible	
FEIST_LCARS	lacaldehyde reductase (S-propane-1,2-diol forming)	Metabolism	1.1.1.77	[c] : h + lald-L + nadh <==> 12ppd-S + nad	LACTALDREDUCT-MONOMER	reversible	
FEIST_LCTSt3ipp_0	Lactose transport via proton aniport (periplasm)	Metabolism		h[p] + lcts[c] --> h[c] + lcts[p]	B2170-MONOMER	forward only	
FEIST_LCTSt3ipp_1	Lactose transport via proton aniport (periplasm)	Metabolism		h[p] + lcts[c] --> h[c] + lcts[p]	B0070-MONOMER	forward only	
FEIST_LCTSt3ipp_2	Lactose transport via proton aniport (periplasm)	Metabolism		h[p] + lcts[c] --> h[c] + lcts[p]	YDEA-MONOMER	forward only	
FEIST_LCTStex_0	Lactose transport via diffusion (extracellular to periplasm)	Metabolism		lcts[e] <==> lcts[p]	MONOMER0-282	reversible	
FEIST_LCTStex_1	Lactose transport via diffusion (extracellular to periplasm)	Metabolism		lcts[e] <==> lcts[p]	EG10671-MONOMER	reversible	
FEIST_LCTStex_2	Lactose transport via diffusion (extracellular to periplasm)	Metabolism		lcts[e] <==> lcts[p]	G6700-MONOMER	reversible	
FEIST_LCTStex_3	Lactose transport via diffusion (extracellular to periplasm)	Metabolism		lcts[e] <==> lcts[p]	EG10670-MONOMER	reversible	
FEIST_LCTStpp	Lactose transport via proton symport (periplasm)	Metabolism		h[p] + lcts[p] <==> h[c] + lcts[c]	LACY-MONOMER	reversible	
FEIST_LDH_D2	D-lactate dehydrogenase	Metabolism	1.1.2.4	[c] : lac-D + q8 --> pyr + q8h2	DLACTDEHYDROGFAD-MONOMER	forward only	
FEIST_LDH_D_0	D-lactate dehydrogenase	Metabolism	1.1.1.28	[c] : lac-D + nad <==> h + nadh + pyr	DLACTDEHYDROGFAD-MONOMER	reversible	
FEIST_LDH_D_1	D-lactate dehydrogenase	Metabolism	1.1.1.28	[c] : lac-D + nad <==> h + nadh + pyr	DLACTDEHYDROGNAD-MONOMER	reversible	
FEIST_LEUTAi_0	leucine transaminase (irreversible)	Metabolism	2.6.1.42	[c] : 4mop + glu-L --> akg + leu-L	BRANCHED-CHAINAMINOTRANSFER-MONOMER	forward only	
FEIST_LEUTAi_1	leucine transaminase (irreversible)	Metabolism	2.6.1.42	[c] : 4mop + glu-L --> akg + leu-L	TYRB-MONOMER	forward only	
FEIST_LEUabcpp_0	L-leucine transport via ABC system (periplasm)	Metabolism		atp[c] + h2o[c] + leu-L[p] --> adp[c] + h[c] + leu-L[c] + pi[c]	ABC-304-CPLX	forward only	
FEIST_LEUabcpp_1	L-leucine transport via ABC system (periplasm)	Metabolism		atp[c] + h2o[c] + leu-L[p] --> adp[c] + h[c] + leu-L[c] + pi[c]	ABC-15-CPLX	forward only	
FEIST_LEUt2rpp	L-leucine reversible transport via proton symport (periplasm)	Metabolism		h[p] + leu-L[p] <==> h[c] + leu-L[c]	BRNQ-MONOMER	reversible	
FEIST_LEUtex_0	L-leucine transport via diffusion (extracellular to periplasm)	Metabolism		leu-L[e] <==> leu-L[p]	MONOMER0-282	reversible	
FEIST_LEUtex_1	L-leucine transport via diffusion (extracellular to periplasm)	Metabolism		leu-L[e] <==> leu-L[p]	EG10671-MONOMER	reversible	
FEIST_LEUtex_2	L-leucine transport via diffusion (extracellular to periplasm)	Metabolism		leu-L[e] <==> leu-L[p]	G6700-MONOMER	reversible	
FEIST_LEUtex_3	L-leucine transport via diffusion (extracellular to periplasm)	Metabolism		leu-L[e] <==> leu-L[p]	EG10670-MONOMER	reversible	
FEIST_LGTHL	lactoylglutathione lyase	Metabolism	4.4.1.5	[c] : gthrd + mthgxl --> lgt-S	GLYOXI-MONOMER	forward only	
FEIST_LIPACabcpp	lipid (cold) A transport via ABC system (periplasm)	Metabolism		atp[c] + h2o[c] + lipa_cold[c] --> adp[c] + h[c] + lipa_cold[p] + pi[c]	EG10613-MONOMER	forward only	
FEIST_LIPAHT2ex	core oligosaccharide lipid A:hexadecanoate transferase (n-C16:0) (extracellular membrane)	Metabolism		[e] : colipa + h + hdca --> h2o + hacolipa	EG12180-MONOMER	forward only	
FEIST_LIPAHTex	Lipid A:hexadecanoate transferase (n-C16:0) (extracellular membrane)	Metabolism		[e] : h + hdca + lipa --> h2o + halipa	EG12180-MONOMER	forward only	
FEIST_LIPAabcpp	lipid A transport via ABC system (periplasm)	Metabolism		atp[c] + h2o[c] + lipa[c] --> adp[c] + h[c] + lipa[p] + pi[c]	EG10613-MONOMER	forward only	
FEIST_LIPAtex	lipid A transport via vector (periplasm to extracellular)	Metabolism		lipa[p] --> lipa[e]		forward only	
FEIST_LPADSS	Lipid A disaccaride synthase	Metabolism	2.4.1.182	[c] : lipidX + u23ga --> h + lipidAds + udp	LIPIDADISACCHARIDESYNTH-MONOMER	forward only	
FEIST_LPLIPAL1A120pp	Lysophospholipase L1 (2-acylglycerophosphotidate, n-C12:0) (periplasm)	Metabolism	3.1.1.5	[p] : 1ddecg3p + h2o --> ddca + glyc3p + h	THIOESTERI-MONOMER	forward only	
FEIST_LPLIPAL1A140pp	Lysophospholipase L1 (2-acylglycerophosphotidate, n-C14:0) (periplasm)	Metabolism	3.1.1.5	[p] : 1tdecg3p + h2o --> glyc3p + h + ttdca	THIOESTERI-MONOMER	forward only	
FEIST_LPLIPAL1A141pp	Lysophospholipase L1 (2-acylglycerophosphotidate, n-C14:1) (periplasm)	Metabolism	3.1.1.5	[p] : 1tdec7eg3p + h2o --> glyc3p + h + ttdcea	THIOESTERI-MONOMER	forward only	
FEIST_LPLIPAL1A160pp	Lysophospholipase L1 (2-acylglycerophosphotidate, n-C16:0) (periplasm)	Metabolism	3.1.1.5	[p] : 1hdecg3p + h2o --> glyc3p + h + hdca	THIOESTERI-MONOMER	forward only	
FEIST_LPLIPAL1A161pp	Lysophospholipase L1 (2-acylglycerophosphotidate, n-C16:1) (periplasm)	Metabolism	3.1.1.5	[p] : 1hdec9eg3p + h2o --> glyc3p + h + hdcea	THIOESTERI-MONOMER	forward only	
FEIST_LPLIPAL1A180pp	Lysophospholipase L1 (2-acylglycerophosphotidate, n-C18:0) (periplasm)	Metabolism	3.1.1.5	[p] : 1odecg3p + h2o --> glyc3p + h + ocdca	THIOESTERI-MONOMER	forward only	
FEIST_LPLIPAL1A181pp	Lysophospholipase L1 (2-acylglycerophosphotidate, n-C18:1) (periplasm)	Metabolism	3.1.1.5	[p] : 1odec11eg3p + h2o --> glyc3p + h + ocdcea	THIOESTERI-MONOMER	forward only	
FEIST_LPLIPAL1E120pp	Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C12:0) (periplasm)	Metabolism	3.1.1.5	[p] : 1agpe120 + h2o --> ddca + g3pe + h	THIOESTERI-MONOMER	forward only	
FEIST_LPLIPAL1E140pp	Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C14:0) (periplasm)	Metabolism	3.1.1.5	[p] : 1agpe140 + h2o --> g3pe + h + ttdca	THIOESTERI-MONOMER	forward only	
FEIST_LPLIPAL1E141pp	Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C14:1) (periplasm)	Metabolism	3.1.1.5	[p] : 1agpe141 + h2o --> g3pe + h + ttdcea	THIOESTERI-MONOMER	forward only	
FEIST_LPLIPAL1E160pp	Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C16:0) (periplasm)	Metabolism	3.1.1.5	[p] : 1agpe160 + h2o --> g3pe + h + hdca	THIOESTERI-MONOMER	forward only	
FEIST_LPLIPAL1E161pp	Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C16:1) (periplasm)	Metabolism	3.1.1.5	[p] : 1agpe161 + h2o --> g3pe + h + hdcea	THIOESTERI-MONOMER	forward only	
FEIST_LPLIPAL1E180pp	Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C18:0) (periplasm)	Metabolism	3.1.1.5	[p] : 1agpe180 + h2o --> g3pe + h + ocdca	THIOESTERI-MONOMER	forward only	
FEIST_LPLIPAL1E181pp	Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C18:1) (periplasm)	Metabolism	3.1.1.5	[p] : 1agpe181 + h2o --> g3pe + h + ocdcea	THIOESTERI-MONOMER	forward only	
FEIST_LPLIPAL1G120pp	Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C12:0) (periplasm)	Metabolism	3.1.1.5	[p] : 1agpg120 + h2o --> ddca + g3pg + h	THIOESTERI-MONOMER	forward only	
FEIST_LPLIPAL1G140pp	Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C14:0) (periplasm)	Metabolism	3.1.1.5	[p] : 1agpg140 + h2o --> g3pg + h + ttdca	THIOESTERI-MONOMER	forward only	
FEIST_LPLIPAL1G141pp	Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C14:1) (periplasm)	Metabolism	3.1.1.5	[p] : 1agpg141 + h2o --> g3pg + h + ttdcea	THIOESTERI-MONOMER	forward only	
FEIST_LPLIPAL1G160pp	Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C16:0) (periplasm)	Metabolism	3.1.1.5	[p] : 1agpg160 + h2o --> g3pg + h + hdca	THIOESTERI-MONOMER	forward only	
FEIST_LPLIPAL1G161pp	Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C16:1) (periplasm)	Metabolism	3.1.1.5	[p] : 1agpg161 + h2o --> g3pg + h + hdcea	THIOESTERI-MONOMER	forward only	
FEIST_LPLIPAL1G180pp	Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C18:0) (periplasm)	Metabolism	3.1.1.5	[p] : 1agpg180 + h2o --> g3pg + h + ocdca	THIOESTERI-MONOMER	forward only	
FEIST_LPLIPAL1G181pp	Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C18:1) (periplasm)	Metabolism	3.1.1.5	[p] : 1agpg181 + h2o --> g3pg + h + ocdcea	THIOESTERI-MONOMER	forward only	
FEIST_LPLIPAL2A120	Lysophospholipase L2 (2-acylglycerophosphotidate, n-C12:0)	Metabolism	3.1.1.5	[c] : 2ddecg3p + h2o --> ddca + glyc3p + (2) h	EG10739-MONOMER	forward only	
FEIST_LPLIPAL2A140	Lysophospholipase L2 (2-acylglycerophosphotidate, n-C14:0)	Metabolism	3.1.1.5	[c] : 2tdecg3p + h2o --> glyc3p + (2) h + ttdca	EG10739-MONOMER	forward only	
FEIST_LPLIPAL2A141	Lysophospholipase L2 (2-acylglycerophosphotidate, n-C14:1)	Metabolism	3.1.1.5	[c] : 2tdec7eg3p + h2o --> glyc3p + (2) h + ttdcea	EG10739-MONOMER	forward only	
FEIST_LPLIPAL2A160	Lysophospholipase L2 (2-acylglycerophosphotidate, n-C16:0)	Metabolism	3.1.1.5	[c] : 2hdecg3p + h2o --> glyc3p + (2) h + hdca	EG10739-MONOMER	forward only	
FEIST_LPLIPAL2A161	Lysophospholipase L2 (2-acylglycerophosphotidate, n-C16:1)	Metabolism	3.1.1.5	[c] : 2hdec9eg3p + h2o --> glyc3p + (2) h + hdcea	EG10739-MONOMER	forward only	
FEIST_LPLIPAL2A180	Lysophospholipase L2 (2-acylglycerophosphotidate, n-C18:0)	Metabolism	3.1.1.5	[c] : 2odecg3p + h2o --> glyc3p + (2) h + ocdca	EG10739-MONOMER	forward only	
FEIST_LPLIPAL2A181	Lysophospholipase L2 (2-acylglycerophosphotidate, n-C18:1)	Metabolism	3.1.1.5	[c] : 2odec11eg3p + h2o --> glyc3p + (2) h + ocdcea	EG10739-MONOMER	forward only	
FEIST_LPLIPAL2ATE120	Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C12:0)	Metabolism		[c] : 2agpe120 + pg120 --> apg120 + g3pe	EG10739-MONOMER	forward only	
FEIST_LPLIPAL2ATE140	Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C14:0)	Metabolism		[c] : 2agpe140 + pg140 --> apg140 + g3pe	EG10739-MONOMER	forward only	
FEIST_LPLIPAL2ATE141	Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C14:1)	Metabolism		[c] : 2agpe141 + pg141 --> apg141 + g3pe	EG10739-MONOMER	forward only	
FEIST_LPLIPAL2ATE160	Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C16:0)	Metabolism		[c] : 2agpe160 + pg160 --> apg160 + g3pe	EG10739-MONOMER	forward only	
FEIST_LPLIPAL2ATE161	Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C16:1)	Metabolism		[c] : 2agpe161 + pg161 --> apg161 + g3pe	EG10739-MONOMER	forward only	
FEIST_LPLIPAL2ATE180	Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C18:0)	Metabolism		[c] : 2agpe180 + pg180 --> apg180 + g3pe	EG10739-MONOMER	forward only	
FEIST_LPLIPAL2ATE181	Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C18:1)	Metabolism		[c] : 2agpe181 + pg181 --> apg181 + g3pe	EG10739-MONOMER	forward only	
FEIST_LPLIPAL2ATG120	Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C12:0)	Metabolism		[c] : 2agpg120 + pg120 --> apg120 + g3pg	EG10739-MONOMER	forward only	
FEIST_LPLIPAL2ATG140	Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C14:0)	Metabolism		[c] : 2agpg140 + pg140 --> apg140 + g3pg	EG10739-MONOMER	forward only	
FEIST_LPLIPAL2ATG141	Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C14:1)	Metabolism		[c] : 2agpg141 + pg141 --> apg141 + g3pg	EG10739-MONOMER	forward only	
FEIST_LPLIPAL2ATG160	Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C16:0)	Metabolism		[c] : 2agpg160 + pg160 --> apg160 + g3pg	EG10739-MONOMER	forward only	
FEIST_LPLIPAL2ATG161	Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C16:1)	Metabolism		[c] : 2agpg161 + pg161 --> apg161 + g3pg	EG10739-MONOMER	forward only	
FEIST_LPLIPAL2ATG180	Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C18:0)	Metabolism		[c] : 2agpg180 + pg180 --> apg180 + g3pg	EG10739-MONOMER	forward only	
FEIST_LPLIPAL2ATG181	Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C18:1)	Metabolism		[c] : 2agpg181 + pg181 --> apg181 + g3pg	EG10739-MONOMER	forward only	
FEIST_LPLIPAL2E120	Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C12:0)	Metabolism	3.1.1.5	[c] : 2agpe120 + h2o --> ddca + g3pe + h	EG10739-MONOMER	forward only	
FEIST_LPLIPAL2E140	Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C14:0)	Metabolism	3.1.1.5	[c] : 2agpe140 + h2o --> g3pe + h + ttdca	EG10739-MONOMER	forward only	
FEIST_LPLIPAL2E141	Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C14:1)	Metabolism	3.1.1.5	[c] : 2agpe141 + h2o --> g3pe + h + ttdcea	EG10739-MONOMER	forward only	
FEIST_LPLIPAL2E160	Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C16:0)	Metabolism	3.1.1.5	[c] : 2agpe160 + h2o --> g3pe + h + hdca	EG10739-MONOMER	forward only	
FEIST_LPLIPAL2E161	Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C16:1)	Metabolism	3.1.1.5	[c] : 2agpe161 + h2o --> g3pe + h + hdcea	EG10739-MONOMER	forward only	
FEIST_LPLIPAL2E180	Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C18:0)	Metabolism	3.1.1.5	[c] : 2agpe180 + h2o --> g3pe + h + ocdca	EG10739-MONOMER	forward only	
FEIST_LPLIPAL2E181	Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C18:1)	Metabolism	3.1.1.5	[c] : 2agpe181 + h2o --> g3pe + h + ocdcea	EG10739-MONOMER	forward only	
FEIST_LPLIPAL2G120	Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C12:0)	Metabolism	3.1.1.5	[c] : 2agpg120 + h2o --> ddca + g3pg + h	EG10739-MONOMER	forward only	
FEIST_LPLIPAL2G140	Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C14:0)	Metabolism	3.1.1.5	[c] : 2agpg140 + h2o --> g3pg + h + ttdca	EG10739-MONOMER	forward only	
FEIST_LPLIPAL2G141	Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C14:1)	Metabolism	3.1.1.5	[c] : 2agpg141 + h2o --> g3pg + h + ttdcea	EG10739-MONOMER	forward only	
FEIST_LPLIPAL2G160	Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C16:0)	Metabolism	3.1.1.5	[c] : 2agpg160 + h2o --> g3pg + h + hdca	EG10739-MONOMER	forward only	
FEIST_LPLIPAL2G161	Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C16:1)	Metabolism	3.1.1.5	[c] : 2agpg161 + h2o --> g3pg + h + hdcea	EG10739-MONOMER	forward only	
FEIST_LPLIPAL2G180	Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C18:0)	Metabolism	3.1.1.5	[c] : 2agpg180 + h2o --> g3pg + h + ocdca	EG10739-MONOMER	forward only	
FEIST_LPLIPAL2G181	Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C18:1)	Metabolism	3.1.1.5	[c] : 2agpg181 + h2o --> g3pg + h + ocdcea	EG10739-MONOMER	forward only	
FEIST_LSERDHr	L-serine dehydrogenase	Metabolism		[c] : nadp + ser-L <==> 2amsa + h + nadph	EG12345-MONOMER	reversible	
FEIST_LYSDC_0	lysine decarboxylase	Metabolism	4.1.1.18	[c] : h + lys-L --> 15dap + co2	LDC2-MONOMER	forward only	
FEIST_LYSDC_1	lysine decarboxylase	Metabolism	4.1.1.18	[c] : h + lys-L --> 15dap + co2	LYSDECARBOX-MONOMER	forward only	
FEIST_LYSabcpp	L-lysine transport via ABC system (periplasm)	Metabolism		atp[c] + h2o[c] + lys-L[p] --> adp[c] + h[c] + lys-L[c] + pi[c]	ABC-3-CPLX	forward only	
FEIST_LYSt2pp	L-lysine transport in via proton symport (periplasm)	Metabolism		h[p] + lys-L[p] --> h[c] + lys-L[c]	LYSP-MONOMER	forward only	
FEIST_LYSt3pp	L-lysine transport out via proton antiport (cytoplasm to periplasm)	Metabolism		h[p] + lys-L[c] --> h[c] + lys-L[p]	YGGA-MONOMER	forward only	
FEIST_LYStex_0	L-lysine transport via diffusion (extracellular to periplasm)	Metabolism		lys-L[e] <==> lys-L[p]	MONOMER0-282	reversible	
FEIST_LYStex_1	L-lysine transport via diffusion (extracellular to periplasm)	Metabolism		lys-L[e] <==> lys-L[p]	EG10671-MONOMER	reversible	
FEIST_LYStex_2	L-lysine transport via diffusion (extracellular to periplasm)	Metabolism		lys-L[e] <==> lys-L[p]	G6700-MONOMER	reversible	
FEIST_LYStex_3	L-lysine transport via diffusion (extracellular to periplasm)	Metabolism		lys-L[e] <==> lys-L[p]	EG10670-MONOMER	reversible	
FEIST_LYXI	Lyxose isomerase	Metabolism		[c] : lyx-L --> xylu-L	RHAMNISOM-MONOMER	forward only	
FEIST_LYXt2pp	L-Lyxose transport via proton symport (periplasm)	Metabolism		h[p] + lyx-L[p] --> h[c] + lyx-L[c]	RHAT-MONOMER	forward only	
FEIST_LYXtex_0	L-Lyxose transport via diffusion (extracellular to periplasm)	Metabolism		lyx-L[e] <==> lyx-L[p]	MONOMER0-282	reversible	
FEIST_LYXtex_1	L-Lyxose transport via diffusion (extracellular to periplasm)	Metabolism		lyx-L[e] <==> lyx-L[p]	EG10671-MONOMER	reversible	
