Column array (EcoMAC)	CEL file name	GEO accession	Author	Date	Strain	Medium	Treatment (value)	Treatment (conditions)	Time (min)	Gene perturbated	Type of perturbation	Replicate	Predicted arrays by EBA	Environmental perturbations	Genetic perturbations	Arrays in WT condition	Growth rate (1/h)	Flag growth
1185	PU00844	GSE17505	S. Harcum	20090805	MG1655	LB			60	WT	IPTG	r1	0	0	0	0	1	0
1186	PU00845	GSE17505	S. Harcum	20090805	MG1655	LB			60	WT	IPTG	r2	0	0	0	0	1	0
1187	PU00846	GSE17505	S. Harcum	20090805	MG1655	LB			60	WT	IPTG	r3	0	0	0	0	1	0
1188	PU00847	GSE17505	S. Harcum	20090805	MG1655	LB			240	WT	IPTG	r1	0	0	0	0	1	0
1189	PU00848	GSE17505	S. Harcum	20090805	MG1655	LB			240	WT	IPTG	r2	0	0	0	0	1	0
1190	PU00849	GSE17505	S. Harcum	20090805	MG1655	LB			240	WT	IPTG	r3	0	0	0	0	1	0
1191	PU00850	GSE17505	S. Harcum	20090805	MG1655	LB			60	recombinant pPROEx-CAT	IPTG	r1	0	0	0	0	1	0
1192	PU00851	GSE17505	S. Harcum	20090805	MG1655	LB			60	recombinant pPROEx-CAT	IPTG	r2	0	0	0	0	1	0
1193	PU00852	GSE17505	S. Harcum	20090805	MG1655	LB			60	recombinant pPROEx-CAT	IPTG	r3	0	0	0	0	1	0
1194	PU00853	GSE17505	S. Harcum	20090805	MG1655	LB			240	recombinant pPROEx-CAT	IPTG	r1	0	0	0	0	1	0
1195	PU00854	GSE17505	S. Harcum	20090805	MG1655	LB			240	recombinant pPROEx-CAT	IPTG	r2	0	0	0	0	1	0
1196	PU00855	GSE17505	S. Harcum	20090805	MG1655	LB			240	recombinant pPROEx-CAT	IPTG	r3	0	0	0	0	1	0
1197	GSM85143	GSE3665	H. Alper	20070923	DH5alpha	LB/M9	0g/L 5g/L 1mM	EtOH D-glucose thiamine 	exponential			r1	-1	1	0	0	1	0
1198	GSM85144	GSE3665	H. Alper	20070923	DH5alpha	LB/M9	0g/L 5g/L 1mM	EtOH D-glucose thiamine 	exponential			r2	-1	1	0	0	1	0
1199	GSM85145	GSE3665	H. Alper	20070923	DH5alpha	LB/M9	0g/L 5g/L 1mM	EtOH D-glucose thiamine 	exponential			r3	-1	1	0	0	1	0
1200	GSM85146	GSE3665	H. Alper	20070923	DH5alpha	LB/M9	0g/L 5g/L 1mM	EtOH D-glucose thiamine 	exponential			r1	-1	1	0	0	1	0
1201	GSM85147	GSE3665	H. Alper	20070923	DH5alpha	LB/M9	0g/L 5g/L 1mM	EtOH D-glucose thiamine 	exponential			r2	-1	1	0	0	1	0
1202	GSM85148	GSE3665	H. Alper	20070923	DH5alpha	LB/M9	0g/L 5g/L 1mM	EtOH D-glucose thiamine 	exponential			r3	-1	1	0	0	1	0
1203	GSM85149	GSE3665	H. Alper	20070923	DH5alpha	LB/M9	0g/L 5g/L 1mM	EtOH D-glucose thiamine 	exponential			r1	-1	1	0	0	1	0
1204	GSM85150	GSE3665	H. Alper	20070923	DH5alpha	LB/M9	0g/L 5g/L 1mM	EtOH D-glucose thiamine 	exponential			r2	-1	1	0	0	1	0
1205	GSM85151	GSE3665	H. Alper	20070923	DH5alpha	LB/M9	0g/L 5g/L 1mM	EtOH D-glucose thiamine 	exponential			r3	-1	1	0	0	1	0
1206	GSM85152	GSE3665	H. Alper	20070923	DH5alpha	LB/M9	0g/L 5g/L 1mM	EtOH D-glucose thiamine 	exponential			r1	-1	1	0	0	1	0
1207	GSM85153	GSE3665	H. Alper	20070923	DH5alpha	LB/M9	0g/L 5g/L 1mM	EtOH D-glucose thiamine 	exponential			r2	-1	1	0	0	1	0
1208	GSM85154	GSE3665	H. Alper	20070923	DH5alpha	LB/M9	20g/L 5g/L 1mM	EtOH D-glucose thiamine 	exponential			r1	-1	1	0	0	1	0
1209	GSM85155	GSE3665	H. Alper	20070923	DH5alpha	LB/M9	20g/L 5g/L 1mM	EtOH D-glucose thiamine 	exponential			r2	-1	1	0	0	1	0
1210	GSM85156	GSE3665	H. Alper	20070923	DH5alpha	LB/M9	20g/L 5g/L 1mM	EtOH D-glucose thiamine 	exponential			r3	-1	1	0	0	1	0
1211	GSM85157	GSE3665	H. Alper	20070923	DH5alpha	LB/M9	40g/L 5g/L 1mM	EtOH D-glucose thiamine 	exponential			r1	-1	1	0	0	1	0
1212	GSM85158	GSE3665	H. Alper	20070923	DH5alpha	LB/M9	40g/L 5g/L 1mM	EtOH D-glucose thiamine 	exponential			r2	-1	1	0	0	1	0
1213	GSM85159	GSE3665	H. Alper	20070923	DH5alpha	LB/M9	40g/L 5g/L 1mM	EtOH D-glucose thiamine 	exponential			r3	-1	1	0	0	1	0
1214	GSM85160	GSE3665	H. Alper	20070923	DH5alpha	LB/M9	20g/L 5g/L 1mM	EtOH D-glucose thiamine 	exponential			r1	-1	1	0	0	1	0
1215	GSM85161	GSE3665	H. Alper	20070923	DH5alpha	LB/M9	20g/L 5g/L 1mM	EtOH D-glucose thiamine 	exponential			r2	-1	1	0	0	1	0
1216	GSM85162	GSE3665	H. Alper	20070923	DH5alpha	LB/M9	20g/L 5g/L 1mM	EtOH D-glucose thiamine 	exponential			r3	-1	1	0	0	1	0
1217	GSM106504	GSE4724	M. Caldara	20061101	P4X	M9	5g/L 100ug/mL	glucose L-methionine	mid-exponential phase			r1	-1	1	0	0	0.65	1
1218	GSM106751	GSE4724	M. Caldara	20061101	P4X	M9	5g/L 100ug/mL	glucose L-methionine	mid-exponential phase			r1	-1	1	0	0	0.65	1
1219	GSM106752	GSE4724	M. Caldara	20061101	P4X	M9	5g/L 100ug/mL	glucose L-methionine	mid-exponential phase			r1	-1	1	0	0	0.65	1
1220	GSM106753	GSE4724	M. Caldara	20061101	P4X	M9	5g/L 100ug/mL 100ug/mL	glucose L-methionine arginine	mid-exponential phase			r2	-1	1	0	0	0.65	1
1221	GSM106755	GSE4724	M. Caldara	20061101	P4X	M9	5g/L 100ug/mL 100ug/mL	glucose L-methionine arginine	mid-exponential phase			r2	-1	1	0	0	0.65	1
1222	GSM106756	GSE4724	M. Caldara	20061101	P4X	M9	5g/L 100ug/mL 100ug/mL	glucose L-methionine arginine	mid-exponential phase			r2	-1	1	0	0	0.65	1
1223	GSM106757	GSE4724	M. Caldara	20061101	P4XB2	M9	5g/L 100ug/mL 100ug/mL	glucose L-methionine arginine	mid-exponential phase			r3	-1	1	0	0	0.65	1
1224	GSM106758	GSE4724	M. Caldara	20061101	P4XB2	M9	5g/L 100ug/mL 100ug/mL	glucose L-methionine arginine	mid-exponential phase			r3	-1	1	0	0	0.65	1
1225	GSM106759	GSE4724	M. Caldara	20061101	P4XB2	M9	5g/L 100ug/mL 100ug/mL	glucose L-methionine arginine	mid-exponential phase			r3	-1	1	0	0	0.65	1
1226	GSM129073	GSE5552	T. Bansal	20070709	O157:H7	LB	0.2% 0.1%	biofilm glucose DMF	420			r1	0	0	0	0	1.35	1
1227	GSM129074	GSE5552	T. Bansal	20070709	O157:H7	LB	0.2% 50uM	biofilm glucose epinephrine	420			r2	0	0	0	0	1.35	1
1228	GSM129075	GSE5552	T. Bansal	20070709	O157:H7	LB	0.2% 50uM	biofilm glucose norepinephrine	420			r3	0	0	0	0	1.33	1
1229	GSM129076	GSE5552	T. Bansal	20070709	O157:H7	LB	0.2% 500uM	biofilm glucose indole	420			r4	0	0	0	0	1	0
1230	GSM143158	GSE6195	J. Lee	20070426	EHEC	LB	0.10%	biofilm DMF	420			r1	0	0	0	0	1.43	1
1231	GSM143159	GSE6195	J. Lee	20070426	EHEC	LB	0.10%	biofilm DMF	420			r2	0	0	0	0	1.43	1
1232	GSM143160	GSE6195	J. Lee	20070426	EHEC	LB	0.1% 1000uM	biofilm DMF hydroxyindole	420			r3	0	0	0	0	1.14	1
1233	GSM143161	GSE6195	J. Lee	20070426	EHEC	LB	0.1% 250uM	biofilm DMF isatin	420			r4	0	0	0	0	1.44	1
1234	GSM161201	GSE6992	J. Blanchard	20070210	MG1655	EZ Rich Defined Medium	1g/L	glucose	0	soxR	D	r1	1	0	1	0	1	0
1235	GSM161202	GSE6992	J. Blanchard	20070210	MG1655	EZ Rich Defined Medium	1g/L	glucose	2	soxR	D	r1	1	0	1	0	1	0
1236	GSM161203	GSE6992	J. Blanchard	20070210	MG1655	EZ Rich Defined Medium	1g/L	glucose	4	soxR	D	r1	1	0	1	0	1	0
1237	GSM161204	GSE6992	J. Blanchard	20070210	MG1655	EZ Rich Defined Medium	1g/L	glucose	6	soxR	D	r1	1	0	1	0	1	0
1238	GSM161205	GSE6992	J. Blanchard	20070210	MG1655	EZ Rich Defined Medium	1g/L	glucose	8	soxR	D	r1	1	0	1	0	1	0
1239	GSM161206	GSE6992	J. Blanchard	20070210	MG1655	EZ Rich Defined Medium	1g/L	glucose	10	soxR	D	r1	1	0	1	0	1	0
1240	GSM161207	GSE6992	J. Blanchard	20070210	MG1655	EZ Rich Defined Medium	1g/L	glucose	0	WT		r1	-1	1	0	0	1	0
1241	GSM161208	GSE6992	J. Blanchard	20070210	MG1655	EZ Rich Defined Medium	1g/L	glucose	2	WT		r1	-1	1	0	0	1	0
1242	GSM161209	GSE6992	J. Blanchard	20070210	MG1655	EZ Rich Defined Medium	1g/L	glucose	4	WT		r1	-1	1	0	0	1	0
1243	GSM161210	GSE6992	J. Blanchard	20070210	MG1655	EZ Rich Defined Medium	1g/L	glucose	6	WT		r1	-1	1	0	0	1	0
1244	GSM161211	GSE6992	J. Blanchard	20070210	MG1655	EZ Rich Defined Medium	1g/L	glucose	8	WT		r1	-1	1	0	0	1	0
1245	GSM161212	GSE6992	J. Blanchard	20070210	MG1655	EZ Rich Defined Medium	1g/L	glucose	10	WT		r1	-1	1	0	0	1	0
1246	GSM161213	GSE6992	J. Blanchard	20070210	MG1655	EZ Rich Defined Medium	1g/L	glucose	0	WT		r2	-1	1	0	0	1	0
1247	GSM161214	GSE6992	J. Blanchard	20070210	MG1655	EZ Rich Defined Medium	1g/L	glucose	2	WT		r2	-1	1	0	0	1	0
1248	GSM161215	GSE6992	J. Blanchard	20070210	MG1655	EZ Rich Defined Medium	1g/L	glucose	4	WT		r2	-1	1	0	0	1	0
1249	GSM161216	GSE6992	J. Blanchard	20070210	MG1655	EZ Rich Defined Medium	1g/L	glucose	6	WT		r2	-1	1	0	0	1	0
1250	GSM161217	GSE6992	J. Blanchard	20070210	MG1655	EZ Rich Defined Medium	1g/L	glucose	8	WT		r2	-1	1	0	0	1	0
1251	GSM161218	GSE6992	J. Blanchard	20070210	MG1655	EZ Rich Defined Medium	1g/L	glucose	10	WT		r2	-1	1	0	0	1	0
1252	GSM174666	GSE7243	Y. Li	20070501	W3110	M9	4g/L 9g/L	glucose saline	exponential	WT		r1	-1	1	0	0	1	0
1253	GSM174667	GSE7243	Y. Li	20070501	W3110	M9	4g/L 9g/L	glucose saline	exponential	WT		r2	-1	1	0	0	1	0
1254	GSM174668	GSE7243	Y. Li	20070501	W3110	M9	4g/L 9g/L	glucose saline	exponential	WT		r3	-1	1	0	0	1	0
1255	GSM174669	GSE7243	Y. Li	20070501	W3110	M9	4g/L 9g/L	glucose saline	exponential	PhoU	D	r1	1	0	1	0	1	0
1256	GSM174670	GSE7243	Y. Li	20070501	W3110	M9	4g/L 9g/L	glucose saline	exponential	PhoU	D	r2	1	0	1	0	1	0
1257	GSM174671	GSE7243	Y. Li	20070501	W3110	M9	4g/L 9g/L	glucose saline	exponential	PhoU	D	r3	1	0	1	0	1	0
1258	GSM175728	GSE7656	T. Gunasekera	20090101	NCM3722	K medium	2.7g/L 	glucose 	mid-log phase	WT		r1	-1	1	0	0	1	0
1259	GSM175737	GSE7656	T. Gunasekera	20090101	NCM3722	K medium	2.7g/L 	glucose 	mid-log phase	WT		r2	-1	1	0	0	1	0
1260	GSM180102	GSE7439	M. Kendall	20070920	VS94	DMEM			exponential			r1	0	0	0	0	1	0
1261	GSM180104	GSE7439	M. Kendall	20070920	86-24	DMEM			exponential			r2	0	0	0	0	1	0
1262	GSM180106	GSE7439	M. Kendall	20070920	VS94	DMEM	100uM	DPD	exponential			r3	0	0	0	0	1	0
1263	GSM180110	GSE7439	M. Kendall	20070920	VS94	DMEM	50uM	epinephrine	exponential			r4	0	0	0	0	1	0
1264	GSM180112	GSE7439	M. Kendall	20070920	VS94	DMEM	30uM	AI-3	exponential			r5	0	0	0	0	1	0
1265	GSM183470	GSE7656	T. Gunasekera	20090101	NCM3722	K medium	2.7g/L 	glucose 	mid-log phase	WT		r3	-1	1	0	0	1	0
1266	GSM183471	GSE7656	T. Gunasekera	20090101	NCM3722	K medium	2.7g/L 	glucose 	mid-log phase	WT		r4	-1	1	0	0	1	0
1267	GSM183472	GSE7656	T. Gunasekera	20090101	NCM3722	K medium	2.7g/L 	glucose 	mid-log phase	WT		r5	-1	1	0	0	1	0
1268	GSM183473	GSE7656	T. Gunasekera	20090101	NCM3722	K medium	2.7g/L 	glucose 	mid-log phase	WT		r6	-1	1	0	0	1	0
1269	GSM183488	GSE7656	T. Gunasekera	20090101	NCM3722	K medium	2.7g/L 	glucose 	mid-log phase	WT		r1	-1	1	0	0	1	0
1270	GSM183489	GSE7656	T. Gunasekera	20090101	NCM3722	K medium	2.7g/L 	glucose 	mid-log phase	WT		r2	-1	1	0	0	1	0
1271	GSM183490	GSE7656	T. Gunasekera	20090101	NCM3722	K medium	2.7g/L 	glucose 	mid-log phase	WT		r3	-1	1	0	0	1	0
1272	GSM183491	GSE7656	T. Gunasekera	20090101	NCM3722	K medium	2.7g/L 	glucose 	mid-log phase	WT		r4	-1	1	0	0	1	0
1273	GSM183492	GSE7656	T. Gunasekera	20090101	NCM3722	K medium	2.7g/L 	glucose 	mid-log phase	WT		r5	-1	1	0	0	1	0
1274	GSM183493	GSE7656	T. Gunasekera	20090101	NCM3722	K medium	2.7g/L 	glucose 	mid-log phase	WT		r6	-1	1	0	0	1	0
1275	GSM183494	GSE7656	T. Gunasekera	20090101	NCM3722	K medium	2.7g/L 	glucose 	mid-log phase	WT		r1	-1	1	0	0	1	0
1276	GSM183495	GSE7656	T. Gunasekera	20090101	NCM3722	K medium	2.7g/L 	glucose 	mid-log phase	WT		r2	-1	1	0	0	1	0
1277	GSM183496	GSE7656	T. Gunasekera	20090101	NCM3722	K medium	2.7g/L 	glucose 	mid-log phase	WT		r3	-1	1	0	0	1	0
1278	GSM183497	GSE7656	T. Gunasekera	20090101	NCM3722	K medium	2.7g/L 	glucose 	mid-log phase	WT		r4	-1	1	0	0	1	0
1279	GSM183498	GSE7656	T. Gunasekera	20090101	NCM3722	K medium	2.7g/L 	glucose 	mid-log phase	WT		r5	-1	1	0	0	1	0
1280	GSM183499	GSE7656	T. Gunasekera	20090101	NCM3722	K medium	2.7g/L 	glucose 	mid-log phase	WT		r6	-1	1	0	0	1	0
1281	GSM247664	GSE9923	X. Zhang	20080605	BW25113	LB			exponential	WT		r1	0	0	0	0	1.05	1
1282	GSM247665	GSE9923	X. Zhang	20080605	BW25113	LB			exponential	sdiA	D	r1	0	0	0	0	1.05	1
1283	GSM247666	GSE9923	X. Zhang	20080605	BW25113	LB			180	luxS	D	r1	0	0	0	0	1.05	1
1284	GSM247667	GSE9923	X. Zhang	20080605	BW25113	LB			180	luxS	D	r2	0	0	0	0	1.05	1
1285	GSM247668	GSE9923	X. Zhang	20080605	BW25113	LB			180	luxS	D	r3	0	0	0	0	1.46	1
1286	GSM247669	GSE9923	X. Zhang	20080605	BW25113	LB			180	luxS	D	r4	0	0	0	0	1.46	1
1287	GSM247861	GSE9923	X. Zhang	20080605	BW25113	LB		temperature biofilm DMF	420	tnaA	D	r2	0	0	0	0	1.46	1
1288	GSM247867	GSE9923	X. Zhang	20080605	BW25113	LB	100uM	temperature biofilm indole	420	tnaA	D	r4	0	0	0	0	1.38	1
1289	GSM252012	GSE8706	X. Zhang	20080222	MG1655	LB			900	WT		r2	-1	1	0	0	0.25	1
1290	GSM252013	GSE8706	X. Zhang	20080222	MG1655	LB			900	yncC	D	r2	1	0	1	0	0.1	1
1291	GSM255759	GSE10116	R. Garcia-Contreras	20080617	BW25113	LB	2 mM	IPTG biofilm	exponential			r1	0	0	0	0	1	0
1292	GSM255761	GSE10116	R. Garcia-Contreras	20080617	BW25113	LB	2 mM	IPTG biofilm	exponential			r2	0	0	0	0	1	0
1293	GSM261482	GSE10345	C. Cardinale	20080516	MG1655	MOPS	4g/L 0.5%	glucose casamino acids	exponential	WT		r1	-1	1	0	0	1	0
1294	GSM261483	GSE10345	C. Cardinale	20080516	MG1655	MOPS	4g/L 0.5%	glucose casamino acids	exponential	WT		r2	-1	1	0	0	1	0
1295	GSM261484	GSE10345	C. Cardinale	20080516	MG1655	MOPS	4g/L 0.5% 10mcg/mL	glucose casamino acids bicyclomycin	20	WT		r1	-1	1	0	0	1	0
1296	GSM261485	GSE10345	C. Cardinale	20080516	MG1655	MOPS	4g/L 0.5% 10mcg/mL	glucose casamino acids bicyclomycin	20	WT		r2	-1	1	0	0	1	0
1297	GSM261486	GSE10345	C. Cardinale	20080516	MG1655	MOPS	4g/L 0.5% 25mcg/mL	glucose casamino acids bicyclomycin	20	WT		r1	-1	1	0	0	1	0
1298	GSM261487	GSE10345	C. Cardinale	20080516	MG1655	MOPS	4g/L 0.5% 25mcg/mL	glucose casamino acids bicyclomycin	20	WT		r2	-1	1	0	0	1	0
1299	GSM261488	GSE10345	C. Cardinale	20080516	MG1655	MOPS	4g/L 0.5% 100mcg/mL	glucose casamino acids bicyclomycin	20	WT		r1	-1	1	0	0	1	0
1300	GSM261489	GSE10345	C. Cardinale	20080516	MG1655	MOPS	4g/L 0.5% 100mcg/mL	glucose casamino acids bicyclomycin	20	WT		r2	-1	1	0	0	1	0
1301	GSM261490	GSE10345	C. Cardinale	20080516	O157H7	MOPS	4g/L 0.5%	glucose casamino acids	exponential	WT		r1	-1	1	0	0	1	0
1302	GSM261491	GSE10345	C. Cardinale	20080516	O157H7	MOPS	4g/L 0.5%	glucose casamino acids	exponential	WT		r2	-1	1	0	0	1	0
1303	GSM261492	GSE10345	C. Cardinale	20080516	O157H7	MOPS	4g/L 0.5% 100mcg/mL	glucose casamino acids bicyclomycin	20	WT		r1	-1	1	0	0	1	0
1304	GSM261493	GSE10345	C. Cardinale	20080516	O157H7	MOPS	4g/L 0.5% 100mcg/mL	glucose casamino acids bicyclomycin	20	WT		r2	-1	1	0	0	1	0
1305	GSM261494	GSE10345	C. Cardinale	20080516	MDS42	MOPS	4g/L 0.5%	glucose casamino acids	exponential	WT		r1	-1	1	0	0	1	0
1306	GSM261495	GSE10345	C. Cardinale	20080516	MDS42	MOPS	4g/L 0.5%	glucose casamino acids	exponential	WT		r2	-1	1	0	0	1	0
1307	GSM261496	GSE10345	C. Cardinale	20080516	MDS42	MOPS	4g/L 0.5% 100mcg/mL	glucose casamino acids bicyclomycin	20	WT		r1	-1	1	0	0	1	0
1308	GSM261497	GSE10345	C. Cardinale	20080516	MDS42	MOPS	4g/L 0.5% 100mcg/mL	glucose casamino acids bicyclomycin	20	WT		r2	-1	1	0	0	1	0
1309	GSM261498	GSE10345	C. Cardinale	20080516	MDS42	MOPS	4g/L 0.5%	glucose casamino acids		nusA	D	r1	1	0	1	0	1	0
1310	GSM261499	GSE10345	C. Cardinale	20080516	MDS42	MOPS	4g/L 0.5%	glucose casamino acids		nusA	D	r2	1	0	1	0	1	0
1311	GSM261500	GSE10345	C. Cardinale	20080516	MDS42	MOPS	4g/L 0.5%	glucose casamino acids		nusG	D	r1	1	0	1	0	1	0
1312	GSM261501	GSE10345	C. Cardinale	20080516	MDS42	MOPS	4g/L 0.5%	glucose casamino acids		nusG	D	r2	1	0	1	0	1	0
1313	GSM264625	GSE9923	X. Zhang	20080605	BW25113	LB	1mM	temperature indole biofilm	420	sdiA	D	r2	0	0	0	0	1.03	1
1314	GSM264626	GSE9923	X. Zhang	20080605	BW25113	LB		temperature DMF biofilm	420	sdiA	D	r3	0	0	0	0	1.05	1
1315	GSM272059	GSE11303	T. Gunasekera	20081231	BW25113	M9	10mM	glycerol	mid log phase			r1	-1	1	0	0	1	0
1316	GSM272060	GSE11303	T. Gunasekera	20081231	BW25113	M9	10mM	glycerol	mid log phase			r2	-1	1	0	0	1	0
1317	GSM272063	GSE11303	T. Gunasekera	20081231	BW25113	M9	10mM	glycerol	mid log phase			r3	-1	1	0	0	1	0
1318	GSM272064	GSE11303	T. Gunasekera	20081231	BW25113	M9	10mM 10uM	glycerol TPEN	30			r1	-1	1	0	0	1	0
1319	GSM272065	GSE11303	T. Gunasekera	20081231	BW25113	M9	10mM 10uM	glycerol TPEN	30			r2	-1	1	0	0	1	0
1320	GSM272066	GSE11303	T. Gunasekera	20081231	BW25113	M9	10mM 10uM	glycerol TPEN	30			r3	-1	1	0	0	1	0
1321	GSM298124	GSE11779	J. Lee	20090128	BW25113	LB	1mM 30uM	IPTG Cm biofilm	720	WT		r1	0	0	0	0	0.76	1
1322	GSM298125	GSE11779	J. Lee	20090128	BW25113	LB	1mM 30uM	IPTG Cm biofilm	720	sdiA	U	r2	0	0	0	0	0.87	1
1323	GSM301485	GSE11932	T. Wood	20090128	MG1655	LB		biofilm	900			r1	0	0	0	0	1	0
1324	GSM301486	GSE11932	T. Wood	20090128	LVM100	LB		biofilm	900			r2	0	0	0	0	1	0
1325	GSM303526	GSE12006	J. Soini	20080708	W3110	LB	10g/L	glucose	15			r1	-1	1	0	0	0.1	1
1326	GSM303527	GSE12006	J. Soini	20080708	W3110	LB	10g/L	glucose	15			r2	-1	1	0	0	0.1	1
1327	GSM303528	GSE12006	J. Soini	20080708	W3110	LB	10g/L	glucose	45			r3	-1	1	0	0	0.1	1
1328	GSM303529	GSE12006	J. Soini	20080708	W3110	LB	10g/L	glucose	75			r4	-1	1	0	0	0.1	1
1329	GSM306856	GSE12190	S. Shabala	20080725	Frag1	M9	10g/L	glucose	exponential			r1	-1	1	0	0	1	0
1330	GSM306857	GSE12190	S. Shabala	20080725	Frag1	M9	10g/L	glucose	exponential			r2	-1	1	0	0	1	0
1331	GSM306858	GSE12190	S. Shabala	20080725	Frag1	M9	10g/L 1.25M	glucose sucrose	exponential			r1	-1	1	0	0	1	0
1332	GSM306859	GSE12190	S. Shabala	20080725	Frag1	M9	10g/L 1.25M	glucose sucrose	exponential			r2	-1	1	0	0	1	0
1333	GSM306860	GSE12190	S. Shabala	20080725	Frag1	M9	10g/L 1.25M	glucose NaCl	exponential			r1	-1	1	0	0	1	0
1334	GSM306861	GSE12190	S. Shabala	20080725	Frag1	M9	10g/L 1.25M	glucose NaCl	exponential			r2	-1	1	0	0	1	0
1335	GSM318714	GSE12701	W. Thomas	20090128	BW25113	LB		biofilm	480	WT		r1	0	0	0	0	1	0
1336	GSM318715	GSE12701	W. Thomas	20090128	BW25113	LB		biofilm	480	yjgK	D	r2	0	0	0	0	1	0
1337	GSM319951	GSE12750	C. Attila	20090102	BW25113	LB		biofilm DMF	420			r1	0	0	0	0	1.66	1
1338	GSM319952	GSE12750	C. Attila	20090102	BW25113	LB	10uM	biofilm 5-fluorouracil	420			r1	0	0	0	0	1.24	1
1339	GSM322121	GSE12831	N. Reading	20100405	86-24	DMEM			exponential	qseE	D	r1	1	0	1	0	1	0
1340	GSM322122	GSE12831	N. Reading	20100405	86-24	DMEM			exponential	qseF	D	r2	1	0	1	0	1	0
1341	GSM322123	GSE12831	N. Reading	20100405	86-24	DMEM			exponential	qseG	D	r3	1	0	1	0	1	0
1342	GSM322124	GSE13562	D. Hughes	20100409	86-24	DMEM			exponential	WT		r1	0	0	0	0	1	0
1343	GSM341044	GSE11779	J. Lee	20090128	BW25113	LB	1mM 30uM	IPTG Cm biofilm	720	sdiA	D	r3	0	0	0	0	1	0
1344	GSM341492	GSE13562	D. Hughes	20100409	86-24	DMEM			exponential	WT		r2	0	0	0	0	1	0
1345	GSM341493	GSE13562	D. Hughes	20100409	86-24	DMEM			exponential	sidA	D	r3	1	0	0	0	1	0
1346	GSM341494	GSE13562	D. Hughes	20100409	86-24	DMEM			exponential	sidA	D	r4	1	0	0	0	1	0
1347	GSM341911	GSE13589	A. Ito	20090401	MG1655	MOPS	2g/L	glucose biofilm	exponential			r1	0	0	0	0	1	0
1348	GSM341912	GSE13589	A. Ito	20090401	MG1655	MOPS	2g/L	glucose biofilm	exponential			r2	0	0	0	0	1	0
1349	GSM341913	GSE13589	A. Ito	20090401	MG1655	MOPS	2g/L	glucose biofilm	exponential			r3	0	0	0	0	1	0
1350	GSM341914	GSE13589	A. Ito	20090401	MG1655	MOPS	2g/L	glucose biofilm	exponential			r1	0	0	0	0	1	0
1351	GSM341915	GSE13589	A. Ito	20090401	MG1655	MOPS	2g/L	glucose biofilm	exponential			r2	0	0	0	0	1	0
1352	GSM341916	GSE13589	A. Ito	20090401	MG1655	MOPS	2g/L	glucose biofilm	exponential			r3	0	0	0	0	1	0
1353	GSM341917	GSE13589	A. Ito	20090401	MG1655	MOPS	2g/L	glucose	exponential			r1	0	0	0	0	1	0
1354	GSM341918	GSE13589	A. Ito	20090401	MG1655	MOPS	2g/L	glucose	exponential			r2	0	0	0	0	1	0
1355	GSM341919	GSE13589	A. Ito	20090401	MG1655	MOPS	2g/L	glucose	exponential			r3	0	0	0	0	1	0
1356	GSM341920	GSE13589	A. Ito	20090401	MG1655	MOPS	2g/L	glucose	stationary			r1	0	0	0	0	1	0
1357	GSM341921	GSE13589	A. Ito	20090401	MG1655	MOPS	2g/L	glucose	stationary			r2	0	0	0	0	1	0
1358	GSM341922	GSE13589	A. Ito	20090401	MG1655	MOPS	2g/L	glucose	stationary			r3	0	0	0	0	1	0
1359	GSM350095	GSE13902	V. Sanchez-Torres	20091209	BW25113	modified complex	20mM	formate	30	fhlA	U	r1	1	0	1	0	1	0
1360	GSM350102	GSE13902	V. Sanchez-Torres	20091209	BW25113	modified complex	20mM	formate	30	fhlA	U	r1	1	0	1	0	1	0
1361	GSM351280	GSE13982	L. Nobre	20081217	MG1655	M9			15			r2	0	0	0	0	1	0
1362	GSM351281	GSE13982	L. Nobre	20081217	MG1655	M9	250uM	CORM-2	15			r2	0	0	0	0	1	0
1363	GSM351282	GSE13982	L. Nobre	20081217	MG1655	M9			15			r1	0	0	0	0	1	0
1364	GSM351294	GSE13982	L. Nobre	20081217	MG1655	M9	250uM	CORM-2	15			r1	0	0	0	0	1	0
1365	GSM351295	GSE13982	L. Nobre	20081217	MG1655	M9			15			r2	0	0	0	0	1	0
1366	GSM351296	GSE13982	L. Nobre	20081217	MG1655	M9	250uM	CORM-2	15			r2	0	0	0	0	1	0
1367	GSM351297	GSE13982	L. Nobre	20081217	MG1655	M9			15			r1	0	0	0	0	1	0
1368	GSM351304	GSE13982	L. Nobre	20081217	MG1655	M9	250uM	CORM-2	15			r1	0	0	0	0	1	0
1369	GSM356794	GSE12750	C. Attila	20090102	BW25113	LB		biofilm DMF	420			r2	0	0	0	0	1.66	1
1370	GSM356795	GSE12750	C. Attila	20090102	BW25113	LB	10uM	biofilm 5-fluorouracil	420			r2	0	0	0	0	1.24	1
1371	GSM361555	GSE14472	X. Wang	20090427	BW25113	LB	2g/L	glucose biofilm	exponential	WT		r1	0	0	0	0	1.4	1
1372	GSM361556	GSE14472	X. Wang	20090427	BW25113	LB	2g/L	glucose biofilm	exponential	CP4	D	r2	0	0	0	0	1.67	1
1373	GSM370094	GSE14796	Y. Yang	20100201	W3110	BHI Agar			300			r1	0	0	0	0	1	0
1374	GSM370095	GSE14796	Y. Yang	20100201	W3110	BHI Agar			300			r2	0	0	0	0	1	0
1375	GSM370096	GSE14796	Y. Yang	20100201	W3110	BHI Agar			300			r3	0	0	0	0	1	0
