# File from reconstruction/ecoli/flat/fold_changes.tsv for comparison purposes
"TF"	"Target"	"F_avg"	"F_sd"	"F_corrected"	"Regulation_direct"	"PS"	"PS_corrected"	"kd (units.mol/units.L)"
"crp"	"gltB"	1.08	0.2	NaN	-1	252	108	1e-09
"crp"	"gltD"	1.71	0.05	NaN	-1	252	108	1e-09
"crp"	"dctA"	1.99	0.89	0.7207	1	252	108	1e-09
"crp"	"glnA"	0.33	0.94	NaN	-1	252	108	1e-09
"crp"	"deoC"	0.83	0.0	NaN	-2	252	108	1e-09
"crp"	"lacA"	0.71	0.52	0.0033	-3	252	108	1e-09
"crp"	"araJ"	0.29	0.11	0.0831	3	252	108	1e-09
"crp"	"csiD"	1.16	0.13	NaN	1	252	108	1e-09
"crp"	"bglB"	0.89	0.41	1.0557	1	252	108	1e-09
"crp"	"glnL"	0.49	0.23	NaN	2	252	108	1e-09
"gadX"	"dctR"	0.26	0.0	NaN	1	13	7	5.689e-09
"gadX"	"gadX"	5.47	0.0	5.7194	1	13	7	5.689e-09
"gadX"	"gadC"	0.6	0.0	2.4284	1	13	7	5.689e-09
"gadX"	"gadB"	0.63	0.0	3.0095	1	13	7	5.689e-09
"gadX"	"gadA"	0.46	0.0	3.1092	1	13	7	5.689e-09
"gadX"	"slp"	0.82	0.06	NaN	1	13	7	5.689e-09
"gadX"	"yhiD"	0.24	0.0	2.0757	2	13	7	5.689e-09
"gadX"	"hdeB"	0.62	0.0	4.4306	2	13	7	5.689e-09
"gadX"	"hdeD"	0.36	0.0	2.8039	1	13	7	5.689e-09
"bglJ"	"bglF"	1.37	0.61	0.5708	1	4	2	5.689e-09
"bglJ"	"bglG"	2.79	1.37	1.2365	1	4	2	5.689e-09
"phoP"	"yhiD"	2.14	0.0	NaN	1	20	15	5.689e-09
"phoP"	"hdeB"	2.92	0.0	NaN	1	20	15	5.689e-09
"phoP"	"hdeA"	2.42	0.0	NaN	1	20	15	5.689e-09
"phoP"	"hdeD"	3.07	0.0	NaN	1	20	15	5.689e-09
"hns"	"flhC"	1.61	0.54	NaN	1	90	41	5.689e-09
"hns"	"flhD"	1.31	0.51	NaN	1	90	41	5.689e-09
"hns"	"dctR"	1.64	0.29	NaN	-1	90	41	5.689e-09
"hns"	"gadE"	4.39	2.46	5.0262	-1	90	41	5.689e-09
"hns"	"gadA"	4.56	2.43	8.1342	-1	90	41	5.689e-09
"hns"	"cadA"	1.64	1.32	NaN	-1	90	41	5.689e-09
"hns"	"cadB"	1.0	0.98	NaN	-1	90	41	5.689e-09
"hns"	"yhiM"	3.11	1.32	4.2221	-1	90	41	5.689e-09
"hns"	"slp"	2.92	1.97	NaN	-1	90	41	5.689e-09
"hns"	"yhiD"	2.51	0.97	4.822	-1	90	41	5.689e-09
"hns"	"hdeB"	3.14	2.5	8.1874	-1	90	41	5.689e-09
"hns"	"hdeA"	2.56	2.18	7.0112	-1	90	41	5.689e-09
"hns"	"hdeD"	3.0	2.14	6.1674	-1	90	41	5.689e-09
"hns"	"mdtE"	1.72	0.86	1.925	-1	90	41	5.689e-09
"hns"	"mdtF"	1.42	0.66	NaN	-1	90	41	5.689e-09
"marR"	"marR"	3.77	0.36	NaN	-1	3	1	5.689e-09
"marR"	"marB"	0.87	0.46	NaN	-1	3	1	5.689e-09
"ihfA"	"csgD"	0.33	0.0	NaN	1	154	45	5.689e-09
"ihfA"	"glpT"	1.64	0.0	0.365	-1	154	45	5.689e-09
"crp"	"flhC"	2.28	1.46	NaN	1	252	108	1e-09
"crp"	"flhD"	2.2	1.88	NaN	1	252	108	1e-09
"crp"	"gadE"	4.03	1.64	4.6658	-1	252	108	1e-09
"crp"	"chbA"	0.52	0.0	NaN	1	252	108	1e-09
"crp"	"chbC"	0.71	0.46	NaN	1	252	108	1e-09
"crp"	"mdtE"	0.51	0.23	0.72	-1	252	108	1e-09
"crp"	"mdtF"	0.77	0.17	NaN	-1	252	108	1e-09
"soxS"	"marR"	0.31	0.07	NaN	1	26	17	5.689e-09
"soxS"	"rob"	0.52	0.36	NaN	-1	26	17	5.689e-09
"soxS"	"acrB"	0.39	0.03	NaN	1	26	17	5.689e-09
"soxS"	"acrA"	0.46	0.0	NaN	1	26	17	5.689e-09
"soxS"	"nfsB"	0.56	0.4	NaN	1	26	17	5.689e-09
"soxS"	"acnA"	0.93	0.29	NaN	1	26	17	5.689e-09
"soxS"	"fumC"	1.5	1.32	NaN	1	26	17	5.689e-09
"soxS"	"zwf"	0.6	0.54	NaN	1	26	17	5.689e-09
"soxS"	"sodA"	2.53	1.29	2.8952	1	26	17	5.689e-09
"soxS"	"fpr"	0.96	1.27	NaN	1	26	17	5.689e-09
"soxS"	"ybjC"	0.35	0.38	NaN	1	26	17	5.689e-09
"soxS"	"nfsA"	0.39	0.46	NaN	1	26	17	5.689e-09
"soxS"	"rimK"	0.59	0.43	NaN	1	26	17	5.689e-09
"soxS"	"ybjN"	0.36	0.15	NaN	1	26	17	5.689e-09
"soxS"	"pqiA"	0.33	0.12	NaN	1	26	17	5.689e-09
"soxS"	"pqiB"	0.23	0.12	NaN	1	26	17	5.689e-09
"soxS"	"marB"	0.18	0.02	NaN	1	26	17	5.689e-09
"soxS"	"inaA"	1.24	0.56	NaN	1	26	17	5.689e-09
"soxR"	"fumC"	1.03	0.54	NaN	1	3	3	5.689e-09
"nsrR"	"fliY"	0.41	0.0	NaN	-1	13	4	5.689e-09
"phoP"	"gadW"	1.45	0.0	NaN	1	20	15	5.689e-09
"narL"	"frdD"	1.42	0.74	2.247	-1	64	17	5.689e-09
"narL"	"frdB"	2.05	1.17	2.999	-1	64	17	5.689e-09
"narL"	"frdA"	2.18	1.07	3.1828	-1	64	17	5.689e-09
"hns"	"gadW"	2.21	0.58	3.6717	-1	90	41	5.689e-09
"hns"	"yjjQ"	2.71	1.54	NaN	-1	90	41	5.689e-09
"hns"	"bglJ"	0.75	0.0	10.48	-1	90	41	5.689e-09
"hns"	"bglF"	0.85	0.17	1.6531	-1	90	41	5.689e-09
"hns"	"cas2"	3.28	0.44	4.1295	-1	90	41	5.689e-09
"hns"	"cas1"	2.96	0.25	4.6753	-1	90	41	5.689e-09
"hns"	"casE"	3.24	0.43	5.3529	-1	90	41	5.689e-09
"hns"	"casD"	2.37	1.45	4.9312	-1	90	41	5.689e-09
"hns"	"casC"	3.84	0.57	6.2716	-1	90	41	5.689e-09
"hns"	"casB"	3.82	2.38	6.5022	-1	90	41	5.689e-09
"hns"	"casA"	2.92	1.26	6.135	-1	90	41	5.689e-09
"hns"	"bglB"	2.96	0.36	4.8972	-1	90	41	5.689e-09
"hns"	"bglG"	4.08	0.15	5.637	-1	90	41	5.689e-09
"hns"	"fimI"	0.35	0.0	NaN	1	90	41	5.689e-09
"hns"	"fimF"	0.45	0.13	NaN	1	90	41	5.689e-09
"fnr"	"narK"	0.72	0.7	NaN	1	97	28	5.689e-09
"fnr"	"narG"	1.54	0.99	NaN	1	97	28	5.689e-09
"fnr"	"narH"	1.25	0.93	NaN	1	97	28	5.689e-09
"fnr"	"narJ"	0.85	0.92	NaN	1	97	28	5.689e-09
"fnr"	"narI"	0.8	0.86	NaN	1	97	28	5.689e-09
"fnr"	"fdnG"	0.79	1.19	NaN	1	97	28	5.689e-09
"fnr"	"fdnH"	1.77	0.22	NaN	1	97	28	5.689e-09
"fnr"	"fdnI"	0.33	0.29	NaN	1	97	28	5.689e-09
"fnr"	"nirB"	1.65	0.54	NaN	1	97	28	5.689e-09
"fnr"	"nirD"	1.11	0.54	NaN	1	97	28	5.689e-09
"fnr"	"nirC"	0.69	0.25	NaN	1	97	28	5.689e-09
"fnr"	"cysG"	0.36	0.09	NaN	1	97	28	5.689e-09
"fnr"	"nikA"	0.85	0.32	NaN	1	97	28	5.689e-09
"fnr"	"nikB"	0.65	0.84	NaN	1	97	28	5.689e-09
"fnr"	"nikC"	0.7	0.29	NaN	1	97	28	5.689e-09
"fnr"	"nikD"	0.84	0.62	NaN	1	97	28	5.689e-09
"fnr"	"nrfA"	1.1	0.41	NaN	1	97	28	5.689e-09
"fnr"	"nrfB"	1.79	0.56	NaN	1	97	28	5.689e-09
"fnr"	"hcr"	0.61	0.47	NaN	1	97	28	5.689e-09
"fnr"	"hcp"	1.09	0.94	NaN	1	97	28	5.689e-09
"fnr"	"nrfF"	0.49	0.14	NaN	1	97	28	5.689e-09
"ihfA"	"rpoH"	0.26	0.0	NaN	1	154	45	5.689e-09
"ihfA"	"paaF"	0.42	0.0	NaN	1	154	45	5.689e-09
"ihfA"	"paaH"	0.49	0.09	0.1487	1	154	45	5.689e-09
"ihfA"	"paaK"	0.7	0.46	0.2843	1	154	45	5.689e-09
"ihfA"	"tdcD"	0.55	0.0	NaN	1	154	45	5.689e-09
"ihfA"	"tdcB"	0.62	0.0	NaN	1	154	45	5.689e-09
"ihfA"	"nirB"	0.43	0.09	3.7856	-1	154	45	5.689e-09
"ihfA"	"nirD"	1.39	1.3	4.4953	2	154	45	5.689e-09
"ihfA"	"nirC"	0.38	0.13	1.4442	-1	154	45	5.689e-09
"ihfA"	"nmpC"	1.18	0.0	4.3815	-1	154	45	5.689e-09
"ihfA"	"paaI"	0.45	0.0	NaN	1	154	45	5.689e-09
"ihfA"	"tdcF"	0.39	0.0	NaN	1	154	45	5.689e-09
"ihfA"	"dusB"	1.35	0.0	NaN	1	154	45	5.689e-09
"ihfA"	"nrfF"	0.68	0.19	NaN	-1	154	45	5.689e-09
"fis"	"marA"	0.49	0.21	4.2516	1	73	35	2.85e-08
"fis"	"glnG"	0.22	0.0	0.2067	1	73	35	2.85e-08
"fis"	"hupA"	0.79	0.0	NaN	1	73	35	2.85e-08
"fis"	"guaB"	0.5	0.0	1.6626	-1	73	35	2.85e-08
"fis"	"proP"	0.82	0.17	0.4332	1	73	35	2.85e-08
"crp"	"chbR"	0.21	0.0	NaN	1	252	108	1e-09
"crp"	"araB"	0.45	0.32	1.0938	1	252	108	1e-09
"crp"	"nagA"	0.49	0.66	NaN	1	252	108	1e-09
"crp"	"nagB"	0.68	0.47	NaN	1	252	108	1e-09
"crp"	"dadA"	0.68	0.88	NaN	1	252	108	1e-09
"crp"	"dadX"	0.61	0.3	NaN	4	252	108	1e-09
"crp"	"tam"	0.73	0.1	NaN	1	252	108	1e-09
"crp"	"aldB"	1.76	1.03	3.4244	1	252	108	1e-09
"crp"	"lsrK"	1.17	0.52	NaN	1	252	108	1e-09
"crp"	"lsrA"	1.39	0.31	NaN	1	252	108	1e-09
"crp"	"lsrC"	0.64	0.14	NaN	1	252	108	1e-09
"crp"	"lsrD"	1.3	0.16	NaN	1	252	108	1e-09
"crp"	"lsrB"	2.03	1.13	NaN	1	252	108	1e-09
"crp"	"lsrF"	1.4	0.7	NaN	1	252	108	1e-09
"crp"	"lsrG"	2.32	0.2	NaN	1	252	108	1e-09
"crp"	"chbB"	0.7	0.31	NaN	1	252	108	1e-09
"crp"	"dusB"	0.87	0.2	NaN	2	252	108	1e-09
"gadE"	"dctR"	0.56	0.05	NaN	1	35	18	5.689e-09
"gadE"	"gadE"	6.23	0.07	5.589	1	35	18	5.689e-09
"gadE"	"gadX"	0.58	0.0	0.3304	-2	35	18	5.689e-09
"gadE"	"slp"	0.27	0.0	NaN	1	35	18	5.689e-09
"gadW"	"gadB"	0.08	0.0	3.5548	2	7	3	5.689e-09
"oxyR"	"sufD"	0.28	0.0	NaN	1	25	15	5.689e-09
"oxyR"	"fhuF"	1.46	1.43	0.0249	-1	25	15	5.689e-09
